,bins,qlp_snr,spoc_snr
0,1.0,0.00022877494110591043,0.00014415453366008361
1,2.6333333333333333,0.0004595934481563522,0.00043072505384063173
2,4.266666666666667,0.004910405447565823,0.003716196901263507
3,5.9,0.059383536510784034,0.03432476508503533
4,7.533333333333333,0.22267271702064817,0.1273060948517338
5,9.166666666666666,0.4084863404793654,0.28268962308050255
6,10.8,0.5357263799525905,0.4110307670494825
7,12.433333333333334,0.6278148973026478,0.5034397600987829
8,14.066666666666666,0.6784861717612809,0.5881672769319715
9,15.7,0.7140165533947918,0.6381735555074659
10,17.333333333333332,0.7458313853825775,0.6858823529411765
11,18.966666666666665,0.754635732489674,0.6951943844492441
12,20.6,0.7658221657047833,0.7036929339924397
13,22.233333333333334,0.7731073698294124,0.7316773995706838
14,23.866666666666667,0.7819456401426639,0.7247524752475247
15,25.5,0.7894885961184304,0.7449306296691569
16,27.133333333333333,0.7958346481539917,0.7756625606569616
17,28.766666666666666,0.7968355495707793,0.7584339858392336
18,30.4,0.8025291828793775,0.7676087931807986
19,32.03333333333333,0.8036253776435045,0.7894501564595441
20,33.666666666666664,0.7945497630331754,0.7937625754527163
21,35.3,0.7978358405911851,0.8031584884376762
22,36.93333333333333,0.7944507361268404,0.8061728395061728
23,38.56666666666666,0.811761139739315,0.7998717126363053
24,40.2,0.7972789115646258,0.799163179916318
25,41.833333333333336,0.8181492109038737,0.7995642701525054
26,43.46666666666667,0.8068139273680269,0.8165413533834587
27,45.1,0.814486921529175,0.8221709006928406
28,46.733333333333334,0.7947019867549668,0.8233438485804416
29,48.36666666666667,0.8050885960926851,0.8236196319018405
30,50.0,0.8108497359577532,0.8412017167381974
