,bins,qlp_snr,spoc_snr
0,1.0,,
1,2.6333333333333333,,
2,4.266666666666667,,
3,5.9,,
4,7.533333333333333,,
5,9.166666666666666,,
6,10.8,,
7,12.433333333333334,,
8,14.066666666666666,,
9,15.7,,
10,17.333333333333332,,
11,18.966666666666665,,
12,20.6,,
13,22.233333333333334,,
14,23.866666666666667,,
15,25.5,,
16,27.133333333333333,,
17,28.766666666666666,,
18,30.4,,
19,32.03333333333333,,
20,33.666666666666664,,
21,35.3,,
22,36.93333333333333,,
23,38.56666666666666,,
24,40.2,,
25,41.833333333333336,,
26,43.46666666666667,,
27,45.1,,
28,46.733333333333334,,
29,48.36666666666667,,
30,50.0,,
