tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
299994365,4.32087433688924e+18,289.738463920785,15.6720901680571,,16.4484,19.82,0.162,18.0563,0.053,14.309,,13.414,,13.72,0.101,17.3569,0.001249,18.0087,0.033825,16.0443,0.018695,12.653,0.039,13.001,0.054,11.374,0.457,8.242,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,,,
299994501,4.320874332587353e+18,289.74217314781,15.6834104111605,0.314771,16.1164,19.406,0.174,17.4803,0.0462,14.876,0.054,14.421,0.068,14.438,0.098,16.9715,0.000945,17.7349,0.008946,16.0705,0.003557,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6230.0,2.18875,1.2
299994504,4.320874405608784e+18,289.770346092929,15.683890026819,0.300577,16.2293,19.394,0.173,17.6933,0.0466,14.95,0.05,14.624,0.092,14.395,0.101,17.1301,0.000964,17.961,0.012554,16.2058,0.005096,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6227.0,2.29442,1.2
299994510,4.3208750928034847e+18,289.729825431366,15.6840726435713,0.279803,15.836,18.875,0.173,16.837,1.133,14.568,0.051,14.342,0.057,14.08,0.065,16.6409,0.000623,17.3615,0.005993,15.7859,0.002876,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6864.0,2.52413,1.49
299994522,4.3208744056087793e+18,289.777957950989,15.6850973237092,0.271494,15.5053,17.987,0.077,16.585,0.138,14.254,0.049,13.962,0.069,13.797,0.064,16.3081,0.000882,17.0258,0.004407,15.4493,0.001826,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,7064.0,2.99578,1.56
299994565,4.3208744743282673e+18,289.765384887932,15.6896763455502,0.136182,14.7205,17.674,0.168,15.968,0.32,13.371,0.026,13.084,0.036,12.843,0.029,15.5477,0.000433,16.3153,0.003113,14.6714,0.001935,12.789,0.052,13.082,0.069,10.822,0.294,8.455,0.347,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,7690.0,7.20375,
299994626,4.320874435655139e+18,289.780681544392,15.693992552177,0.324523,15.5309,17.568,0.067,16.178,0.206,13.953,0.031,13.784,0.042,13.519,0.039,16.3935,0.00098,17.1599,0.009731,15.4804,0.006209,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6235.0,,
299994650,4.320874439958686e+18,289.787268407653,15.6957747932829,0.0477545,16.6491,19.585,0.185,18.2292,0.0472,15.208,0.081,14.707,0.108,12.926,,17.6004,0.001624,18.3835,0.015337,16.5246,0.007976,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6492.0,,
299994666,4.320874439968514e+18,289.791094665654,15.6972598203123,0.291225,15.3371,17.634,0.072,16.484,1.133,13.602,0.044,13.067,0.06,12.655,0.049,16.1436,0.000718,16.8428,0.005413,15.2624,0.007453,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,6936.0,,
299994706,4.320874474328273e+18,289.764025943167,15.6994437490273,0.233257,15.5046,19.716,0.169,16.568,0.286,14.247,0.049,14.002,0.067,13.764,0.05,16.2918,0.000688,17.0049,0.003843,15.4523,0.001921,,,,,,,,,Berkeley_45,616.5950018614809,Cantat-Gaudin2020,7317.0,3.30492,1.66
