tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
1636747818,4.092729762949121e+18,276.780979988656,-20.1688162628725,1.29062,15.4438,,,16.7166,0.0476,,,,,,,16.2293,0.004427,16.8776,0.01208,15.2505,0.016887,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
1636758407,4.092733022800317e+18,276.807241435822,-20.0539698848665,0.733548,15.5492,,,17.3344,0.0528,,,,,,,16.5141,0.017353,17.2714,0.021831,15.1383,0.014598,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
138262948,4.092733022800317e+18,276.807241435822,-20.0539698848665,0.733548,15.5492,17.621,0.178,16.373,1.133,12.981,,12.496,0.06,12.168,0.046,16.5141,0.017353,17.2714,0.021831,15.1383,0.014598,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
1636647214,4.092699114113816e+18,277.240441620164,-20.2178676618021,1.45832,16.5639,,,18.1702,0.0499,,,,,,,17.4808,0.001612,18.4007,0.023796,16.451,0.015829,,,,,,,,,IC4725,105.0,GaiaDR2_2018,3957.0,0.576268,0.62
140895882,4.092705608104543e+18,277.203465655762,-20.0833866253572,1.52279,15.9084,18.888,0.184,17.5394,0.0478,14.491,0.039,13.855,0.027,13.706,0.051,16.9066,0.002159,17.7792,0.015433,15.9142,0.013338,13.238,0.038,14.137,0.129,12.075,,8.547,,IC4725,105.0,GaiaDR2_2018,3898.0,0.678574,0.648143
142891650,4.092708043270717e+18,277.362643891266,-20.0645962161016,,16.4289,19.466,0.177,18.3631,0.0519,14.471,0.036,13.611,0.034,13.282,0.042,17.4373,0.005277,18.5258,0.028779,16.2556,0.008537,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
142895873,4.0926894933857495e+18,277.354923175411,-20.1681822306687,1.54427,15.9054,18.912,0.181,17.4853,0.0498,14.341,0.033,13.7,0.049,13.346,0.085,16.8434,0.002604,17.6998,0.025578,15.821,0.014171,,,,,,,,,IC4725,105.0,GaiaDR2_2018,4500.0,0.712075,0.71
142896787,4.092695776840616e+18,277.442726505887,-20.1126714677231,1.5163,15.8896,19.464,0.186,17.5234,0.05,14.487,0.065,13.838,0.084,13.671,0.079,16.901,0.001406,17.743,0.029216,15.8941,0.009725,,,,,,,,,IC4725,105.0,GaiaDR2_2018,3914.0,0.68797,0.654907
144900634,4.092694265012248e+18,277.631954383023,-20.0786082389088,,15.8952,19.316,0.17,16.979,1.133,13.846,0.024,13.031,0.029,12.777,0.027,16.8439,0.007897,17.5583,0.036504,15.4746,0.006788,12.684,0.048,13.09,0.055,11.836,0.355,8.645,,IC4725,105.0,GaiaDR2_2018,,,
144905779,4.092791370018398e+18,277.631019619007,-20.0029113836692,1.51127,15.3419,18.836,0.179,16.824,0.092,14.08,0.029,13.473,0.023,13.281,0.034,16.1885,0.001408,16.9845,0.010396,15.3087,0.005028,13.357,0.031,13.962,0.069,12.104,,8.998,,IC4725,105.0,GaiaDR2_2018,4740.0,0.800619,0.761
186569231,4.092037105044541e+18,277.897723812331,-20.0927862721631,1.57577,15.4739,17.386,0.115,16.8371,0.047,14.269,0.039,13.602,0.039,13.431,0.043,16.3148,0.001338,17.0645,0.013019,15.3771,0.011172,,,,,,,,,IC4725,105.0,GaiaDR2_2018,4491.0,0.738741,0.705
186568496,4.092031431299117e+18,277.956321885952,-20.1645236791931,1.53474,11.6544,12.47,0.023,12.145,0.046,11.144,0.026,10.997,0.027,10.972,0.027,11.9603,0.000233,12.192,0.0022,11.5886,0.00128,10.867,0.025,10.908,0.027,10.419,0.101,9.041,,IC4725,105.0,GaiaDR2_2018,7516.0,1.69735,1.73
186783391,4.09202085282973e+18,278.03871980925,-20.1846501436302,,15.4524,18.42,0.181,16.765,1.133,13.787,0.033,13.119,0.031,12.896,0.024,16.3036,0.010546,16.8975,0.021658,15.0949,0.012666,12.625,0.028,12.789,0.042,12.26,,8.248,,IC4725,105.0,GaiaDR2_2018,,,
206311,4.092049611977687e+18,278.390554711093,-20.008395867936,,13.9611,15.935,0.032,14.98,0.183,12.825,0.04,12.395,0.047,12.272,0.039,14.6552,0.00098,15.2639,0.005409,13.8654,0.002248,11.948,0.026,12.09,0.023,11.732,0.272,8.417,,IC4725,105.0,GaiaDR2_2018,,,
361906,4.091992093773048e+18,278.852511191735,-20.1162132733665,,13.9274,16.055,0.0,15.056,0.183,12.532,0.029,11.987,0.035,11.818,0.029,14.6738,0.008224,15.2215,0.004987,13.6942,0.003517,11.624,0.025,11.76,0.027,11.723,,8.733,,IC4725,105.0,GaiaDR2_2018,,,
360928,4.09200484117388e+18,278.860891826713,-20.0147568998315,,15.5276,,,16.405,0.229,13.775,0.043,13.09,0.055,12.905,0.037,16.3653,0.009562,16.8902,0.010635,15.1245,0.006891,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
1635187883,4.0919910629169367e+18,278.885298102856,-20.1495440532954,1.2592,16.2387,,,17.6261,0.0469,,,,,,,17.0689,0.002212,17.5217,0.014885,15.7763,0.004257,,,,,,,,,IC4725,105.0,GaiaDR2_2018,,,
