tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
124321260,3.051050866218552e+18,104.198598496611,-8.24721007599019,0.735094,11.1748,12.433,0.06,11.772,0.069,10.407,0.03,10.214,0.047,10.16,0.039,11.6188,0.000496,11.9918,0.001768,11.0741,0.001169,10.029,0.031,9.969,0.031,9.318,0.066,7.133,0.177,BDSB93,15.848931924611142,Cantat-Gaudin2020,8716.0,5.38192,
124333434,3.0508696830172e+18,104.296859621688,-8.19635356954751,0.750515,12.5455,13.208,0.034,12.98,0.15,11.774,0.048,11.005,,10.69,,12.8245,0.000363,13.0188,0.001845,12.4664,0.001098,,,,,,,,,BDSB93,15.848931924611142,Cantat-Gaudin2020,7591.0,2.17316,1.76
124333448,3.0508696873165573e+18,104.295631436916,-8.20224249829556,0.744218,12.9893,13.867,0.025,13.457,0.092,12.338,0.022,12.212,0.025,12.157,0.029,13.3398,0.000258,13.593,0.001875,12.9141,0.000984,11.983,0.023,12.13,0.025,11.209,,8.534,,BDSB93,15.848931924611142,Cantat-Gaudin2020,7073.0,1.97569,1.57
281720066,3.101888538673257e+18,102.625161792223,-5.45553860799592,0.111504,15.5403,16.335,0.113,16.102,1.133,14.685,0.035,14.431,0.044,14.208,0.062,16.0262,0.00086,16.4344,0.00383,15.4457,0.00323,14.254,0.045,14.218,0.061,11.895,,8.797,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,8325.0,3.10542,2.05
281720076,3.101888500011513e+18,102.642069495747,-5.45306537818113,0.0769364,15.9239,17.09,0.117,16.493,1.133,15.117,0.041,14.786,0.056,14.606,0.088,16.4241,0.000937,16.8458,0.004107,15.8323,0.00247,,,,,,,,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,8223.0,2.74466,2.02
281720088,3.1018885043135e+18,102.640941869672,-5.450269642487,0.167368,14.5143,15.906,0.047,15.342,0.15,13.352,,13.277,0.053,12.968,,15.0828,0.000546,15.5526,0.002652,14.4279,0.001924,12.689,0.023,12.69,0.028,12.239,0.435,8.785,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,7512.0,4.8843,1.73
281720091,3.10188812635636e+18,102.66755886323,-5.4483147053884,-0.0321944,16.3652,17.411,0.121,17.2262,0.046,15.315,0.052,15.036,0.1,14.743,0.113,16.9495,0.001176,17.468,0.006969,16.2646,0.005457,14.661,0.035,14.673,0.062,12.44,,8.853,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,8964.0,2.81461,2.26
281720092,3.101888744831687e+18,102.616519649711,-5.44820902337956,0.0880465,15.9629,17.352,0.117,16.44,1.133,15.016,0.041,14.693,0.079,14.743,0.106,16.5271,0.001094,16.9891,0.010571,15.8682,0.005162,14.356,0.032,14.307,0.056,11.924,,8.951,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,7666.0,2.81427,1.8
281720117,3.1018887448316856e+18,102.612671859674,-5.44357177761663,0.200653,14.0458,15.01,0.079,14.856,0.103,13.094,0.028,12.898,0.025,12.746,0.026,14.5985,0.000365,15.0509,0.002396,13.959,0.00163,12.605,0.026,12.614,0.032,11.594,,8.024,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,7473.0,5.29821,
281720119,3.101888744831689e+18,102.607945746058,-5.44320573442069,0.124592,15.5559,16.963,0.116,16.464,1.133,14.565,0.036,14.241,0.047,14.2,0.078,16.154,0.001075,16.6576,0.005115,15.4791,0.002648,14.011,0.028,14.013,0.049,12.545,,8.296,,FSR_1125,120.22644346174133,Cantat-Gaudin2020,7357.0,3.34402,1.67
