tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
11452482,3.2190486494319017e+18,85.5293226566429,-0.402284365708548,10.2155,14.2008,18.548,0.162,16.782,1.133,12.674,0.023,12.124,0.025,11.876,0.027,15.4272,0.000627,16.8386,0.006522,14.263,0.002331,11.699,0.024,11.541,0.021,11.203,0.164,8.032,,Hyades,650.0,Jerabkova2021,3392.0,0.319166,0.298595
264741205,3.2219175458504986e+18,82.3831101530067,0.916063313614107,10.5146,11.4325,14.074,0.053,12.575,0.08,10.32,0.024,9.681,0.022,9.545,0.024,12.2215,0.000403,13.0113,0.002378,11.3752,0.002971,9.472,0.023,9.534,0.019,9.404,0.037,8.695,,Hyades,650.0,Jerabkova2021,4072.84,0.746422,0.64
323347788,3.2240154183330263e+18,84.4067574523952,2.4760585278089,10.6126,15.3181,,,,,13.375,0.027,12.783,0.022,12.432,0.023,16.8102,0.001193,18.8621,0.035106,15.4453,0.006939,12.285,0.023,12.083,0.023,11.535,0.188,8.859,,Hyades,650.0,Lodieu2019,2997.0,0.249941,0.220797
712977682,3.2201718005583104e+18,81.1815242693174,-1.71990417297463,10.1146,19.4517,,,,,,,,,,,19.8817,0.007926,,0.0,,0.0,,,,,,,,,Hyades,650.0,Lodieu2019,,,
264541923,3.2218834609913964e+18,81.6362135949084,0.956425242744378,13.4669,17.3578,,,,,14.921,0.049,14.171,0.046,13.782,0.056,19.0683,0.004217,21.2571,0.172208,17.5096,0.021919,13.67,0.026,13.438,0.031,12.504,0.452,8.409,,Hyades,650.0,Lodieu2019,2887.0,0.126137,0.101398
264631371,3.223734390032419e+18,82.1980889762546,1.86877822407172,15.3436,12.9278,17.257,0.162,14.98,0.2,11.231,0.023,10.635,0.022,10.399,0.022,14.2251,0.001963,15.7758,0.012979,13.0059,0.006135,10.235,0.023,10.089,0.022,9.901,0.053,8.709,,Hyades,650.0,Roeser2019,3294.0,0.396127,0.387101
138936446,3.223884404650487e+18,83.1269817105711,2.64839590619952,15.5387,7.0536,7.939,0.026,7.47,0.002,6.611,0.019,6.485,0.031,6.37,0.024,7.37333,0.000291,7.62526,0.002182,7.02007,0.00149,6.369,0.087,6.344,0.026,6.397,0.014,6.348,0.063,Hyades,650.0,Roeser2019,6529.0,1.43709,1.35
323420504,3.223261634391666e+18,84.5994345901729,2.40221680759909,16.0163,14.4669,19.072,0.162,,,12.606,0.024,12.047,0.026,11.757,0.026,15.8884,0.000886,17.7799,0.012496,14.5778,0.002798,11.55,0.025,11.357,0.022,11.476,0.218,8.314,,Hyades,650.0,Roeser2019,3089.0,0.22949,0.199013
264485406,3.2217976346599864e+18,81.565462677829,0.562909117263357,19.3555,13.5094,18.568,0.162,16.13,0.2,11.716,0.022,11.139,0.022,10.898,0.019,14.8862,0.000638,16.661,0.005472,13.6092,0.002088,10.712,0.022,10.522,0.021,10.208,0.067,8.851,,Hyades,650.0,Roeser2019,3159.0,0.273434,0.246627
138904885,3.2234812962002074e+18,83.0369021012529,1.64005262681674,17.4471,13.7873,18.37,0.162,16.63,0.2,12.024,0.026,11.42,0.024,11.1,0.022,15.1801,0.000867,16.9789,0.013063,13.8898,0.003552,10.971,0.022,10.799,0.02,10.839,0.115,8.609,,Hyades,650.0,Roeser2019,3141.0,0.275882,0.249359
4205785,3.2203567933918587e+18,80.7935157117774,-1.69776753993784,21.7553,10.705,13.988,0.039,12.532,0.016,9.445,0.024,8.784,0.057,8.6,0.019,11.7144,0.000556,12.7484,0.002214,10.7261,0.0013,8.46,0.023,8.464,0.02,8.34,0.026,8.109,0.228,Hyades,650.0,Roeser2019,3752.0,0.559429,0.553658
