tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
752646747,3.049977120093196e+18,105.750664003768,-9.04968047987574,11.0259,20.2771,,,21.062,0.2132,,,,,,,20.8336,0.01835,20.8709,0.525078,19.7872,0.137183,,,,,,,,,Hyades,650.0,Lodieu2019,,,
178485493,3.045229330103867e+18,108.535026980295,-11.9634078254037,,19.9002,,,21.9496,0.2064,16.483,0.144,15.602,0.123,15.11,0.159,20.9401,0.010413,21.4417,0.23983,19.0683,0.035207,14.9,0.035,15.135,0.091,12.561,,9.087,,Hyades,650.0,Lodieu2019,,,
751966098,3.046754971207752e+18,110.036932625438,-11.1699594864834,10.4203,19.6998,,,20.9612,0.0985,,,,,,,20.4807,0.012589,20.9148,0.142224,19.2996,0.05433,,,,,,,,,Hyades,650.0,Lodieu2019,,,
752232448,3.047848332439461e+18,108.649460488186,-10.3668281776776,12.0145,19.6515,,,21.6614,0.1672,,,,,,,20.6808,0.036399,21.1439,0.187242,18.8057,0.041466,,,,,,,,,Hyades,650.0,Lodieu2019,,,
752002558,3.0469072192016097e+18,110.213601269419,-10.8145099582957,10.7991,19.5946,,,21.4829,0.175,,,,,,,20.59,0.010147,21.3855,0.211405,19.1572,0.046323,,,,,,,,,Hyades,650.0,Lodieu2019,,,
177854305,3.048202546984469e+18,107.479342447278,-9.50796149350782,,13.7851,10.39,,14.4177,0.047,10.572,,12.449,0.075,12.377,0.05,14.2541,0.00254,14.4902,0.02822,13.5916,0.015228,,,,,,,,,Alessi_21,66.06934480075964,Cantat-Gaudin2020,,,
177988348,3.048152519206184e+18,107.78351353138,-9.53132315827222,1.57179,10.912,11.167,0.156,10.907,0.012,10.699,0.026,10.674,0.026,10.626,0.021,11.0058,0.00042,11.0871,0.002646,10.8665,0.001322,10.593,0.023,10.615,0.022,10.526,0.075,8.553,,Alessi_21,66.06934480075964,Cantat-Gaudin2020,8652.0,1.75071,2.16
178252167,3.047897226350359e+18,108.109792891986,-10.1550994941421,1.52748,8.9929,,,8.9,0.03,9.05,0.023,9.094,0.024,9.093,0.023,8.88413,0.000871,8.8612,0.003815,8.95159,0.003271,9.081,0.022,9.112,0.019,9.146,0.033,8.791,,Alessi_21,66.06934480075964,Cantat-Gaudin2020,14886.0,,
177277045,3.046145081548716e+18,106.621526822758,-11.725978532797,0.172021,14.8912,18.484,0.174,16.302,1.133,13.331,0.026,12.564,0.026,12.38,0.031,15.8509,0.000759,16.7739,0.004825,14.8678,0.00308,12.002,0.021,12.096,0.023,11.732,,8.914,,Berkeley_76,1659.5869074375632,Cantat-Gaudin2020,4662.0,7.99067,
177277068,3.0457703241847644e+18,106.526994422533,-11.7345479290194,0.27791,15.7553,17.268,0.112,16.32,1.133,14.81,0.045,14.506,0.055,14.407,0.117,16.3171,0.002034,16.7655,0.009279,15.6631,0.003543,,,,,,,,,Berkeley_76,1659.5869074375632,Cantat-Gaudin2020,7223.0,1.86284,1.62
