tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
717212595,3.349856723155912e+18,87.6581232725914,16.6616483988216,10.9643,19.4715,,,21.171,0.3638,,,,,,,20.4098,0.016099,21.0801,0.499201,19.0278,0.055727,,,,,,,,,Hyades,650.0,Lodieu2019,,,
91693612,3.346739465958465e+18,88.5597316185374,13.3568648242555,11.1382,16.6048,15.987,0.062,,,14.625,0.05,14.096,0.061,13.731,0.054,18.1843,0.002224,20.5285,0.223618,16.7588,0.011481,13.216,0.026,13.043,0.029,12.276,,9.044,,Hyades,650.0,Lodieu2019,2881.0,0.145864,0.118689
59352199,3.348713948322909e+18,89.2113614515431,15.2710662984333,15.6556,13.6966,18.672,0.162,16.705,0.412,11.973,0.022,11.425,0.021,11.133,0.02,15.04,0.001302,16.7344,0.007604,13.788,0.00367,10.979,0.023,10.81,0.021,10.787,0.125,8.88,,Hyades,650.0,Roeser2019,3208.0,0.298022,0.274362
247877696,3.348035553945614e+18,87.8481004870065,15.5511770761231,15.0823,13.554,17.205,0.164,16.392,0.252,11.85,0.022,11.23,0.02,10.952,0.017,14.8911,0.001406,16.5561,0.007365,13.6429,0.004243,10.83,0.024,10.662,0.021,10.548,0.093,9.086,,Hyades,650.0,Roeser2019,3224.0,0.328796,0.309701
151241097,3.349114204912993e+18,91.2506533601644,16.5898200389266,0.265564,15.4293,19.195,0.165,16.782,1.133,13.944,0.025,13.45,0.031,13.188,0.036,16.5003,0.001169,17.5594,0.010658,15.4653,0.004088,12.947,0.025,12.933,0.029,12.425,,9.008,,FSR_0921,389.04514499428046,Cantat-Gaudin2020,6339.0,4.59149,1.25
151241241,3.3491162020749804e+18,91.2641360812548,16.6630020149582,0.201953,13.8129,19.486,0.166,16.45,0.217,11.836,0.021,10.947,0.024,10.579,0.018,15.2227,0.000583,16.8099,0.005247,13.9861,0.002516,10.38,0.024,10.347,0.021,10.329,0.094,8.94,,FSR_0921,389.04514499428046,Cantat-Gaudin2020,4434.0,22.7222,
151241289,3.349119187075137e+18,91.2680787219378,16.6845194910667,0.222613,15.352,18.041,0.062,16.9727,0.0462,13.964,0.025,13.528,0.034,13.31,0.035,16.3142,0.000859,17.2517,0.006342,15.3477,0.005102,13.12,0.026,13.07,0.03,11.951,,8.499,0.386,FSR_0921,389.04514499428046,Cantat-Gaudin2020,7451.0,4.52759,1.71
151241290,3.3491191913722127e+18,91.2717211838655,16.6857688779003,0.205696,16.1161,19.444,0.172,17.891,0.0472,14.625,0.05,14.216,0.064,13.894,0.051,17.1477,0.001391,18.1558,0.014993,16.1285,0.005319,13.351,0.027,13.318,0.033,12.152,,8.962,,FSR_0921,389.04514499428046,Cantat-Gaudin2020,6937.0,3.41992,1.52
151241310,3.349119569329333e+18,91.2675137761888,16.6944292659774,0.259303,14.5262,17.484,0.0,16.125,0.183,13.093,0.022,12.65,0.024,12.365,0.022,15.5438,0.000592,16.5267,0.003784,14.5357,0.002374,12.161,0.024,12.138,0.023,11.704,,9.013,,FSR_0921,389.04514499428046,Cantat-Gaudin2020,6535.0,6.70009,
151241328,3.3491196380458445e+18,91.2657162220032,16.7038357164415,0.386665,14.5397,17.6,0.023,16.083,0.092,12.958,0.024,12.526,0.027,12.226,0.024,15.5407,0.000715,16.4373,0.008804,14.4793,0.011598,12.043,0.024,12.027,0.024,11.941,0.38,8.88,,FSR_0921,389.04514499428046,Cantat-Gaudin2020,6534.0,4.60296,1.35
