tic,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age,ref,teff,rstar,mstar
110431598,4.069933790196463e+18,270.499430979546,-21.9353935780349,0.395248,14.6469,18.057,0.163,16.482,0.217,13.136,0.029,12.722,0.042,12.433,0.04,15.6488,0.000736,16.6022,0.00854,14.647,0.004156,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,5643.0,4.55975,
110432192,4.069934477391317e+18,270.497114424983,-21.8946725701725,0.374017,13.9173,16.58,-0.068,15.424,0.15,12.489,0.057,12.096,0.074,10.803,,14.8774,0.000524,15.7772,0.00597,13.8989,0.002287,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6621.0,6.02367,
110431015,4.06993269068477e+18,270.543399718882,-21.9737163422404,0.315034,13.6994,,,15.311,0.206,12.291,0.032,11.946,0.047,11.668,0.037,14.5965,0.000423,15.4304,0.003581,13.6707,0.002656,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6913.0,7.04579,
110431036,4.069932866801804e+18,270.534236541367,-21.9719858750559,0.297604,13.6519,17.029,0.162,15.005,0.126,12.332,0.026,11.965,0.04,11.752,0.04,14.4772,0.000944,15.2264,0.00263,13.584,0.003384,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7763.0,6.85033,
110431043,4.069932695003106e+18,270.54557083267,-21.9716000064322,0.340726,13.7417,16.885,0.163,15.263,0.15,12.505,0.03,12.144,0.063,10.389,,14.5061,0.0004,15.1863,0.002988,13.6805,0.001511,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7268.0,5.31011,
110431158,4.069932901161549e+18,270.528758420844,-21.9638981069356,0.236193,13.853,17.366,0.164,15.481,0.08,12.37,0.036,11.766,0.062,11.424,0.049,14.8103,0.000948,15.7505,0.004707,13.845,0.004372,11.037,0.051,11.262,0.064,8.311,0.046,6.019,0.117,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7796.0,8.93387,
110431223,4.069933103001648e+18,270.574147042605,-21.9593173435322,0.233466,16.2651,18.944,0.063,17.9894,0.0483,14.845,0.051,12.159,,11.507,,17.2746,0.001097,18.2417,0.019914,16.255,0.008472,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7068.0,3.1473,1.56
110431255,4.069933072960229e+18,270.557897960094,-21.957029468122,0.363242,14.5838,17.354,0.171,15.858,0.036,13.186,0.059,12.816,0.097,12.459,0.085,15.4648,0.000589,16.2676,0.00548,14.5489,0.003143,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6455.0,4.06635,1.31
110431332,4.069933103001664e+18,270.565647211319,-21.9521346900644,0.307962,14.56,16.264,0.058,15.775,0.149,13.274,0.045,12.95,0.081,12.768,0.081,15.3116,0.000434,15.9931,0.003691,14.4796,0.002944,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8257.0,3.98663,2.03
110431386,4.069933313478399e+18,270.565263204046,-21.9488534373866,0.31887,15.0447,17.954,0.162,16.3524,0.0461,13.786,0.026,13.479,0.049,14.005,,15.865,0.000737,16.6189,0.007008,14.9917,0.003556,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7606.0,3.37141,1.77
110431415,4.069932965562717e+18,270.528150788714,-21.9469149757419,0.391041,13.9257,17.594,0.164,15.553,0.15,12.35,0.035,11.385,,10.867,,14.9194,0.000456,15.8658,0.004561,13.9272,0.003776,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,5695.0,6.28212,
110431417,4.069933313478405e+18,270.556128651043,-21.946902366662,0.375735,13.8407,15.614,0.054,15.12,0.126,12.562,0.039,12.277,0.054,12.083,0.05,14.6346,0.000388,15.3444,0.003243,13.7864,0.001901,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7031.0,4.84152,1.55
110431485,4.069933313478404e+18,270.563598547322,-21.942653471983,0.229857,16.1195,17.547,0.085,17.76,0.0499,14.658,0.076,12.738,,12.166,,17.085,0.001305,18.0351,0.027981,16.1065,0.008252,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7991.0,3.28506,1.93
110431549,4.069933412239338e+18,270.570437006596,-21.9383513630931,0.372614,13.6785,16.046,0.029,15.051,0.137,12.294,0.029,11.874,0.04,11.642,0.035,14.5193,0.000403,15.2818,0.003319,13.6328,0.002391,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6958.0,5.62073,
110431551,4.069933313478407e+18,270.562983279989,-21.938360351103,0.352095,15.2027,18.392,0.164,16.379,0.15,13.964,0.035,13.657,0.065,14.432,,15.9997,0.000675,16.7241,0.013335,15.1447,0.00387,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7553.0,2.77465,1.75
110431567,4.0699333821978936e+18,270.546177000188,-21.9375778177478,0.304455,13.9287,16.658,0.16,15.122,0.137,12.464,,11.946,,12.154,0.046,14.7381,0.000355,15.4865,0.003536,13.8604,0.002211,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8197.0,5.83884,
110431661,4.0699333778796114e+18,270.544409404838,-21.9310105456261,0.265989,16.19,19.295,0.174,17.8078,0.0478,14.848,0.068,13.607,,12.981,,17.1479,0.001264,18.0989,0.018816,16.1929,0.006402,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7774.0,2.83004,1.84
110431665,4.069933485277105e+18,270.560835270051,-21.9306536464398,0.368235,11.4084,16.738,0.162,13.846,0.092,9.455,0.024,8.588,0.061,8.27,0.024,12.7115,0.000338,14.1391,0.003524,11.5359,0.002568,8.003,0.027,8.165,0.025,8.177,0.061,8.024,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,4502.0,37.9233,
110431688,4.069933485277104e+18,270.564615806734,-21.9291409846734,0.370524,13.678,16.433,0.065,14.942,0.172,12.408,0.054,11.99,0.058,11.727,0.055,14.4546,0.000312,15.1551,0.002807,13.6148,0.001977,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7599.0,5.15676,
110431689,4.069934099434121e+18,270.524863754752,-21.9289905618924,0.307934,15.7631,18.687,0.19,17.3359,0.0505,14.297,0.101,13.395,,13.198,,16.7056,0.001125,17.5989,0.03152,15.7377,0.007668,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7329.0,3.00098,1.66
110431690,4.0699333821978967e+18,270.550222955669,-21.9288842846147,0.326965,14.2106,17.754,0.162,15.609,0.172,12.855,0.027,12.288,0.046,11.828,0.04,15.0351,0.000474,15.7954,0.005347,14.1513,0.002303,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7857.0,4.87554,1.87
110431713,4.069934172471895e+18,270.520380811981,-21.9272780295751,0.341588,13.3274,16.366,0.095,15.026,0.115,11.803,0.036,11.34,0.057,11.03,0.046,14.3356,0.000389,15.2999,0.002828,13.3322,0.003902,10.582,0.041,11.048,0.063,9.954,0.371,5.826,0.283,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,5644.0,9.59382,
110431714,4.0699341380997366e+18,270.53552827885,-21.9271107030271,0.37236,16.2318,19.158,0.186,17.917,0.0538,14.227,0.093,13.071,0.117,12.32,0.02,17.1655,0.00154,18.0532,0.028318,16.0145,0.027572,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,,,
110431732,4.069933485277108e+18,270.559842328914,-21.9261699167727,0.355309,15.3688,18.023,0.077,16.788,0.15,14.062,0.067,12.804,,12.309,,16.1832,0.00083,16.9315,0.009317,15.3165,0.003861,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7584.0,2.61949,1.76
110431771,4.069933485277111e+18,270.559763131815,-21.9227267365228,0.387615,10.4854,15.723,0.09,13.388,0.069,8.331,0.029,7.259,0.017,6.885,0.024,11.917,0.00045,13.6014,0.005835,10.6653,0.002435,6.505,0.081,6.759,0.022,6.476,0.021,5.221,0.06,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,4019.0,72.2723,
110431778,4.069933480958846e+18,270.556320013505,-21.9223907210047,0.272717,16.234,18.75,0.188,17.8314,0.0479,14.613,0.182,13.646,,13.558,,17.1825,0.001248,18.112,0.019545,16.2225,0.006834,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7837.0,2.69009,1.86
110431793,4.069934236873092e+18,270.550252291331,-21.9213360952092,0.316312,13.452,16.076,0.082,14.926,0.172,12.118,0.022,11.777,0.021,11.598,0.02,14.2871,0.000369,15.0667,0.002725,13.3952,0.002057,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8043.0,7.25595,
110431798,4.069934138112154e+18,270.534154519896,-21.9211786665538,0.341007,14.7216,17.376,0.16,16.393,0.15,13.062,,13.139,0.082,11.836,,15.5953,0.00065,16.3954,0.005294,14.6902,0.001493,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6513.0,3.99093,1.34
110431799,4.0699341381121546e+18,270.532139778994,-21.9210950742294,0.280771,14.707,18.029,0.173,16.05,0.149,13.329,0.065,13.011,0.093,12.867,0.075,15.5718,0.000577,16.3974,0.004858,14.6508,0.002594,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8512.0,4.77203,2.12
110431817,4.069934138112151e+18,270.544082069056,-21.9201400299127,0.351471,15.2203,18.332,0.163,17.094,0.15,13.609,0.033,11.227,,10.224,,16.1036,0.001077,16.8874,0.007479,15.1642,0.004239,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6446.0,3.14465,1.31
110431894,4.069934241191361e+18,270.556800715814,-21.9147628353607,0.370118,14.331,16.769,0.039,15.494,0.058,13.096,0.035,12.746,0.064,12.497,0.06,15.0888,0.000483,15.7721,0.003158,14.2554,0.001885,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8001.0,3.75471,1.93
110431911,4.0699335153186063e+18,270.57226700105,-21.9136762418269,0.291134,13.288,15.241,0.042,14.307,0.092,11.975,0.038,11.65,0.049,11.496,0.04,13.9994,0.000305,14.6576,0.002202,13.1614,0.006324,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,10730.0,6.97298,
110431925,4.069934374312063e+18,270.502540566601,-21.9128017748885,0.248011,16.112,19.193,0.179,18.3056,0.0595,13.957,0.079,12.173,,11.609,,17.3123,0.001622,18.4397,0.036875,16.086,0.027564,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6543.0,4.34435,1.35
110431936,4.069933519636847e+18,270.575253966568,-21.9120893051582,0.333781,14.5618,16.259,0.054,15.785,0.343,13.302,0.04,12.963,0.032,12.751,0.045,15.3335,0.00059,16.0452,0.003845,14.4844,0.002717,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8475.0,3.82755,2.11
110431939,4.0699335196368543e+18,270.563021406074,-21.911794681284,0.341736,12.7536,16.005,0.162,14.004,0.149,11.484,0.024,11.074,0.038,10.764,0.033,13.4843,0.000267,14.1525,0.002277,12.6637,0.002012,10.488,0.042,10.669,0.058,8.667,0.134,5.318,0.067,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8785.0,8.09319,
110431971,4.0699335196368527e+18,270.567539725599,-21.909494160538,0.354079,14.3803,16.283,0.058,15.597,0.24,13.183,0.045,12.788,0.053,12.57,0.059,15.084,0.000466,15.7242,0.003118,14.2837,0.004431,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8973.0,3.5753,2.26
110432062,4.069934271232871e+18,270.55820422828,-21.9034238991391,0.311926,11.8341,16.063,0.028,14.223,0.092,9.957,0.027,9.076,0.032,8.749,0.026,13.1336,0.000529,14.5171,0.004843,11.9639,0.002391,8.439,0.024,8.523,0.022,8.238,0.194,6.535,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,5217.0,32.9128,
110432084,4.069934275551104e+18,270.563775204621,-21.9021012643535,0.19538,15.4805,18.513,0.162,16.8395,0.0462,13.931,0.027,13.484,0.059,13.201,0.082,16.2715,0.000875,17.0994,0.00813,15.3365,0.004524,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,,,
110432099,4.069934305592613e+18,270.544163311806,-21.9010429901034,0.230435,16.3879,19.637,0.169,18.2734,0.0479,14.873,0.054,15.037,,14.45,,17.4556,0.001363,18.5374,0.017004,16.4077,0.007275,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7938.0,3.29537,1.91
110432162,4.069957743254551e+18,270.5743620148,-21.8964925243923,0.434288,14.4583,17.476,0.165,15.745,0.16,13.161,0.039,12.83,0.085,12.626,0.057,15.3075,0.000573,16.0776,0.003573,14.414,0.002345,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6876.0,3.45614,1.49
110432163,4.069934516070009e+18,270.526386525099,-21.8964148880003,0.350872,16.0576,19.822,0.165,18.3352,0.0565,14.285,0.039,13.509,0.035,13.094,0.068,17.2896,0.001331,18.5637,0.037051,16.1472,0.012207,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,5324.0,3.90605,
110432266,4.069934550429029e+18,270.536052712899,-21.8894208764812,0.239289,14.8334,17.57,0.187,16.463,0.15,13.293,0.096,11.563,,10.928,,15.7434,0.000742,16.6611,0.008491,14.7748,0.006284,9.923,0.039,9.966,0.044,8.351,0.057,6.296,0.168,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,10474.0,5.39529,
110432460,4.069946335819314e+18,270.506473466541,-21.8746855072495,0.35385,13.4429,16.506,0.087,15.08,0.309,11.962,0.029,11.569,0.05,11.341,0.043,14.4456,0.000415,15.4035,0.0045,13.4368,0.001797,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6802.0,8.30228,
111064983,4.069957773293951e+18,270.58392564901,-21.8848146925598,0.41492,14.274,15.424,0.096,15.43,0.069,13.044,0.033,12.686,0.039,12.568,0.051,15.0769,0.000521,15.8017,0.003258,14.2203,0.002106,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7238.0,3.66762,1.63
111064988,4.069957777614293e+18,270.582210399555,-21.8850185733641,0.305293,13.4734,,,14.688,0.137,12.16,0.048,11.797,0.04,11.664,0.042,14.254,0.000279,14.9941,0.002059,13.3737,0.002304,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,10062.0,6.85364,
111065522,4.069956918620799e+18,270.596120999857,-21.9198680560692,0.41472,14.913,13.577,0.094,16.476,0.15,13.658,0.086,11.303,,10.501,,15.6721,0.00062,16.3357,0.008044,14.8371,0.002798,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7381.0,2.5722,1.68
111065546,4.069956918620799e+18,270.595173408059,-21.9212618728055,0.311059,13.2534,13.926,0.035,14.617,0.15,11.741,,11.661,0.069,9.996,,13.9652,0.000319,14.6222,0.003034,13.1542,0.001978,8.966,0.021,9.054,0.024,9.878,,7.63,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,9396.0,6.79224,
111065616,4.069933450917359e+18,270.580405485533,-21.9259293923777,0.382163,15.8987,18.031,0.088,17.4129,0.0466,14.642,0.079,13.573,,13.276,,16.8207,0.001105,17.681,0.011696,15.8793,0.0062,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6560.0,2.29581,1.36
111065895,4.069933210399172e+18,270.592379586771,-21.9437528382336,0.214893,16.1459,18.416,0.07,17.6425,0.0474,14.5,0.06,13.459,0.069,12.919,0.074,17.0432,0.001135,17.8964,0.0157,16.0835,0.010691,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8564.0,3.03957,2.14
111065902,4.069933210399175e+18,270.585151865821,-21.9440714003567,0.338536,15.4533,17.441,0.042,16.78,1.133,13.992,0.023,13.42,0.051,13.035,0.059,16.385,0.001122,17.2444,0.009382,15.4229,0.004568,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6586.0,3.13126,1.37
111066034,4.069933141679688e+18,270.592094436991,-21.9548277406317,0.317022,13.5392,16.563,0.16,14.603,0.206,12.335,,11.824,,11.854,0.026,14.2871,0.000367,14.9559,0.00723,13.4605,0.002147,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7954.0,6.12105,
111066068,4.069933137361413e+18,270.586995465932,-21.9572419582323,0.401324,14.6098,15.53,0.075,16.319,0.15,13.323,0.065,12.953,0.067,11.818,,15.4307,0.001876,16.1223,0.007174,14.519,0.008841,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6681.0,3.46704,1.41
111066101,4.069933141679682e+18,270.596483473801,-21.9596317882798,0.323552,11.5939,,,13.974,0.149,9.713,0.023,8.862,0.025,8.505,0.025,12.851,0.000644,14.2028,0.006743,11.7046,0.001748,8.078,0.022,8.125,0.02,7.83,0.04,6.255,0.097,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,4640.0,36.2399,
111066241,4.0699300836629617e+18,270.594987251612,-21.968906353129,0.269112,14.4077,17.811,0.163,,,12.397,0.029,11.421,0.031,11.133,0.032,15.7835,0.000826,17.3004,0.013294,14.5502,0.006363,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,4480.0,13.96,
1615361190,4.069933141667117e+18,270.590917536876,-21.9592602086973,0.366365,15.4358,,,16.7096,0.0463,,,,,,,16.2455,0.000925,16.95,0.00953,15.3641,0.005784,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6900.0,2.45225,1.5
1615361309,4.069933210399172e+18,270.592379586771,-21.9437528382336,0.214893,16.1459,,,17.6425,0.0474,,,,,,,17.0432,0.001135,17.8964,0.0157,16.0835,0.010691,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,8564.0,,
1615361310,4.069933210399175e+18,270.585151865821,-21.9440714003567,0.338536,15.4533,,,16.9897,0.0464,,,,,,,16.385,0.001122,17.2444,0.009382,15.4229,0.004568,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,6586.0,,
1615361543,4.0699333821978967e+18,270.550222955669,-21.9288842846147,0.326965,14.2106,,,15.5321,0.046,,,,,,,15.0351,0.000474,15.7954,0.005347,14.1513,0.002303,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7857.0,,
1615361703,4.069933519624402e+18,270.57279930371,-21.9134836699946,0.305641,15.7525,,,,,,,,,,,16.1825,0.001375,,0.0,,0.0,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,,,
1615361730,4.069933519636844e+18,270.56994747626,-21.9218951443359,0.335546,16.2069,,,17.7554,0.0486,,,,,,,17.141,0.001105,17.998,0.022478,16.1615,0.010964,,,,,,,,,ESO_589_26,199.52623149688827,Cantat-Gaudin2020,7044.0,2.26289,1.56
