tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
187558792,199.52623149688827,2.272429260390783,1.7634228647276156,29.054644559025476,3.047532424704775e+18,110.521508667705,-10.0608795421652,0.232083,16.4902,16.24,0.141,17.1574,0.0459,15.837,0.108,15.481,0.136,15.187,0.201,16.9805,0.00075,17.3647,0.005069,16.4254,0.0039,,,,,,,,,Theia3315,199.52623149688827,Kounkel2020,6086.0,1.31634,1.14,[5],1,,,,,,,,,0,,0,,0
264483939,14.446636343345483,5.609374862147161,41.50875882749352,22.11060577865702,3.222267809023684e+18,81.466084,1.801637,2.92775,17.5627,,,,,15.563,0.066,15.077,0.082,14.575,0.113,19.1191,0.004279,20.9216,0.191543,17.6752,0.01833,14.336,0.03,14.187,0.049,12.548,,9.103,,OSFC,10.0,roquette25,3069.0,0.324158,0.304349,[3],1,,,,,,,,,0,,0,,0
185204388,15.13561248436207,1.0946981568320535,1.2610950748413974,3.516994722653568,4.0698410919390254e+18,272.254143343803,-21.5168726815482,0.679618,15.4458,17.589,0.113,16.478,0.15,14.454,0.036,13.256,,12.944,,16.1677,0.001561,16.7988,0.016936,15.3919,0.004512,,,,,,,,,Theia1714,15.13561248436207,Kounkel2020,6688.0,1.21194,1.42,[6],1,,,,,,,,,0,,0,,0
361784001,213.79620895022325,2.497918183254728,3.796093332914723,8.112950018732448,1.827460588229908e+18,296.572216509738,21.674641874776,0.706974,15.3222,18.255,0.169,16.616,1.133,14.084,0.03,13.574,0.032,13.434,0.043,16.199,0.000572,17.0178,0.004965,15.3039,0.002236,13.315,0.043,13.558,0.05,10.629,0.242,7.928,0.218,Theia3403,213.79620895022325,Kounkel2020,5228.0,1.66313,0.89,[15],1,,,,,,,,,0,,0,,0
50722347,12.53231360465272,4.914672146207388,1.2396952925665583,59.37743012758229,3.217202054013518e+18,82.724375,-1.818194444,2.52529,15.2998,19.549,0.162,17.8036,0.0481,13.672,0.026,12.974,0.029,12.741,0.03,16.5618,0.001709,18.0052,0.015027,15.3663,0.003695,12.563,0.024,12.403,0.025,11.241,0.381,8.425,,OSFC,10.0,roquette25,3359.0,0.65463,0.630585,[3],1,,,,,,,,,0,,0,,0
151545675,173.78008287493762,2.242309579065493,3.78854975350317,8.051226806550723,4.252068784695225e+18,282.761615296231,-7.68612282989388,2.69403,13.7975,16.844,0.099,14.722,0.046,12.744,0.025,12.179,0.026,12.034,0.026,14.5048,0.000396,15.1469,0.004591,13.7367,0.001254,12.044,0.032,12.241,0.038,12.309,,8.432,,Theia547,173.78008287493762,Kounkel2020,4603.0,0.766322,0.729,[8],1,,,,,,,,,0,,0,,0
395560070,1258.9254117941662,2.6548730301054118,29.094942480121176,24.37515391118192,4.320441885274198e+18,287.444561665096,14.4521084464362,0.64758,14.736,17.047,0.064,16.053,0.217,13.561,0.02,13.13,0.023,13.043,0.034,15.5703,0.000467,16.3276,0.002251,14.7039,0.001323,12.968,0.028,13.116,0.039,12.223,0.38,8.745,,Theia6833,1258.9254117941662,Kounkel2020,5536.0,2.1602,0.97,[9],1,,,,,,,,,0,,0,,0
118133737,95.49925860214368,2.374363290831046,2.8652862336391425,73.77770967300798,4.0956326110696366e+18,273.468495569076,-18.406019437904,1.79797,15.9699,,,17.618,0.0478,14.44,0.056,13.782,0.08,13.229,,16.9096,0.003629,17.7859,0.017377,15.8085,0.006517,,,,,,,,,Theia184,95.49925860214368,Kounkel2020,3983.0,0.644254,0.621,[6],1,,,,,,,,,0,,0,,0
31985679,489.7788193684456,1.36335516130915,2.8815793174756874,26.3119110860369,4.251997316440739e+18,282.978433044242,-8.02923124964434,0.569509,14.7064,17.083,0.041,15.467,0.286,13.982,0.021,13.68,0.021,13.443,0.038,15.219,0.000781,15.606,0.002268,14.6229,0.004081,13.5,0.041,13.929,0.078,12.321,,8.548,,Theia4890,489.7788193684456,Kounkel2020,5827.0,1.52494,1.05,[8],1,,,,,,,,,0,,0,,0
117465003,15.13561248436207,3.4602759852718914,7.302647088213789,15.412259550698362,4.093931804040348e+18,273.276164156338,-21.1418739771266,0.331483,14.8381,17.648,0.055,16.432,0.149,13.523,0.042,13.126,0.059,12.945,0.051,15.683,0.000872,16.4323,0.0107,14.7897,0.002939,,,,,,,,,Theia1714,15.13561248436207,Kounkel2020,5949.0,3.81291,1.09,[6],1,,,,,,,,,0,,0,,0
156357375,371.5352290971728,4.788350117162554,8.587413717966712,9.632987982985728,3.3349912915880704e+18,86.801788888857,7.64307832304923,0.422384,15.1257,16.847,0.046,16.137,0.126,14.233,0.037,13.747,0.022,13.644,0.06,15.7174,0.000793,16.2052,0.00415,15.0641,0.002784,13.67,0.028,13.755,0.038,11.646,,8.621,,Theia4366,371.5352290971728,Kounkel2020,5635.0,1.86752,1.0,[12],1,9.632987982985728,4.788350117162554,0.0005501453556996994,0.056805551347311634,0.055228117136453335,196.26229842967615,4.671447745962237,0.536852399187869,0,0.42067550596809167,0,,0
11296105,13.230186210370965,2.771018881392353,9.73118080947983,21.297796030049835,3.216494204747916e+18,84.89165,-2.4891,0.971469,16.8922,19.79,0.164,18.6384,0.0516,15.379,0.037,14.497,0.041,14.319,0.073,17.8905,0.001716,18.8574,0.032036,16.8237,0.008244,14.205,0.029,14.354,0.047,12.409,,8.839,,OSFC,10.0,roquette25,4241.0,0.813001,0.66,[2],1,,,,,,,,,0,,0,,0
105733299,154.88166189124794,28.763322205600154,1.6466397809413569,42.995497857795485,4.119365707039805e+18,269.328359399223,-19.1476144124731,1.37586,13.1415,14.907,0.064,14.141,0.126,12.174,0.024,11.853,0.032,11.729,0.026,13.7729,0.000297,14.3014,0.002733,13.0818,0.00122,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,6131.0,1.54481,1.16,[6],1,,,,,,,,,0,,0,,0
47370419,234.4228815319917,2.521960382534463,27.417594952424647,56.77842600170668,4.256702401572665e+18,280.182603431146,-4.74974387790856,0.383065,14.8011,17.301,0.04,16.169,0.126,13.626,0.037,13.231,0.045,13.051,0.038,15.637,0.001068,16.3994,0.002734,14.7674,0.002918,,,,,,,,,UBC_107,234.4228815319917,Cantat-Gaudin2020,6620.0,3.26416,1.39,[0],1,,,,,,,,,0,,0,,0
388918172,8.52096120908544,1.1673733400717805,1.595138773981517,4.000463686335186,3.016950058534711e+18,83.93408333333332,-6.471222222,2.35268,16.2355,,,,,14.124,0.029,13.611,0.037,13.151,0.03,17.7788,0.004604,19.7833,0.06636,16.3624,0.007987,12.804,0.025,12.178,0.024,11.009,0.303,8.739,,OSFC,10.0,roquette25,2996.0,0.607664,0.594297,[2],1,,,,,,,,,0,,0,,0
50619423,6.807782965273898,3.7576655220876702,2.6880754877876423,5.646767984910425,3.220248594574576e+18,82.22505951,-1.287343979,2.82485,12.9082,15.616,0.08,14.302,0.114,11.696,0.024,11.022,0.024,10.876,0.024,13.7501,0.00226,14.5755,0.011431,12.8608,0.004624,10.747,0.023,10.729,0.021,10.656,0.097,9.083,,OSFC,10.0,roquette25,4303.0,1.38411,0.673,[3],1,,,,,,,,,0,,0,,0
432953731,794.3282347242822,4.170390572304202,9.392878884407322,30.305692419634266,4.103071941148619e+18,278.004333226356,-16.0611864466806,0.636276,13.5056,14.975,0.021,14.222,0.195,12.661,0.026,12.373,0.029,12.259,0.027,14.048,0.00033,14.4812,0.002465,13.4388,0.001836,12.187,0.038,12.443,0.043,10.743,0.231,8.256,0.283,Theia5903,794.3282347242822,Kounkel2020,5981.0,2.4551,1.1,[1],1,,,,,,,,,0,,0,,0
36298686,117.48975549395304,2.029424989566349,5.191672779787403,41.80455317672264,3.101956570954528e+18,102.166279913037,-5.25166636364195,0.777695,14.8169,16.27,0.078,15.566,0.069,14.021,0.023,13.682,0.033,13.506,0.038,15.3452,0.000658,15.7683,0.00279,14.7539,0.001983,13.593,0.026,13.615,0.037,12.652,,8.997,,Theia2609,117.48975549395304,Kounkel2020,5776.0,1.09967,1.04,[13],1,,,,,,,,,0,,0,,0
279788896,144.5439770745928,5.4680909971847855,21.23585997440365,4.082486946801093,3.10055843884031e+18,100.41298173084,-5.79757243472007,0.838003,12.2171,13.303,0.056,12.684,0.08,11.552,0.023,11.406,0.023,11.317,0.024,12.6131,0.000235,12.9179,0.001258,12.1559,0.001513,11.269,0.023,11.276,0.021,11.213,0.168,8.968,,Theia2851,144.5439770745928,Kounkel2020,6783.0,2.69994,1.46,"[4, 13]",2,,,,,,,,,0,,0,,0
178639025,93.32543007969906,2.129923283120106,5.2765329404436585,45.67896609679203,3.0478599417333914e+18,108.728571902703,-10.2112360323611,0.823545,13.5654,14.409,0.104,14.095,0.137,13.08,0.034,12.864,0.031,12.777,0.03,13.9108,0.000302,14.1651,0.001646,13.5047,0.001423,12.681,0.023,12.733,0.027,12.437,0.417,9.051,,Theia2363,93.32543007969906,Kounkel2020,6728.0,1.36743,1.43,[5],1,,,,,,,,,0,,0,,0
374621775,239.88329190194943,2.5575365095805807,8.062322170811333,53.10354811143128,2.0187341349317944e+18,293.810597545902,23.0826687751952,2.32958,16.5228,,,18.9709,0.0535,14.951,0.048,14.265,0.048,13.984,0.059,17.7744,0.001306,19.1739,0.029943,16.5847,0.004998,,,,,,,,,Theia821,239.88329190194943,Kounkel2020,3385.0,0.470137,0.467781,[15],1,,,,,,,,,0,,0,,0
222811392,154.88166189124794,2.426942226293565,8.89731898707598,69.02146033951568,4.119614192310552e+18,268.360007806135,-18.7635108074858,1.0825,16.1869,18.474,0.25,17.5573,0.0478,14.821,0.224,14.196,0.204,13.939,0.142,17.0407,0.001185,17.7964,0.019486,16.1187,0.011897,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,4963.0,0.744884,0.82,[6],1,,,,,,,,,0,,0,,0
202189786,141.25375446227554,1.2461815353517998,2.037281372627556,5.337452444752749,3.1340887288230303e+18,101.823559682227,7.9298143048287,0.692713,15.6427,17.285,0.079,16.347,0.32,14.759,0.047,14.315,0.05,14.173,0.066,16.266,0.001256,16.7854,0.012311,15.5784,0.004921,14.102,0.028,14.32,0.048,12.384,,8.976,,Theia2812,141.25375446227554,Kounkel2020,5394.0,0.999023,0.94,[11],1,5.337452444752749,1.2461815353517998,0.00013021104630059588,0.041737912953242015,0.044467042771504386,37.23902106634765,8.43098846608732,0.9249459762309833,0,0.07581445076051302,0,,0
264739861,5.0,1.6422205013033395,6.153904061777941,19.95397954500558,3.223852553172364e+18,82.3708281676191,2.68687677857579,4.0629,11.5153,13.014,0.035,12.209,0.08,10.785,0.024,10.43,0.024,10.33,0.023,12.0306,0.000552,12.4539,0.002536,11.4639,0.001347,10.269,0.024,10.279,0.021,10.144,0.055,9.048,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,5472.96,1.04026,0.96,"[3, 10]",2,,,,,,,,,0,,0,,0
264742127,14.07050343341433,3.3244861076537453,4.552051624292278,14.262932878880433,3.221149365179905e+18,82.52525,0.5575,2.16312,16.7544,,,,,14.735,0.046,14.269,0.046,13.877,0.058,18.2544,0.006435,20.2462,0.200521,16.877,0.017144,13.606,0.026,13.194,0.03,11.729,0.281,8.441,0.286,OSFC,10.0,roquette25,3017.0,0.516083,0.513724,[3],1,,,,,,,,,0,,0,,0
151555411,117.48975549395304,3.047971917957024,1.697005202609351,84.03569762837154,4.203525483767504e+18,282.777378166594,-8.71797491980758,0.322637,14.9911,17.063,0.128,15.834,0.161,14.079,0.066,13.638,0.08,13.405,0.082,15.4942,0.000553,15.8746,0.002636,14.9066,0.001801,,,,,,,,,Theia2611,117.48975549395304,Kounkel2020,6413.0,2.18978,1.29,[8],1,,,,,,,,,0,,0,,0
282708931,25.0,3.256295299619604,53.51822665487169,57.84957010991613,3.101225704958092e+18,103.599486185944,-5.56160856695051,3.41617,15.3165,20.172,0.162,,,13.532,0.024,12.941,0.029,12.705,0.027,16.7062,0.001326,18.5012,0.015937,15.4176,0.003149,12.542,0.022,12.376,0.023,11.434,0.187,8.36,,LP 2439,25.0,Pang2022,3144.0,0.542575,0.538528,[13],1,,,,,,,,,0,,0,,0
197393932,102.32929922807536,43.6888838296854,2.357580486858675,72.95529445476815,4.252767631799388e+18,280.127611399182,-6.99456866543526,0.38445,15.9523,18.843,0.146,17.039,0.15,14.752,0.109,12.615,,11.893,,16.7265,0.001015,17.3835,0.016574,15.8809,0.011091,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5751.0,1.84551,1.03,[8],1,,,,,,,,,0,,0,,0
203859583,524.8074602497734,1.267695186005212,2.174346837222038,6.429421983034903,4.253528803091099e+18,281.088614017716,-5.70399004217805,0.422156,15.2284,,,16.166,0.104,14.133,0.079,13.772,0.126,13.632,0.11,15.8721,0.0009860001,16.3608,0.009455,15.1173,0.005665,,,,,,,,,Theia5056,524.8074602497734,Kounkel2020,6041.0,1.90861,1.12,[0],1,,,,,,,,,0,,0,,0
178169379,34.673685045253166,3.4101482634139217,28.027281283622244,13.74941077506256,3.047836478334018e+18,108.09107163848,-10.4358688928046,2.44592,12.4632,13.767,0.053,13.066,0.08,11.84,0.024,11.509,0.025,11.457,0.023,12.9148,0.000399,13.2694,0.00185,12.4074,0.00125,11.388,0.023,11.427,0.022,11.609,0.214,8.793,,Theia118,34.673685045253166,Kounkel2020,5828.0,0.943008,1.05,[5],1,,,,,,,,,0,,0,,0
124195662,61.65950018614822,1.8894534001616452,11.344470250002006,73.3377428993391,3.100732848875017e+18,103.975818903657,-7.07427992131022,0.44528,16.0524,17.078,0.119,16.9077,0.046,15.174,0.048,14.943,0.111,14.589,0.105,16.6511,0.000724,17.1439,0.006755,15.9888,0.00333,14.574,0.031,14.779,0.067,12.326,0.391,9.085,,Theia2098,61.65950018614822,Kounkel2020,6166.0,1.16102,1.17,[13],1,,,,,,,,,0,,0,,0
138856450,7.641088564519169,4.002806979497199,0.7474333504850074,35.99196600122746,3.223896464918477e+18,82.73310724,2.679088043,3.0192,15.5995,19.964,0.163,,,13.793,0.03,13.164,0.032,12.956,0.036,16.9659,0.001504,18.7381,0.024716,15.6972,0.00372,12.791,0.024,12.587,0.025,12.421,0.442,8.93,,OSFC,10.0,roquette25,3164.0,0.545586,0.541267,"[3, 10]",2,,,,,,,,,0,,0,,0
72883169,13.472794167792712,2.6165876235322845,1.224653722098452,31.41791764985544,3.0231039263320105e+18,86.08516666666668,-5.336666667,2.21567,16.3199,20.23,0.163,,,14.606,0.033,14.0,0.025,13.712,0.057,17.6426,0.00193,19.1981,0.039014,16.3983,0.010107,13.622,0.027,13.46,0.031,12.442,,9.073,,OSFC,10.0,roquette25,3279.0,0.530611,0.527481,[2],1,,,,,,,,,0,,0,,0
427454604,4.897788193684466,1.6718009679821468,6.638984972978888,7.958235214407833,3.017200545324684e+18,84.0275396151478,-5.69842589832832,,15.2329,13.377,0.121,17.5354,0.0639,13.457,0.092,12.904,0.088,12.614,0.03,16.659,0.004384,17.4727,0.054614,15.2657,0.017432,,,,,,,,,Orion A,2.0,McBride+2019,3610.0,0.694625,0.659664,[2],1,,,,,,,,,0,,0,,0
433023518,75.0,3.5700724325884248,15.94435132225994,12.306712536791483,4.104111392012449e+18,278.159249160608,-14.3100111245662,3.53814,15.1675,20.173,0.164,17.326,0.0482,13.59,0.036,12.859,0.032,12.692,0.03,16.3581,0.001193,17.5321,0.017167,15.2094,0.005779,12.539,0.057,12.915,0.052,10.012,0.072,7.367,0.158,LP 2441,75.0,Pang2022,3535.0,0.531898,0.528682,"[1, 14]",2,,,,,,,,,0,,0,,0
151455364,309.0295432513592,2.7538860326108896,5.150180172547299,68.77017450097148,4.252517355468536e+18,282.735419574852,-6.19589640534985,0.552007,14.9624,16.587,0.133,15.888,0.149,14.05,0.074,13.707,0.057,13.586,0.055,15.549,0.000851,15.9739,0.002712,14.8425,0.002626,,,,,,,,,NGC_6705,309.0295432513592,Cantat-Gaudin2020,5578.0,1.60352,0.98,[8],1,,,,,,,,,0,,0,,0
53588588,144.5439770745928,1.1423067458506913,1.4725355765963508,3.4757022215637945,3.100571976577193e+18,100.362258497148,-5.71059536193935,0.751882,14.1469,15.445,0.085,14.977,0.32,13.284,0.039,13.009,0.044,12.917,0.039,14.6908,0.000596,15.1285,0.000496,14.083,0.000856,12.655,0.026,12.684,0.029,12.554,0.533,8.965,,Theia2851,144.5439770745928,Kounkel2020,6011.0,1.55795,1.11,"[4, 13]",2,,,,,,,,,0,,0,,0
1764994769,309.0295432513592,2.46091495636334,7.903564588604802,1.9648098695292893,4.252504367509392e+18,282.844056804771,-6.23843536236252,0.537073,13.6555,,,14.2687,0.0459,,,,,,,14.1112,0.000558,14.4367,0.005604,13.5575,0.004184,,,,,,,,,NGC_6705,309.0295432513592,Cantat-Gaudin2020,6720.0,2.3317,1.43,[8],1,,,,,,,,,0,,0,,0
117854352,56.23413251903491,1.1096183033283298,1.3244677016465818,5.773613675373687,4.090757853237801e+18,273.476707248726,-22.0318838524921,0.311075,15.4196,,,16.4,1.133,14.363,0.047,13.944,0.05,13.79,0.066,16.1467,0.000707,16.7348,0.009778,15.3248,0.00483,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,6171.0,2.58159,1.18,[6],1,,,,,,,,,0,,0,,0
433329564,41.68693834703355,3.382097579801487,12.975823052687268,28.820736222553737,4.104944856140464e+18,278.615625926613,-12.6804540948264,0.345604,15.1259,17.214,0.123,16.396,0.15,13.928,0.061,13.559,0.05,12.749,,15.9171,0.000843,16.6031,0.007198,15.067,0.005413,,,,,,,,,Theia1923,41.68693834703355,Kounkel2020,5814.0,3.01391,1.05,"[1, 14]",2,,,,,,,,,0,,0,,0
37320574,331.1311214825908,2.608114184375278,11.791535418777087,2.7620413255815697,3.105229817068566e+18,98.4291819994643,-2.52258933644447,0.729667,14.047,15.734,0.017,14.925,0.217,13.148,0.023,12.819,0.022,12.704,0.026,14.6352,0.000425,15.1188,0.004116,13.9853,0.001638,12.612,0.023,12.585,0.026,11.864,0.432,8.271,,Theia4142,331.1311214825908,Kounkel2020,6058.0,1.78121,1.13,[4],1,,,,,,,,,0,,0,,0
220155118,758.5775750291851,1.4370677453116854,3.55112251409452,13.319983014888964,3.326787148140684e+18,99.0851115522279,9.51706455307282,0.296921,15.8166,18.534,0.074,17.0914,0.047,14.5,0.047,14.134,0.063,13.864,0.062,16.63,0.001032,17.2914,0.009864,15.7103,0.015516,13.596,0.044,13.569,0.053,9.522,0.136,8.837,,Theia5805,758.5775750291851,Kounkel2020,5637.0,2.54707,1.0,[11],1,,,,,,,,,0,,0,,0
360036312,7.585775750291836,2.791163696659912,24.17968032834364,32.27780588310653,2.0179124561435653e+18,291.671043235688,20.3386792181913,2.16774,17.1768,,,,,15.065,0.05,14.399,0.05,13.953,0.06,18.6802,0.001728,20.5289,0.070683,17.2891,0.009079,13.544,0.046,13.876,0.043,11.661,,8.753,,Theia38,7.585775750291836,Kounkel2020,3072.0,0.501696,0.49973,[7],1,,,,,,,,,0,,0,,0
115376913,97.72372209558112,3.693476852990352,10.697659544603802,99.83998328781412,4.093802641450272e+18,272.867609453578,-21.5082458218479,0.345508,15.2254,17.056,0.071,16.646,0.618,14.116,0.06,13.696,0.102,13.518,0.072,15.9825,0.000829,16.6324,0.006716,15.1603,0.003418,,,,,,,,,Theia2428,97.72372209558112,Kounkel2020,6403.0,2.65076,1.29,[6],1,,,,,,,,,0,,0,,0
220136730,758.5775750291851,1.919240653863877,12.173216667177734,2.2209745026674605,3.326779000584482e+18,98.9697662875113,9.41721525439332,0.339279,15.9437,18.247,0.079,17.1863,0.0462,14.76,0.05,14.327,0.036,14.131,0.071,16.7418,0.000997,17.4477,0.010324,15.8975,0.003439,14.088,0.031,14.374,0.071,11.68,0.39,8.814,,Theia5805,758.5775750291851,Kounkel2020,5727.0,2.09877,1.02,[11],1,,,,,,,,,0,,0,,0
177411863,112.20184543019651,2.3652282389167683,1.5298503087478037,30.488063923738032,3.0465761287674583e+18,106.806253491256,-10.3396435526294,0.839222,15.3923,17.141,-0.085,16.146,0.138,14.548,0.056,14.123,0.074,13.973,0.08,15.9877,0.001494,16.4808,0.004752,15.3283,0.002324,14.148,0.066,14.25,0.081,12.17,,8.4,,Theia2557,112.20184543019651,Kounkel2020,5347.0,0.90075,0.92,[5],1,,,,,,,,,0,,0,,0
427377487,5.825009425931437,3.6689934994552935,0.9482008112697206,88.92465118691375,3.2176503455201075e+18,83.75146953,-0.987957615,2.3673,15.6704,,,,,13.7,0.024,13.057,0.032,12.769,0.021,17.1829,0.001871,19.2587,0.052952,15.8005,0.004988,12.62,0.024,12.375,0.025,12.602,0.426,9.153,,OSFC,10.0,roquette25,2981.0,0.676731,0.646809,[3],1,,,,,,,,,0,,0,,0
185502435,95.49925860214368,5.066061633720579,1.0154726395582825,74.53367379557687,4.094095528172373e+18,272.471428182112,-20.8552835222025,2.21447,13.5927,15.898,0.076,14.632,0.08,12.473,0.022,11.931,0.027,11.796,0.026,14.3243,0.00041,14.99,0.002345,13.5503,0.001866,,,,,,,,,Theia184,95.49925860214368,Kounkel2020,4869.0,1.0218,0.794,[6],1,,,,,,,,,0,,0,,0
9638041,1318.2567385564048,2.347083318752885,1.6448330058085594,58.31065350262279,4.5163964008624425e+18,287.445773449495,19.8664750677244,0.649574,15.3934,18.004,0.045,16.742,0.15,14.167,0.028,13.661,0.031,13.39,,16.2555,0.00072,17.0584,0.004082,15.3695,0.002576,13.186,0.029,13.146,0.038,12.299,,9.195,,Theia6898,1318.2567385564048,Kounkel2020,5094.0,1.73816,0.85,[7],1,,,,,,,,,0,,0,,0
184927273,87.09635899560814,2.5738032258381685,6.02262259871748,28.1038903804888,4.095109823333891e+18,271.807734938367,-19.7111984755943,0.852197,14.1002,15.997,0.038,15.075,0.092,13.088,0.029,12.724,0.038,12.522,0.038,14.7588,0.00049,15.3228,0.004803,14.0481,0.001938,,,,,,,,,Theia2327,87.09635899560814,Kounkel2020,6246.0,1.64632,1.21,[6],1,,,,,,,,,0,,0,,0
119237938,144.5439770745928,20.9003570550766,1.68620031689624,30.20973513406712,3.1005266904422605e+18,100.411591394288,-6.06046401528229,0.970274,16.3015,18.545,0.055,17.508,0.0465,15.073,0.041,14.587,0.067,14.364,0.07,17.0735,0.001475,17.7714,0.011849,16.2397,0.007479,14.247,0.029,14.254,0.051,12.536,,8.688,,Theia2851,144.5439770745928,Kounkel2020,4683.0,0.724138,0.75,"[4, 13]",2,,,,,,,,,0,,0,,0
156503445,371.5352290971728,2.08508556003824,17.8297634087774,14.714043993942711,3.334930165613721e+18,87.1979130323304,7.47281811788674,0.424441,15.6178,17.824,-0.202,16.46,0.435,14.645,0.039,14.193,0.037,14.231,0.055,16.2775,0.000757,16.8315,0.006276,15.5562,0.002357,14.012,0.03,14.083,0.045,12.089,,8.91,,Theia4366,371.5352290971728,Kounkel2020,6029.0,1.57911,1.12,[12],1,,,,,,,,,0,,0,,0
264458859,14.391313711260382,3.4385001197517697,1.0247219443167257,24.68115509960152,3.2361609630738775e+18,81.15351981,3.49933247,2.36005,16.2456,20.669,0.165,,,14.371,0.038,13.835,0.041,13.546,0.041,17.6085,0.004551,19.3184,0.040177,16.3382,0.012936,13.398,0.025,13.227,0.031,12.238,0.392,8.706,,OSFC,10.0,roquette25,3192.0,0.536434,0.532889,[10],1,,,,,,,,,0,,0,,0
432350153,74.13102413009177,3.175530270046797,2.817051238875403,52.62781311154757,4.1039218936382776e+18,277.180405418019,-15.3138783917198,0.398945,15.4681,,,16.7108,0.0462,14.284,0.041,13.774,0.054,13.731,0.048,16.2652,0.001065,16.9591,0.009284,15.4068,0.004236,,,,,,,,,Theia2212,74.13102413009177,Kounkel2020,5372.0,2.37324,0.93,[1],1,,,,,,,,,0,,0,,0
401661533,100.0,1.1303546790749264,1.4168880380949054,7.673660048344579,4.320973258616267e+18,289.502502658085,15.7532766674113,0.67509,16.0974,19.151,0.082,17.4288,0.0462,15.006,0.059,14.35,0.063,14.207,0.078,16.9364,0.001353,17.6893,0.008777,16.0533,0.003994,,,,,,,,,Theia2445,100.0,Kounkel2020,5349.0,1.14878,0.92,[9],1,,,,,,,,,0,,0,,0
138940883,7.274239590377474,2.0340063997829945,15.882592802382398,21.194337277975805,3.2239886821612426e+18,83.20654,3.19911,2.67041,10.9072,12.233,0.049,11.453,0.046,10.261,0.02,9.983,0.021,9.906,0.023,11.3726,0.000649,11.7495,0.001456,10.86,0.000488,9.858,0.023,9.922,0.02,9.855,0.061,8.931,,OSFC,10.0,roquette25,5672.28,1.92065,1.008,[10],1,,,,,,,,,0,,0,,0
119028115,11.748975549395302,3.1901602999778333,24.02662168644452,14.896778984998408,3.098847152068828e+18,99.964590358077,-8.47300820709031,0.833237,15.8577,17.645,0.049,16.9135,0.046,14.768,0.034,14.311,0.05,14.114,0.056,16.5608,0.001028,17.1658,0.005739,15.7946,0.004803,14.084,0.027,14.093,0.046,12.69,0.52,8.732,,Theia90,11.748975549395302,Kounkel2020,5156.0,0.876621,0.87,[13],1,,,,,,,,,0,,0,,0
50792568,10.041277237255196,5.690988883741878,1.94584484734776,5.219071958018083,3.209590409893997e+18,83.28333333333336,-4.975138889,2.42703,16.1401,,,,,13.961,0.023,13.442,0.023,13.172,0.035,17.7289,0.002112,19.8191,0.049014,16.2766,0.008846,12.931,0.025,12.64,0.027,12.084,,8.515,,OSFC,10.0,roquette25,2950.0,0.591128,0.580789,[2],1,,,,,,,,,0,,0,,0
390712169,512.8613839913659,5.003800257118088,4.440211081653104,19.256267646262952,1.8282720621686008e+18,296.961423361693,23.3450592725057,0.650746,15.2267,18.02,0.068,16.173,1.133,14.079,0.036,13.657,0.042,13.505,0.043,16.0258,0.000472,16.7316,0.003867,15.1788,0.0022,,,,,,,,,Theia4974,512.8613839913659,Kounkel2020,5628.0,1.61671,1.0,[15],1,,,,,,,,,0,,0,,0
1852410610,7.585775750291836,1.9250859324203904,12.341909475679518,4.648711092716223,2.018955312905848e+18,291.351006221792,21.8642930003042,2.02989,15.5751,,,17.9699,0.053,,,,,,,16.7775,0.002758,18.1189,0.028125,15.5342,0.008193,,,,,,,,,Theia38,7.585775750291836,Kounkel2020,3799.0,0.962949,0.58,[7],1,,,,,,,,,0,,0,,0
119845960,102.32929922807536,4.673022064818471,0.9280218656204882,26.67635777359058,2.9543462072146263e+18,101.185766710257,-9.92158039730522,0.488708,16.1702,17.539,0.062,17.0239,0.046,15.28,0.05,14.958,0.069,14.681,0.089,16.7679,0.000858,17.262,0.006976,16.1083,0.003265,14.779,0.035,14.818,0.069,12.71,,8.743,,Theia2481,102.32929922807536,Kounkel2020,5576.0,1.0516,0.98,[13],1,,,,,,,,,0,,0,,0
282709197,25.0,2.476824875139705,41.23598715537367,3.738103526497078,3.101239311414441e+18,103.596625519515,-5.44005638918795,3.63037,15.0227,19.032,0.168,17.5944,0.0473,13.384,0.024,12.742,0.023,12.525,0.021,16.2998,0.001997,17.7894,0.011252,15.0938,0.004029,12.413,0.023,12.271,0.026,12.352,0.428,9.125,,LP 2439,25.0,Pang2022,3331.0,0.550951,0.546109,[13],1,,,,,,,,,0,,0,,0
