tic,age,prad,pmass,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
426771226,416.8693834703346,1.2767421468447535,2.234251304336332,49.19399070596452,4.100389441947749e+18,281.338544221389,-15.5681922670897,0.397216,15.8885,,,16.9923,0.0465,14.852,0.046,14.429,0.056,14.243,0.086,16.6168,0.001114,17.2462,0.014828,15.8284,0.005305,,,,,,,,,Theia4595,416.8693834703346,Kounkel2020,5279.0,1.84034,0.91,[1],1,,,,,,,,,0,,0,,0
220205025,4265.795188015934,1.3882370571571867,3.0944371770885715,21.40307197351509,3.32679391700859e+18,99.3443835724137,9.4636124394445,0.101293,16.4144,18.264,0.091,17.5076,0.0472,15.274,0.065,14.862,0.059,14.696,0.131,17.139,0.001132,17.7484,0.011306,16.3444,0.019792,14.494,0.062,14.82,0.132,11.697,,8.424,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5990.0,2.47082,1.1,[11],1,,,,,,,,,0,,0,,0
19235908,21.87761623949552,1.4966067009157284,4.184438327631601,72.09588143972576,4.2776336025651896e+18,273.562504200871,2.3804907017229,1.84737,14.5691,,,15.99,0.252,13.195,0.044,12.478,0.052,12.335,0.041,15.4697,0.002768,16.3426,0.013855,14.5267,0.006857,,,,,,,,,Theia73,21.87761623949552,Kounkel2020,4413.0,1.04905,0.69,[16],1,,,,,,,,,0,,0,,0
264525249,1348.962882591656,2.3087726228587555,7.606437183797337,44.48077047680229,4.277593401681044e+18,273.402438799462,1.99850649196945,0.48933,15.5414,17.576,0.071,16.418,0.069,14.517,0.035,14.177,0.046,13.944,0.052,16.2699,0.000869,16.9122,0.003454,15.4969,0.002224,13.768,0.027,13.865,0.04,12.373,,8.692,,Theia6972,1348.962882591656,Kounkel2020,5413.0,1.70262,0.94,[16],1,,,,,,,,,0,,0,,0
125497804,6.165950018614822,1.0474875393897505,1.0767643489739904,14.522528371551983,3.046022352864635e+18,105.700109214325,-11.5665065562294,0.75261,15.5681,18.511,0.18,17.1342,0.0464,13.945,0.024,13.333,0.025,13.095,0.033,16.5139,0.001318,17.3914,0.00958,15.5457,0.005281,12.924,0.036,12.88,0.05,10.277,,8.174,,Theia1654,6.165950018614822,Kounkel2020,6340.0,1.43346,1.26,"[5, 20]",2,,,,,,,,,0,,0,,0
280522828,229.086765276777,2.367097946184665,7.132514030155178,16.894031658724785,3.100619496095843e+18,101.108853740867,-5.55644078157136,0.692821,13.8477,14.349,0.037,14.253,0.138,13.25,0.052,13.075,0.058,12.997,0.055,14.2244,0.00131,14.4998,0.004106,13.7799,0.004738,12.463,0.024,12.472,0.024,12.715,0.532,8.668,,Theia3522,229.086765276777,Kounkel2020,6594.0,1.48773,1.38,[13],1,,,,,,,,,0,,0,,0
264621026,10.0,1.2723587865176844,2.205056240861274,9.455643536455202,3.2221570675866143e+18,80.896234,1.418945,2.55431,17.2369,,,,,15.144,0.056,14.555,0.072,14.245,0.08,18.7536,0.003684,21.0802,0.176357,17.3846,0.011727,14.123,0.029,13.896,0.038,12.402,,9.054,,OSFC,10.0,roquette25,2901.0,0.405616,0.397807,[3],1,,,,,,,,,0,,0,,0
269117975,10.0,2.739890090392491,16.003556969364343,21.46159661526579,3.2221647341041633e+18,80.92559686,1.528668002,2.9138,15.916,20.471,0.164,,,14.085,0.034,13.461,0.027,13.271,0.041,17.3258,0.001584,19.107,0.045393,16.0173,0.005347,13.109,0.025,12.94,0.026,12.428,0.504,8.993,,OSFC,10.0,roquette25,3141.0,0.505951,0.503906,[3],1,,,,,,,,,0,,0,,0
123954598,288.4031503126612,2.3427327400786746,8.088104748565065,54.23969611628016,3.0509191309803336e+18,103.662241813028,-8.6904657600005,1.71656,16.6019,20.05,0.184,18.6091,0.0492,15.184,0.056,14.666,0.086,14.514,0.104,17.7025,0.001695,18.8828,0.021875,16.6369,0.005543,14.14,0.028,14.111,0.044,12.711,,9.053,,Theia767,288.4031503126612,Kounkel2020,3584.0,0.489787,0.487871,[13],1,,,,,,,,,0,,0,,0
72829804,10.0,2.521326520598478,9.305152338445806,40.36862561883636,3.2161349092587054e+18,85.81202986,-3.470995068,2.69093,14.9323,19.469,0.162,,,13.164,0.026,12.504,0.027,12.204,0.026,16.27,0.001237,17.9503,0.018614,15.0045,0.002781,12.108,0.023,11.909,0.023,10.662,0.147,8.657,,OSFC,10.0,roquette25,3635.0,1.18285,0.52,[2],1,,,,,,,,,0,,0,,0
