tic,teff,tmag,mass,radius,sigma,GAIA,ra,dec,mstar,rstar,plx,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,age,e_age,assoc,ref
117529135,5089.43,11.6774,0.853,0.706129,0.0125708981126399,4.460688823913142e+17,48.9445900399431,52.5140505969504,0.853,0.706129,5.67785,13.888,0.141,12.921,0.057,10.692,0.02,10.137,0.017,9.958,0.016,12.3487,0.001976,12.9529,0.007421,11.6143,0.004932,9.884,0.023,9.873,0.021,9.833,0.047,8.463,,58.0,,Per OB3,Kerr+2023
117614745,6257.76,10.5266,1.217,1.02983,0.0013579248016798,4.367539530202601e+17,48.9953878632294,50.4051902807573,1.217,1.02983,4.63163,11.793,0.0567891,11.151,0.035,9.901,0.021,9.653,0.023,9.546,0.018,10.9799,0.00072,11.3431,0.001675,10.4773,0.000961,9.437,0.023,9.436,0.02,9.442,0.036,8.75,,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
117615682,4666.0,11.5877,0.743,0.706998,0.00248491056096,4.365339476157604e+17,49.0761195683896,49.8018411566595,0.743,0.706998,7.39314,13.568,0.014,12.616,0.057,10.729,0.02,10.171,0.017,10.051,0.022,12.2345,0.00189,12.8168,0.006364,11.5322,0.004989,9.936,0.024,9.966,0.02,9.895,0.054,8.697,0.351,58.0,,Per OB3,Kerr+2023
117621470,6405.38,9.83358,1.286,1.14562,0.0009303147734399,4.365362540179817e+17,49.2477171674673,49.9266046427002,1.286,1.14562,5.65531,10.897,0.099,10.336,0.007,9.281,0.02,9.068,0.019,8.994,0.016,10.2312,0.000451,10.5408,0.000811,9.785,0.000682,8.962,0.023,8.976,0.021,8.944,0.03,8.476,0.298,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
117652038,6682.0,8.70144,1.414,1.31843,0.000562378788,3.1711927150713964e+18,68.4238235890371,-17.4714569037173,1.414,1.31843,7.75799,9.518,0.035,9.075,0.002,8.299,0.024,8.132,0.036,8.085,0.042,9.00208,0.000218,9.23157,0.000933,8.66092,0.000943,8.027,0.024,8.049,0.02,8.044,0.019,8.121,0.259,90.0,,Crius_172,
117662672,6464.0,9.43312,1.314,1.27069,0.0013677691896,4.3645626454745856e+17,49.3347718627344,49.502069161467,1.314,1.27069,6.51261,10.422,0.073,9.955,0.005,8.907,0.021,8.665,0.024,8.608,0.018,9.81884,0.000533,10.1189,0.0017,9.38324,0.001895,8.555,0.023,8.58,0.021,8.545,0.024,8.582,0.359,58.0,,Per OB3,Kerr+2023
117663428,5580.52,11.1296,0.985,0.819891,0.0017819468712,4.356807652476016e+17,49.4254033019216,49.0296037406328,0.985,0.819891,5.56028,12.757,0.0,11.924,0.069,10.313,0.021,9.94,0.023,9.835,0.02,11.6785,0.000974,12.1333,0.002524,11.0714,0.00297,9.743,0.023,9.767,0.021,9.653,0.04,8.522,0.389,58.0,,Per OB3,Kerr+2023
117663664,5361.22,11.6961,0.928,0.780511,0.0027808255007998,4.3567299995086016e+17,49.3808242948843,48.8642106948121,0.928,0.780511,5.63315,13.633,0.006,12.789,0.092,10.745,0.02,10.287,0.019,10.154,0.016,12.3325,0.001031,12.8797,0.00378,11.6448,0.002677,10.104,0.023,10.12,0.021,9.996,0.058,8.609,,58.0,,Per OB3,Kerr+2023
117663709,6050.01,10.4451,1.126,0.958079,0.0015029582723999,4.3566097404244864e+17,49.4039189472703,48.835695709533,1.126,0.958079,5.4217,11.758,0.128841,11.063,0.06,9.678,0.02,9.366,0.018,9.261,0.014,10.9459,0.001366,11.3598,0.004391,10.397,0.002996,9.234,0.023,9.254,0.021,9.208,0.032,8.223,,58.0,,Per OB3,Kerr+2023
117689799,5863.0,11.6006,1.06,1.04535,0.0025191075009599,1.833519030401514e+18,300.734984097719,24.4351807410053,1.06,1.04535,3.30474,12.864,0.043,12.238,0.057,11.042,0.025,10.689,0.024,10.631,0.023,12.0567,0.001227,12.4179,0.004196,11.547,0.003306,10.343,0.021,10.359,0.02,9.963,0.043,8.51,0.295,99.0,,Theia_254,Kounkel+2019;Kounkel+2020
117739818,7290.0,8.8861,1.65,1.47608,0.00108692518104,2.893158625642207e+18,96.1488154441701,-31.8452175984396,1.65,1.47608,5.61497,9.462,0.036,9.192,0.003,8.591,0.024,8.51,0.069,8.418,0.029,9.10312,0.000687,9.27339,0.002685,8.85324,0.0035,8.396,0.023,8.423,0.02,8.385,0.021,8.127,0.194,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
117740570,5478.0,9.4788,0.96,0.873031,0.0007304656319999,2.8932782275936225e+18,96.2267056400774,-30.8544273871862,0.96,0.873031,11.2962,10.887,0.065,10.079,0.005,8.821,0.027,8.457,0.053,8.384,0.021,9.95768,0.000265,10.3524,0.000945,9.43337,0.000877,8.324,0.022,8.354,0.02,8.322,0.021,8.384,0.232,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
117751707,6761.83,9.28156,1.447,1.37833,0.00067323562488,4.364820687107852e+17,49.5072747652107,49.6441196899953,1.447,1.37833,5.59957,10.165,0.059,9.684,0.004,8.841,0.021,8.661,0.018,8.604,0.014,9.60171,0.000328,9.84578,0.000769,9.23759,0.000721,8.576,0.023,8.6,0.02,8.56,0.026,8.16,0.201,58.0,,Per OB3,Kerr+2023
117752135,6567.0,9.44242,1.363,1.27313,0.0009359827488002,4.3649385410078e+17,49.5219342291803,49.9060606292705,1.363,1.27313,5.88677,10.458,0.03,9.94,0.03,8.937,0.021,8.753,0.02,8.689,0.02,9.80333,0.000278,10.081,0.000677,9.39577,0.00086,8.647,0.023,8.658,0.019,8.637,0.025,7.911,0.184,58.0,,Per OB3,Kerr+2023
117771685,6273.65,9.41962,1.224,1.36029,0.0007223791802399,2.892371925071939e+18,96.6247523049071,-32.240490047863,1.224,1.36029,6.05218,10.258,0.055,9.815,0.004,8.926,0.02,8.733,0.069,8.715,0.027,9.74558,0.000383,9.99733,0.001286,9.37948,0.001265,8.649,0.023,8.663,0.02,8.63,0.024,8.452,0.294,19.0,,Vela,Kerr+2023
117804795,6497.11,9.71319,1.33,1.13319,0.0010549094903999,4.4255656121614605e+17,49.6820523886479,50.3862599727231,1.33,1.13319,5.70301,10.973,0.087,10.24,0.006,9.109,0.02,8.834,0.027,8.793,0.02,10.151,0.000502,10.4974,0.001174,9.66264,0.001345,8.738,0.024,8.743,0.02,8.72,0.026,8.296,,58.0,,Per OB3,Kerr+2023
117805849,5990.85,10.5171,1.103,0.946518,0.0013140011664,4.364770178298109e+17,49.7096338439813,49.7311535760432,1.103,0.946518,5.54598,11.715,0.171,11.083,0.012,9.867,0.021,9.562,0.021,9.488,0.016,10.9889,0.000613,11.3698,0.00152,10.4667,0.000964,9.449,0.023,9.481,0.02,9.41,0.035,8.615,,58.0,,Per OB3,Kerr+2023
117807990,4977.02,11.7158,0.822,0.625546,0.0025340603140801,4.355871993849921e+17,49.7102659134446,48.2675337503518,0.822,0.625546,6.6009,13.716,0.02,12.676,0.057,10.65,0.018,10.125,0.019,10.0,0.018,12.3866,0.001391,12.9934,0.005035,11.6539,0.003679,9.918,0.023,9.928,0.021,9.84,0.055,8.983,,58.0,,Per OB3,Kerr+2023
117819216,5783.0,10.0377,1.037,0.946338,0.0009506574864,2.8931931185202243e+18,96.826034809015,-31.2517396166015,1.037,0.946338,7.37997,11.388,0.098,10.75,0.007,9.488,0.024,9.152,0.022,9.119,0.021,10.475,0.00073,10.8248,0.002429,9.99086,0.001549,9.031,0.022,9.052,0.02,8.969,0.028,8.559,0.267,34.0,,Theia_95,Kounkel+2019;Kounkel+2020
117874959,3560.0,10.2428,0.620592,0.641336,0.00156963967056,5.000558443376466e+18,9.89916431997378,-38.2829317426673,0.620592,0.641336,24.8503,13.681,0.03,12.307,0.057,8.777,0.021,8.087,0.033,7.861,0.02,11.3616,0.00198,12.5673,0.007666,10.2845,0.003899,7.758,0.028,7.722,0.02,7.607,0.019,7.467,0.159,10.5,,Tuc-Hor,
117936767,5509.9,9.30431,0.967,1.52932,0.00072661148064,3.180738743743323e+18,71.3392496241191,-12.8883702592769,0.967,1.52932,7.3851,10.455,0.062,9.877,0.004,8.724,0.02,8.45,0.055,8.376,0.026,9.71886,0.000147,10.0461,0.000592,9.25735,0.000746,8.254,0.022,8.28,0.02,8.277,0.022,8.11,0.222,90.0,,Crius_172,
118037684,6564.0,9.03665,1.361,1.31856,0.00064047204,1.877918722975832e+18,340.380918683634,26.5963783560427,1.361,1.31856,6.81934,10.159,0.486,9.47,0.03,8.565,0.023,8.375,0.018,8.295,0.021,9.35402,0.000368,9.59375,0.00105,8.992,0.001751,8.276,0.024,8.288,0.02,8.292,0.021,8.401,0.28,190.0,,Crius_168,
118044030,4468.0,11.8269,0.7,0.770184,0.00284111959248,5.316188683663086e+18,128.000887971359,-55.6513224855236,0.7,0.770184,6.92054,14.134,0.033,13.006,0.114,10.774,0.023,10.16,0.022,10.059,0.019,12.5492,0.000935,13.2281,0.004423,11.7734,0.002574,9.964,0.022,10.02,0.02,9.876,0.039,8.735,,19.0,,Vela,Kerr+2023
118063931,8052.0,10.1619,1.951,1.64606,0.0013333924238399,5.701859012914441e+18,128.619080080961,-23.6561641512531,1.951,1.64606,2.45749,10.472,0.067,10.321,0.006,9.954,0.027,9.889,0.022,9.862,0.021,10.2852,0.000556,10.3879,0.000779,10.1287,0.001038,9.82,0.022,9.847,0.02,9.792,0.045,8.538,0.315,130.0,,Theia_396,Kounkel+2019;Kounkel+2020
118076526,6485.0,9.0993,1.32,1.21863,0.0006559268126401,5.315151363158904e+18,128.110412290169,-57.390068326574,1.32,1.21863,7.42912,10.083,0.047,9.602,0.003,8.649,0.026,8.444,0.046,8.363,0.031,9.44024,0.00025,9.70611,0.000856,9.05882,0.000992,8.334,0.023,8.366,0.021,8.362,0.02,8.341,0.194,17.0,,Sco-Cen,Kerr+2023
118301925,6217.14,6.5282,1.2,1.22845,0.0006303209759999,1.0777420276988685e+17,34.3553620881902,28.7450398768967,1.2,1.22845,25.1344,7.546,0.024,6.60392,0.023,6.05,0.026,5.84,0.033,5.787,0.027,6.88774,0.000415,7.17915,0.002313,6.49811,0.002463,5.312,0.161,4.866,0.047,5.427,0.013,5.252,0.03,24.0,,BPMG,
118301927,5940.86,7.1878,1.09,0.967439,0.0014756120135999,1.0777419847460237e+17,34.3530702092632,28.7417807290032,1.09,0.967439,25.1565,8.384,0.027,7.75616,0.023,6.57,0.021,6.355,0.026,6.262,0.017,7.61091,0.000802,7.95749,0.002904,7.15198,0.003157,6.017,0.106,6.075,0.044,6.141,0.025,5.498,0.035,24.0,,BPMG,
118537537,6285.0,9.6592,1.23,1.1528,0.0027045396863999,5.31806960445964e+18,129.101022366068,-54.0182494838902,1.23,1.1528,6.46925,10.703,0.072,10.128,0.005,9.177,0.023,8.91,0.025,8.81,0.021,10.0413,0.000876,10.345,0.002847,9.61873,0.003538,8.77,0.023,8.8,0.02,8.757,0.025,8.856,0.385,19.0,,Vela,Kerr+2023
118551123,7455.0,8.11013,1.71,1.57929,0.0004512670408801,3.410391572774351e+18,69.1151979948115,18.6657113603353,1.71,1.57929,7.28902,8.631,0.034,8.346,0.003,7.798,0.019,7.76,0.034,7.646,0.023,8.30596,0.000362,8.45631,0.000574,8.07322,0.00089,7.642,0.028,7.681,0.022,7.525,0.026,6.646,0.098,11.0,,Taurus,Kerr+2023
118597400,5843.29,10.0795,1.054,1.9083,0.00112088546928,1.4673450394726464e+17,69.4115830831346,23.3496961236564,1.054,1.9083,6.26283,12.623,0.067,11.396,0.046,8.898,0.018,8.446,0.026,8.275,0.027,10.9069,0.00037,11.6747,0.001187,10.0667,0.00094,8.14,0.023,8.149,0.019,8.158,0.026,7.852,0.264,11.0,,Taurus,Kerr+2023
118679163,3684.0,11.6346,0.542,1.1549,0.0026770183574398,1.4670873414343757e+17,69.7891775537853,23.4001731299677,0.542,1.1549,7.95957,15.057,0.064,13.809,0.103,10.083,0.022,9.349,0.022,9.117,0.018,12.6493,0.000894,13.8454,0.00357,11.5707,0.003162,9.048,0.021,9.015,0.021,8.858,0.032,8.353,0.392,4.0,3.0,Taurus-Aur,Krolikowski+2021
119190790,7507.0,7.66972,1.731,1.94212,0.0009672524575201,3.423130617572575e+18,89.2831370156051,20.9774423571257,1.731,1.94212,7.12309,8.157,0.028,7.91,0.03,7.339,0.023,7.244,0.021,7.227,0.021,7.85208,0.000672,8.00416,0.001624,7.64622,0.002404,7.163,0.037,7.206,0.019,7.224,0.017,7.262,0.128,49.0,,Theia_116,Kounkel+2019;Kounkel+2020
119519365,6500.0,10.0661,1.33,1.1712,0.00099840102624,5.580482691669342e+18,98.115064878022,-36.2094285549054,1.33,1.1712,4.94601,11.123,0.088,10.573,0.006,9.622,0.024,9.404,0.022,9.353,0.023,10.4078,0.000445,10.6702,0.001261,10.0212,0.001078,9.304,0.023,9.321,0.02,9.224,0.03,7.961,0.182,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
119546844,7890.0,9.41818,1.886,1.54228,0.0014367393014399,3.098799215934293e+18,100.767786187774,-8.50558147631125,1.886,1.54228,3.82463,9.872,0.058,9.56,0.004,9.173,0.023,9.085,0.022,9.044,0.019,9.56622,0.000909,9.69389,0.002058,9.39125,0.001617,9.048,0.023,9.071,0.02,8.947,0.031,7.987,0.229,30.0,,Theia 72,Kerr+2023
119849812,7785.0,10.4517,1.844,1.53062,0.00117793673424,3.0986149833189e+18,101.176429918541,-8.47571963007812,1.844,1.53062,2.51128,11.057,0.119,10.715,0.008,10.118,0.026,10.035,0.024,9.961,0.021,10.636,0.000343,10.7808,0.000953,10.4098,0.000923,9.945,0.023,9.956,0.021,9.92,0.052,8.936,,50.0,,Theia_118,Kounkel+2019;Kounkel+2020
120334451,3351.0,11.0992,0.592321,0.605213,0.00205562120976,6.649788119394186e+18,280.52898541947,-55.9071056953699,0.592321,0.605213,19.4722,15.122,0.17,13.726,0.092,9.488,0.024,8.825,0.025,8.584,0.02,12.3555,0.003551,13.8252,0.016334,11.1695,0.009288,8.493,0.022,8.333,0.02,8.25,0.023,7.811,0.159,17.0,,Sco-Cen,Kerr+2023
120347115,6690.0,9.57241,1.417,1.37869,0.0008726716691999,1.9088462670813704e+18,335.81765422377,39.0997617598902,1.417,1.37869,5.01855,10.411,0.068,10.073,0.005,9.13,0.02,8.948,0.019,8.887,0.016,9.88125,0.000227,10.1142,0.000543,9.5271,0.000632,8.848,0.023,8.865,0.019,8.855,0.027,8.929,0.401,151.0,,Theia_372,Kounkel+2019;Kounkel+2020
120361047,7469.0,10.158,1.716,1.63586,0.0011704884782399,2.0928824202633723e+18,284.90260261857,35.9998125940557,1.716,1.63586,2.73255,10.728,0.079,10.431,0.006,9.837,0.025,9.748,0.025,9.699,0.021,10.3564,0.000385,10.5063,0.00105,10.1177,0.000772,9.588,0.023,9.604,0.02,9.56,0.036,8.609,,29.0,,Cep-Her,Kerr+2023
120421392,5894.6,11.8595,1.07,0.988979,0.0023719902177602,2.10406809564748e+18,285.14170016795,41.7115612126642,1.07,0.988979,2.98627,13.056,0.03,12.424,0.034,11.221,0.02,10.932,0.022,10.815,0.017,12.303,0.000456,12.6495,0.001903,11.8036,0.001288,10.767,0.023,10.78,0.02,10.699,0.071,9.369,,29.0,,Cep-Her,Kerr+2023
120462356,6033.0,6.9827,1.12,1.01621,0.0003338499708,4.99585301464619e+18,1.46893719780673,-41.7530683382605,1.12,1.01621,25.7429,8.1,0.0,7.51,0.03,6.464,0.02,6.189,0.023,6.117,0.02,7.38331,0.000655,7.70462,0.00275,6.94374,0.001856,6.073,0.109,5.977,0.037,6.106,0.015,5.953,0.041,45.0,,THA,
120899051,6978.83,10.3682,1.531,1.5685,0.0012521720664,2.1038964687548948e+18,286.492749506034,41.4174422515605,1.531,1.5685,2.89291,11.083,0.096,10.467,0.007,9.979,0.021,9.874,0.019,9.823,0.017,10.6294,0.00041,10.8253,0.000959,10.3241,0.000774,9.8,0.022,9.813,0.02,9.752,0.044,8.532,0.262,29.0,,Cep-Her,Kerr+2023
121196226,5337.0,9.118,0.92,1.39334,0.0007956830649598,6.197282223497922e+18,224.844852136246,-40.2200292876243,0.92,1.39334,8.91296,10.477,0.083,9.712,0.006,8.324,0.021,7.955,0.046,7.814,0.027,9.63268,0.003978,10.0614,0.011532,9.06902,0.009405,7.811,0.026,7.835,0.02,7.774,0.02,7.548,0.16,15.7,0.5999999999999996,ScoCen,Rotzenbock+2023
121275246,8036.0,10.0479,1.94,1.55118,0.0014956928208002,2.0996483681425892e+18,287.432045735468,39.0460007876224,1.94,1.55118,2.82878,10.435,0.07,10.237,0.006,9.771,0.02,9.736,0.02,9.706,0.018,10.191,0.000378,10.3068,0.000874,10.009,0.000873,9.689,0.023,9.699,0.02,9.533,0.035,8.283,0.202,29.0,,Cep-Her,Kerr+2023
121507569,4041.0,11.4783,0.63,0.71148,0.0023012465932801,2.015881039716796e+17,74.9829845217382,41.1028556450061,0.63,0.71148,10.9461,14.026,0.016,12.587,0.08,10.208,0.023,9.58,0.021,9.403,0.019,12.2946,0.001641,13.1218,0.006185,11.4138,0.004196,9.324,0.023,9.351,0.021,9.277,0.034,8.441,,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
121507897,6296.0,9.52019,1.235,1.55338,0.0008491267684799,2.015867682382391e+17,75.0633852115493,41.046309146447,1.235,1.55338,5.02325,10.544,0.074,10.032,0.005,9.001,0.026,8.809,0.038,8.712,0.018,9.89058,0.000279,10.177,0.001,9.47387,0.000962,8.678,0.023,8.701,0.02,8.701,0.029,8.178,0.246,188.0,,Theia_433,Kounkel+2019;Kounkel+2020
121522751,5832.0,10.1794,1.051,0.90117,0.0011526464203198,1.987707128007442e+17,75.0285266715545,37.9381736393722,1.051,0.90117,7.22269,11.26,0.172,10.698,0.012,9.589,0.023,9.241,0.021,9.178,0.017,10.616,0.00021,10.962,0.001133,10.1297,0.000459,9.131,0.023,9.161,0.02,9.123,0.035,8.385,,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
121542626,7487.0,10.4535,1.723,1.66115,0.00158659558704,2.0507951423775972e+18,288.28991985071,36.6026129177931,1.723,1.66115,2.36,11.061,0.103,10.563,0.007,10.13,0.026,10.046,0.025,9.978,0.017,10.6559,0.000356,10.8107,0.00134,10.4136,0.001178,9.964,0.023,9.972,0.02,10.017,0.053,8.43,,189.0,,Theia_445,Kounkel+2019;Kounkel+2020
121711329,4364.0,10.6007,0.68,0.665539,0.0015233475311999,2.979189809876856e+18,73.1538035956512,-18.828271720534,0.68,0.665539,14.3422,12.863,0.31,11.582,0.038,9.603,0.026,9.023,0.023,8.845,0.023,11.3261,0.001349,12.024,0.002943,10.5491,0.002091,8.789,0.023,8.834,0.02,8.75,0.024,8.516,0.243,200.0,,Crius_231,
121745961,6334.38,9.92846,1.253,1.1201,0.0010161473039999,1.8668062037982387e+17,75.5523695652798,37.2411829882554,1.253,1.1201,5.52562,10.885,0.118,10.38,0.008,9.369,0.021,9.115,0.023,9.043,0.016,10.3306,0.000405,10.644,0.001004,9.8799,0.001387,8.982,0.023,8.997,0.019,8.927,0.033,8.804,0.516,188.0,,Theia_433,Kounkel+2019;Kounkel+2020
121746283,6317.0,11.1189,1.244,1.33864,0.0022045951900801,1.8668560254184307e+17,75.4916807419992,37.3807346466684,1.244,1.33864,3.04619,12.266,0.467,11.717,0.032,10.479,0.021,10.244,0.021,10.165,0.016,11.5525,0.000693,11.8933,0.001739,11.0644,0.000812,10.132,0.024,10.136,0.021,10.185,0.068,8.82,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121746326,6729.46,11.117,1.434,1.23238,0.0008109168408001,1.866864271755383e+17,75.5567836676052,37.3998981366569,1.434,1.23238,2.95479,,,11.7189,0.0459,10.456,0.022,10.22,0.026,10.134,0.018,11.567,0.001059,11.922,0.002466,11.061,0.000561,10.088,0.034,10.127,0.032,10.185,0.082,8.615,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121747405,6236.34,11.5681,1.207,1.44539,0.0024546740817599,1.8684932239759386e+17,75.4984904234544,37.9007057485633,1.207,1.44539,2.68244,13.03,0.273,12.276,0.057,10.859,0.02,10.565,0.023,10.47,0.02,12.069,0.000199,12.4746,0.001032,11.5106,0.000999,10.434,0.023,10.455,0.021,10.495,0.095,8.89,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121747781,6130.0,9.54913,1.159,1.2432,0.00083567995056,1.868574312958299e+17,75.5629344666189,38.0773936721127,1.159,1.2432,6.39463,10.731,0.089,10.093,0.006,9.027,0.019,8.785,0.024,8.715,0.016,9.93622,0.000259,10.2389,0.000825,9.50405,0.00081,8.673,0.023,8.718,0.021,8.729,0.028,8.588,,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
121823589,6361.53,11.4163,1.266,1.47075,0.00226078775856,1.8684306892520896e+17,75.7019121675746,37.9233299543952,1.266,1.47075,3.04045,12.454,0.43,11.971,0.03,10.733,0.023,10.464,0.023,10.395,0.019,11.8576,0.000432,12.2108,0.001562,11.3497,0.001079,10.361,0.023,10.349,0.021,10.306,0.09,9.066,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121824214,6728.0,11.1383,1.433,1.39402,0.0020278783728,1.868298747857021e+17,75.6163045864101,37.645840376683,1.433,1.39402,3.02545,12.22,0.356,11.483,0.025,10.46,0.02,10.156,0.021,10.091,0.018,11.6074,0.000366,11.9838,0.001073,11.0779,0.000977,10.038,0.022,10.031,0.019,10.039,0.061,8.524,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121825049,6918.34,10.5563,1.509,1.44336,0.0014226994252799,1.866701063001792e+17,75.7098856732977,37.2973622019222,1.509,1.44336,3.08791,11.562,0.257,11.429,0.022,9.976,0.022,9.809,0.024,9.717,0.018,10.9437,0.000435,11.2448,0.000868,10.5038,0.001194,9.676,0.023,9.675,0.02,9.647,0.053,8.236,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
121885237,4828.0,9.5961,0.78,1.1885,0.003234334302,5.304243653755964e+18,132.533765616101,-57.7664565762772,0.78,1.1885,10.1339,11.07,0.078,10.211,0.006,8.609,0.032,8.132,0.044,7.96,0.024,10.1996,0.001228,10.7337,0.00385,9.54592,0.003429,7.922,0.024,7.924,0.02,7.817,0.019,6.91,0.069,45.0,,Theia_115,Kounkel+2019;Kounkel+2020
121993940,7814.0,10.1378,1.855,1.73357,0.0013962322224002,2.0509318254179768e+18,289.358704570319,36.7290114124135,1.855,1.73357,2.44007,10.564,0.073,10.258,0.005,9.852,0.021,9.796,0.018,9.786,0.018,10.2892,0.000423,10.4097,0.001189,10.1031,0.001333,9.744,0.022,9.761,0.02,9.643,0.04,8.524,,29.0,,Cep-Her,Kerr+2023
122038057,5571.0,11.8068,0.983,1.12649,0.0027170948836799,1.8646250476057805e+17,75.9231617996187,36.8024983438012,0.983,1.12649,3.06292,13.308,0.046,12.522,0.08,11.064,0.022,10.747,0.023,10.682,0.019,12.3116,0.000438,12.7177,0.002364,11.7484,0.001497,10.619,0.023,10.624,0.02,10.583,0.103,8.874,,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
122044766,5646.0,11.4807,1.002,1.28874,0.0023447452802399,1.8681977732018176e+17,76.1122197527532,38.0499163827697,1.002,1.28874,3.01024,12.9,0.527,12.157,0.046,10.733,0.022,10.49,0.023,10.388,0.02,11.9671,0.00031,12.3542,0.001629,11.4222,0.001161,10.326,0.022,10.345,0.019,10.247,0.065,8.81,0.512,131.0,,Theia_380,Kounkel+2019;Kounkel+2020
122278381,5687.18,10.7192,1.012,0.871711,0.00142392891168,2.006766131291611e+17,76.5167240002539,40.5638552064942,1.012,0.871711,6.01108,12.146,0.26,11.52,0.018,10.028,0.022,9.646,0.021,9.545,0.019,11.2124,0.002956,11.6141,0.011222,10.6668,0.009394,9.505,0.023,9.514,0.02,9.419,0.038,8.814,,188.0,,Theia_433,Kounkel+2019;Kounkel+2020
122385611,6090.0,9.96592,1.142,1.22299,0.0010553470732799,2.0126870014302784e+17,76.7354152772772,41.4042224758484,1.142,1.22299,5.39793,11.054,0.102,10.472,0.007,9.392,0.02,9.175,0.023,9.105,0.02,10.3566,0.000354,10.6598,0.000733,9.91819,0.000933,9.068,0.022,9.101,0.02,9.044,0.035,8.257,,188.0,,Theia_433,Kounkel+2019;Kounkel+2020
122416688,8054.0,10.515,1.95,1.59447,0.0019170648633601,5.31712436806477e+18,133.55596862326,-55.0382551592909,1.95,1.59447,2.28255,10.913,0.103,10.612,0.008,10.197,0.023,10.171,0.022,10.094,0.021,10.6789,0.000363,10.8086,0.001024,10.4688,0.000893,10.071,0.023,10.105,0.02,9.953,0.043,8.705,,31.0,,H-R 568,Kerr+2023
122673431,7849.0,10.1313,1.87,1.56275,0.0021850805433599,2.0510311937798185e+18,290.830632275147,37.2725817095928,1.87,1.56275,2.76015,10.55,0.076,10.306,0.006,9.854,0.021,9.793,0.018,9.752,0.018,10.2927,0.00049,10.42,0.001518,10.0924,0.001354,9.75,0.023,9.761,0.02,9.714,0.038,8.831,,29.0,,Cep-Her,Kerr+2023
122774703,5618.0,11.0137,0.995,0.874502,0.0017178304751999,1.882595534380754e+17,77.3733083475872,38.6639344511794,0.995,0.874502,5.77065,12.359,0.044,11.601,0.034,10.214,0.02,9.845,0.019,9.767,0.018,11.5287,0.001739,11.946,0.001535,10.957,0.001931,9.718,0.023,9.748,0.019,9.68,0.045,8.747,0.47,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
122800553,7794.0,9.01033,1.847,1.6388,0.0010172911701599,3.0807597391152604e+18,117.675406582653,-3.79970793585898,1.847,1.6388,4.32686,9.396,0.049,9.159,0.004,8.745,0.03,8.677,0.042,8.624,0.024,9.15649,0.00031,9.27409,0.00103,8.97855,0.001088,8.585,0.023,8.606,0.02,8.581,0.025,8.495,0.377,200.0,,Theia_515,Kounkel+2019;Kounkel+2020
123146510,6794.0,9.8203,1.46,1.42375,0.0009441464615999,5.50782173632793e+18,113.932975432896,-45.695967799551,1.46,1.42375,4.34206,10.61,0.074,10.277,0.005,9.396,0.023,9.206,0.025,9.211,0.025,10.1319,0.000325,10.3721,0.001838,9.77721,0.001325,9.114,0.022,9.134,0.02,9.072,0.029,9.197,0.425,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
123152414,6957.0,9.0414,1.52,1.65634,0.0007017732460798,5.507876406971718e+18,113.961348546483,-45.5151782993804,1.52,1.65634,5.12483,9.806,0.042,9.422,0.003,8.655,0.023,8.485,0.027,8.474,0.019,9.32457,0.000251,9.54338,0.001131,9.00125,0.001734,8.426,0.022,8.444,0.02,8.386,0.021,8.386,0.227,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
123558834,5885.75,11.3008,1.07,1.54336,0.0018850505313599,5.530780466831598e+18,115.201687983716,-46.6386473887522,1.07,1.54336,2.58444,12.476,0.265,11.558,0.021,10.587,0.027,10.269,0.023,10.184,0.021,11.7772,0.001234,12.1588,0.004732,11.2474,0.003423,10.145,0.023,10.168,0.021,10.181,0.05,8.676,,9.366963496452954,1.1429424073401009,VelaPupis,Cantat+2019
