,tic,ra,dec,teff,plx,rstar,mstar,tmag,age,assoc,ref,rms
10524,427373714,83.7238458,-5.6607528,,,,,18.235,,OSFC,roquette25,
10525,427373702,83.7397458,-5.67475,,,,,20.532,,OSFC,roquette25,
10526,427373652,83.6542542,-5.7430917,,,,,17.68,,OSFC,roquette25,
10527,427373662,83.7233167,-5.7294167,3433.0,,0.497892,0.495968,16.5505,,OSFC,roquette25,
10528,427373633,83.6581125,-5.7696222,3364.0,2.63086,0.527297,0.524376,15.9418,,OSFC,roquette25,
10529,427373648,83.7075375,-5.7486194,4137.0,2.26368,1.24817,0.65,15.6323,,OSFC,roquette25,
10530,427373643,83.7237333,-5.7531028,4429.0,2.54006,1.04648,0.69,15.379,,OSFC,roquette25,
10531,710320284,83.6720833,-5.7979028,,3.02712,,,13.557,,OSFC,roquette25,
10532,427373612,83.67085,-5.8014278,3328.0,2.76133,0.617143,0.601855,15.3817,,OSFC,roquette25,
10533,427373638,83.7675417,-5.7630861,3537.0,,0.691284,0.657279,16.7595,,OSFC,roquette25,
10534,427373611,83.6912125,-5.8034361,5220.0,2.44679,0.955192,0.89,14.9439,,OSFC,roquette25,
10535,427395637,83.85975,-5.7268194,3712.0,,0.649619,0.626841,16.3609,,OSFC,roquette25,
10536,427373626,83.748475,-5.7844972,3511.0,,0.455473,0.452384,16.5693,,OSFC,roquette25,
10537,427373604,83.7416292,-5.8118583,3592.0,,0.447103,0.44345,16.3374,,OSFC,roquette25,
10538,427395668,83.8293083,-5.7711583,3415.0,,0.673038,0.644127,13.9968,,OSFC,roquette25,0.00534505854447892
10539,427373602,83.7669458,-5.8150222,5685.0,2.43719,0.923529,1.01,14.9918,,OSFC,roquette25,
10540,427395692,83.7921583,-5.8095139,5532.0,2.57328,0.955235,0.97,14.8604,,OSFC,roquette25,
10541,427396052,83.8904833,-5.77115,5050.0,2.52368,0.975407,0.84,14.9624,,OSFC,roquette25,
10542,427393486,83.8151917,-4.9538194,,,,,15.664,,OSFC,roquette25,
10543,427396895,83.890875,-4.9167528,,,,,16.1365,,OSFC,roquette25,
10544,427393475,83.8403375,-4.9467833,3357.0,2.63442,0.640144,0.619686,15.3357,,OSFC,roquette25,
10545,427393518,83.7736792,-4.9816444,,2.48653,,,13.4889,,OSFC,roquette25,0.003536493130891355
10546,427393454,83.8834292,-4.9265722,3469.0,,0.576483,0.568464,15.7242,,OSFC,roquette25,
10547,427393502,83.8077333,-4.9677,,,,,17.488,,OSFC,roquette25,
10548,427393517,83.7912417,-4.9804194,,,,,18.371,,OSFC,roquette25,
10549,427393500,83.8183792,-4.9672333,,2.61725,,,15.1979,,OSFC,roquette25,
10550,427393500,83.8184792,-4.968625,,2.61725,,,15.1979,,OSFC,roquette25,
10551,427393489,83.8569792,-4.9550528,,2.63488,,,15.2824,,OSFC,roquette25,
10552,427352389,83.5835708,-4.6597778,3326.0,,0.351238,0.335638,17.5864,,OSFC,roquette25,
10553,200093931,86.7997833,0.1261806,,,,,17.2239,,OSFC,roquette25,
10554,176448112,86.5272792,-0.0204,,,,,19.4816,,OSFC,roquette25,
10555,72921623,86.4187083,-0.07915,,2.27364,,,15.961,,OSFC,roquette25,
10556,200093889,86.698025,0.0681111,4310.77,,,,16.1627,,OSFC,roquette25,
10557,176448113,86.5350292,-0.0199972,,,,,18.0778,,OSFC,roquette25,
10558,176448184,86.6976875,0.0600972,,,,,15.874,,OSFC,roquette25,
10559,176448108,86.5333417,-0.0311556,,,,,17.0319,,OSFC,roquette25,
10560,176448185,86.6979083,0.0541611,,,,,16.7129,,OSFC,roquette25,
10561,10000475323,86.6637792,0.0232278,,,,,17.451,,OSFC,roquette25,
10562,176448103,86.54825,-0.0389917,,,,,15.1688,,OSFC,roquette25,
10563,200094066,86.769929,0.361875,,,,,16.601,,OSFC,roquette25,
10564,72921591,86.487496,-0.130735,3151.0,2.82145,0.285299,0.259936,17.6806,,OSFC,roquette25,
10565,176448282,86.685291,-0.144292,,,,,18.37,,OSFC,roquette25,
10566,176448282,86.685823,-0.142939,,,,,18.37,,OSFC,roquette25,
10567,200094056,86.773686,0.35331,,,,,17.763,,OSFC,roquette25,
10568,11360674,85.12825,-1.87903,,,,,17.0501,,OSFC,roquette25,
10569,11360501,85.17412,-2.10908,6075.0,0.439466,1.74749,1.14,15.7207,,OSFC,roquette25,
10570,712835462,85.17558,-2.47725,,0.606615,,,18.4758,,OSFC,roquette25,
10571,11360329,85.17571,-2.31464,5580.0,0.746467,1.18299,0.99,15.7676,,OSFC,roquette25,
10572,11360308,85.178,-2.33147,5935.0,0.463492,2.24598,1.08,15.0922,,OSFC,roquette25,
10573,11360333,85.18196,-2.31092,,,,,16.0878,,OSFC,roquette25,
10574,11360348,85.18242,-2.28758,4028.0,,0.64683,0.624746,16.7032,,OSFC,roquette25,
10575,11360787,85.1945,-1.67644,,,,,18.459,,OSFC,roquette25,
10576,11360690,85.20075,-1.85803,,1.47188,,,19.6606,,OSFC,roquette25,
10577,11401174,85.20529,-1.78008,,,,,19.275,,OSFC,roquette25,
10578,11400943,85.21837,-1.53753,,,,,18.338,,OSFC,roquette25,
10579,11401247,85.22842,-1.87578,,,,,17.99,,OSFC,roquette25,
10580,11401857,85.24417,-2.4195,,,,,18.2301,,OSFC,roquette25,
10581,11401496,85.25204,-2.08078,,,,,19.4455,,OSFC,roquette25,
10582,11401301,85.29787,-1.93383,,,,,19.813,,OSFC,roquette25,
10583,11401166,85.31167,-1.77108,,,,,20.394,,OSFC,roquette25,
10584,11412562,85.34142,-1.75808,,,,,20.004,,OSFC,roquette25,
10585,11411782,85.34375,-2.15411,,,,,18.68,,OSFC,roquette25,
10586,11412754,85.35442,-1.51067,,,,,19.4696,,OSFC,roquette25,
10587,11411469,85.35821,-2.55228,5654.0,0.481717,1.5572,1.0,16.4799,,OSFC,roquette25,
10588,11411437,85.36175,-2.57689,5215.0,0.818203,1.0141,0.89,16.8129,,OSFC,roquette25,
10589,11412423,85.36471,-1.85219,,,,,18.242,,OSFC,roquette25,
10590,11411369,85.36762,-2.64981,3760.0,,0.597335,0.585909,17.2471,,OSFC,roquette25,
10591,11412597,85.37012,-1.72586,,,,,19.306,,OSFC,roquette25,
10592,10000214352,85.37571,-2.65522,,,,,17.284,,OSFC,roquette25,
10593,11411776,85.40058,-2.16278,,,,,18.679,,OSFC,roquette25,
10594,712838673,85.40787,-1.807,,3.73605,,,17.0045,,OSFC,roquette25,
10595,11453415,85.44312,-1.86547,,,,,18.929,,OSFC,roquette25,
10596,11453090,85.44346,-1.17306,,,,,18.723,,OSFC,roquette25,
10597,11453340,85.44962,-1.71617,,,,,19.428,,OSFC,roquette25,
10598,11453378,85.45517,-1.80214,,,,,18.958,,OSFC,roquette25,
10599,11453478,85.4635,-1.90819,,,,,14.03,,OSFC,roquette25,
10600,11453462,85.46429,-1.90272,,,,,17.243,,OSFC,roquette25,
10601,11453370,85.47512,-1.78881,,,,,20.167,,OSFC,roquette25,
10602,11453670,85.47837,-2.06033,,,,,18.725,,OSFC,roquette25,
10603,11453914,85.48475,-2.55158,,,,,19.2809,,OSFC,roquette25,
10604,10000214392,85.494,-1.22714,,,,,15.538,,OSFC,roquette25,
10605,11453337,85.49583,-1.70867,,,,,20.389,,OSFC,roquette25,
10606,11453840,85.51183,-2.41139,,,,,18.9574,,OSFC,roquette25,
10607,11453746,85.52733,-2.22806,,,,,17.004,,OSFC,roquette25,
10608,11453329,85.55717,-1.69214,,,,,19.5162,,OSFC,roquette25,
10609,11460059,85.59142,-1.31131,,,,,18.667,,OSFC,roquette25,
10610,11459637,85.60871,-1.78347,,,,,17.769,,OSFC,roquette25,
10611,11459630,85.61242,-1.79328,,,,,18.927,,OSFC,roquette25,
10612,11459660,85.61842,-1.75594,,,,,19.201,,OSFC,roquette25,
10613,11459632,85.6225,-1.79172,,,,,18.622,,OSFC,roquette25,
10614,11459762,85.62671,-1.63383,,,,,18.1404,,OSFC,roquette25,
10615,11459179,85.64754,-2.29981,,,,,18.6014,,OSFC,roquette25,
10616,10000214454,85.67892,-1.90589,,,,,16.135,,OSFC,roquette25,
10617,11459722,85.68012,-1.67653,,,,,18.828,,OSFC,roquette25,
10618,72781975,85.68458,-1.95567,,,,,18.051,,OSFC,roquette25,
10619,11459030,85.68883,-2.41892,,,,,18.918,,OSFC,roquette25,
10620,72781568,85.72617,-2.65442,4995.0,0.856697,0.630084,0.83,17.6554,,OSFC,roquette25,
10621,72781922,85.73842,-2.07044,5514.0,1.41457,0.830146,0.97,16.836,,OSFC,roquette25,
10622,72781747,85.74767,-2.34522,,,,,18.779,,OSFC,roquette25,
10623,72781888,85.76954,-2.14389,,,,,18.51,,OSFC,roquette25,
10624,72828504,85.81317,-1.42922,,,,,19.6436,,OSFC,roquette25,
10625,72828540,85.86154,-1.49222,,,,,18.224,,OSFC,roquette25,
10626,11360821,85.14475,-1.62522,,,,,17.6143,,OSFC,roquette25,
10627,11360923,85.15112,-1.44981,5309.0,0.989249,0.91397,0.91,16.5782,,OSFC,roquette25,
10628,11360951,85.16146,-1.40469,4269.0,1.86015,0.459778,0.67,17.7782,,OSFC,roquette25,
10629,11360989,85.16321,-1.3615,4727.0,0.663212,1.60418,,16.6049,,OSFC,roquette25,
10630,11360826,85.16408,-1.61733,,,,,19.9018,,OSFC,roquette25,
10631,11360547,85.19208,-2.05028,,,,,18.352,,OSFC,roquette25,
10632,11360507,85.19258,-2.09711,,,,,18.5859,,OSFC,roquette25,
10633,11361003,85.20217,-1.34122,5086.0,0.746221,1.12139,0.85,16.8285,,OSFC,roquette25,
10634,11401295,85.20792,-1.92481,,,,,16.8056,,OSFC,roquette25,
10635,11401249,85.21392,-1.87725,,,,,18.4089,,OSFC,roquette25,
10636,11401722,85.23033,-2.31378,4359.0,0.30159,3.48757,,15.8697,,OSFC,roquette25,
10637,11401147,85.23542,-1.73775,,,,,20.6636,,OSFC,roquette25,
10638,11401670,85.23833,-2.27517,,,,,18.1648,,OSFC,roquette25,
10639,11400986,85.24321,-1.58581,,,,,19.0367,,OSFC,roquette25,
10640,11401088,85.24417,-1.67175,,,,,19.4113,,OSFC,roquette25,
10641,11401355,85.24775,-1.99008,,0.462448,,,19.6537,,OSFC,roquette25,
10642,11401279,85.25017,-1.90578,,,,,19.165,,OSFC,roquette25,
10643,11401014,85.26767,-1.61147,,,,,19.101,,OSFC,roquette25,
10644,11401543,85.26796,-2.10292,3123.0,2.7494,0.651164,0.627998,15.4006,,OSFC,roquette25,
10645,11401974,85.27267,-2.51833,3922.0,0.177503,9.78604,,14.803,,OSFC,roquette25,
10646,11402221,85.2735,-2.66147,5029.0,-0.0589558,2.6623,,16.5314,,OSFC,roquette25,
10647,11400848,85.27542,-1.43856,,,,,18.257,,OSFC,roquette25,
10648,11400552,85.27546,-1.12497,,,,,19.7021,,OSFC,roquette25,
10649,11402160,85.28017,-2.61842,5005.0,0.178562,7.98577,,14.349,,OSFC,roquette25,
10650,11401660,85.31175,-2.26061,,,,,18.601,,OSFC,roquette25,
10651,11401287,85.31237,-1.90719,,,,,19.519,,OSFC,roquette25,
10652,712834990,85.31554,-2.60961,,-1.41287,,,19.8563,,OSFC,roquette25,
10653,11401547,85.31817,-2.10461,,,,,18.3281,,OSFC,roquette25,
10654,11400931,85.31929,-1.52992,,,,,17.487,,OSFC,roquette25,
10655,11411837,85.34929,-2.05825,,,,,16.723,,OSFC,roquette25,
10656,11412504,85.37608,-1.80083,,,,,18.985,,OSFC,roquette25,
10657,11411646,85.39121,-2.31683,,,,,20.357,,OSFC,roquette25,
10658,11412479,85.39625,-1.82833,,,,,18.165,,OSFC,roquette25,
10659,11411479,85.39717,-2.54606,4263.0,0.232552,2.30172,,17.2042,,OSFC,roquette25,
10660,11412491,85.3975,-1.81261,,,,,20.036,,OSFC,roquette25,
10661,11412651,85.39842,-1.66272,,,,,20.4587,,OSFC,roquette25,
10662,10000214358,85.39867,-2.26828,,,,,15.829,,OSFC,roquette25,
10663,11411528,85.39979,-2.515,,,,,19.209,,OSFC,roquette25,
10664,11412553,85.41429,-1.76764,,,,,16.9116,,OSFC,roquette25,
10665,11412576,85.41733,-1.73592,,,,,18.7123,,OSFC,roquette25,
10666,11411644,85.41971,-2.32394,,,,,20.413,,OSFC,roquette25,
10667,11411388,85.42525,-2.62675,,,,,19.1407,,OSFC,roquette25,
10668,11412981,85.43087,-1.24772,,,,,18.258,,OSFC,roquette25,
10669,11453773,85.44454,-2.28722,,,,,18.67,,OSFC,roquette25,
10670,11453383,85.45579,-1.81189,,,,,19.4964,,OSFC,roquette25,
10671,11453483,85.463,-1.91458,,,,,15.191,,OSFC,roquette25,
10672,11453123,85.49567,-1.22531,,,,,17.108,,OSFC,roquette25,
10673,11453850,85.51304,-2.43586,,,,,18.4619,,OSFC,roquette25,
10674,11453788,85.51396,-2.32169,,,,,19.115,,OSFC,roquette25,
10675,11453374,85.51471,-1.79289,,,,,20.296,,OSFC,roquette25,
10676,11459117,85.56483,-2.34522,,,,,18.68,,OSFC,roquette25,
10677,11458815,85.57154,-2.63561,,,,,18.2397,,OSFC,roquette25,
10678,10000214451,85.59533,-1.87444,,,,,17.218,,OSFC,roquette25,
10679,11458968,85.60525,-2.47517,,,,,18.1004,,OSFC,roquette25,
10680,11460067,85.60629,-1.30397,,,,,19.7367,,OSFC,roquette25,
10681,11459263,85.60825,-2.20967,,,,,19.2031,,OSFC,roquette25,
10682,11459477,85.60967,-1.97464,,,,,20.0909,,OSFC,roquette25,
10683,11459056,85.62887,-2.38172,3279.0,1.77833,0.603361,0.590822,17.5449,,OSFC,roquette25,
10684,11459545,85.63875,-1.89339,,2.55474,,,14.1463,,OSFC,roquette25,
10685,11459452,85.63925,-1.99231,,,,,18.6309,,OSFC,roquette25,
10686,11459023,85.64708,-2.42425,,,,,19.099,,OSFC,roquette25,
10687,11459113,85.65012,-2.35022,,,,,18.7433,,OSFC,roquette25,
10688,11460158,85.67796,-1.20139,,,,,18.697,,OSFC,roquette25,
10689,11459325,85.68092,-2.13644,,,,,19.152,,OSFC,roquette25,
10690,72782258,85.69725,-1.41306,,,,,18.631,,OSFC,roquette25,
10691,72782240,85.70425,-1.4495,,,,,19.2639,,OSFC,roquette25,
10692,72781897,85.72367,-2.12939,,,,,18.6431,,OSFC,roquette25,
10693,72782055,85.73062,-1.77769,,,,,18.5012,,OSFC,roquette25,
10694,72782205,85.73133,-1.51594,,,,,19.1313,,OSFC,roquette25,
10695,72782093,85.74287,-1.70331,,,,,17.985,,OSFC,roquette25,
10696,72781774,85.74721,-2.30753,,,,,13.7603,,OSFC,roquette25,
10697,72781918,85.76,-2.07869,,,,,19.0187,,OSFC,roquette25,
10698,72781676,85.77258,-2.44956,,,,,16.145,,OSFC,roquette25,
10699,72828471,85.81608,-1.36383,,,,,19.2602,,OSFC,roquette25,
10700,10000336989,85.84087,-1.55925,,,,,16.932,,OSFC,roquette25,
10701,72828459,85.88258,-1.33,,,,,18.915,,OSFC,roquette25,
10702,72833807,85.92546,-2.26539,,,,,19.699,,OSFC,roquette25,
10703,427393410,83.8301042,-4.8854694,3768.0,,0.613087,0.598637,15.5204,,OSFC,roquette25,
10704,427396958,83.9241042,-4.8410222,3435.0,,0.681943,0.650575,15.161,,OSFC,roquette25,
10705,427393414,83.8406417,-4.8865889,,2.50444,,,11.2362,,OSFC,roquette25,0.0008476847897245787
10706,427393392,83.88505,-4.867325,,,,,14.5807,,OSFC,roquette25,
10707,427396954,83.9419042,-4.8450556,5515.0,1.67875,0.779709,0.97,14.9527,,OSFC,roquette25,
10708,427374497,83.7611,-4.8248278,4419.0,2.51275,2.59293,,12.8306,,OSFC,roquette25,0.007731495376406897
10709,427393323,83.7789208,-4.8193333,3812.0,,0.630111,0.611993,15.5237,,OSFC,roquette25,
10710,427393326,83.7896292,-4.8205278,,,0.421707,0.415754,16.665,,OSFC,roquette25,
10711,427393316,83.83,-4.8143139,3718.0,,0.566604,0.559947,15.6684,,OSFC,roquette25,
10712,427352569,83.6076208,-4.9327194,3013.0,2.44145,0.48726,0.485324,16.7366,,OSFC,roquette25,
10713,427397015,83.9050958,-4.7831528,3472.0,,0.615056,0.600202,15.628,,OSFC,roquette25,
10714,427393299,83.8899875,-4.7924639,3848.0,,0.577176,0.569055,15.892,,OSFC,roquette25,
10715,427374459,83.7488417,-4.8660528,4036.0,,0.648489,0.625993,16.4221,,OSFC,roquette25,
10716,427393372,83.79205,-4.8522389,,,,,14.8147,,OSFC,roquette25,
10717,427393361,83.8265417,-4.8418944,,,,,15.2539,,OSFC,roquette25,
10718,427393325,83.8705417,-4.8205389,3986.0,,0.581872,0.57304,16.0069,,OSFC,roquette25,
10719,427374451,83.7695917,-4.878325,,3.73429,,,19.3033,,OSFC,roquette25,
10720,427393389,83.8021333,-4.8654167,,2.52872,,,13.2467,,OSFC,roquette25,0.017017416310436545
10721,427393343,83.8747542,-4.8311306,,,,,13.4231,,OSFC,roquette25,
10722,427396985,83.9215708,-4.8098417,6498.0,2.61038,1.45619,1.33,11.8938,,OSFC,roquette25,0.0010311609093220653
10723,427396970,83.8936292,-4.8241972,,0.904141,,,20.0318,,OSFC,roquette25,
10724,427393400,83.7994125,-4.8746861,,,,,19.026,,OSFC,roquette25,
10725,427393363,83.8665625,-4.8441472,,,,,15.5968,,OSFC,roquette25,
10726,427396968,83.8926458,-4.8314472,4670.0,2.48696,1.16621,0.74,13.8452,,OSFC,roquette25,
10727,427397000,83.9717083,-4.7929639,4821.0,2.25636,1.1068,0.78,13.6381,,OSFC,roquette25,0.006639951230959507
10728,427396969,83.92115,-4.8299222,,,,,14.587,,OSFC,roquette25,
10729,427396953,83.8902625,-4.847,,,0.500688,0.498735,16.5122,,OSFC,roquette25,
10730,427393383,83.86665,-4.8592556,,,,,16.0867,,OSFC,roquette25,
10731,427393391,83.8534417,-4.86695,,,0.575885,0.567953,16.0523,,OSFC,roquette25,
10732,427374411,83.7274458,-4.9348306,,,,,15.2028,,OSFC,roquette25,
10733,427393382,83.8804,-4.858925,,,0.486545,0.484601,16.5333,,OSFC,roquette25,
10734,427374341,83.7309583,-5.0276306,3877.0,2.56164,1.14347,0.6,13.9845,,OSFC,roquette25,
10735,176448273,86.6969958,-0.1346778,3399.0,2.82575,0.480529,0.478486,15.8803,,OSFC,roquette25,
10736,176448282,86.6847708,-0.1433444,,,,,18.37,,OSFC,roquette25,
10737,176448015,86.5879042,-0.2011417,,,,,17.176,,OSFC,roquette25,
10738,287758008,84.3292,-6.2467,6617.0,0.689559,2.19608,1.39,14.8131,,OSFC,roquette25,
10739,276664051,84.2879,-5.3253,4246.0,0.226367,11.5031,,14.7128,,OSFC,roquette25,
10740,276664022,84.2875,-5.2867,3808.0,2.1491,2.95028,,13.967,,OSFC,roquette25,
10741,287757855,84.2767,-5.8992,3304.0,2.71787,0.64764,0.625355,15.2048,,OSFC,roquette25,
10742,276663862,84.2758,-5.0006,3953.0,2.57893,1.15703,0.62,15.0133,,OSFC,roquette25,
10743,276664064,84.2633,-5.36,4129.0,1.99103,1.45831,,15.2472,,OSFC,roquette25,
10744,710320641,84.2462,-5.5736,,3.62067,,,14.2552,,OSFC,roquette25,
10745,427454844,84.2308,-6.1108,4588.0,0.619095,4.21743,,14.6858,,OSFC,roquette25,
10746,427455265,84.1983,-5.3472,5139.0,2.05005,,,15.2013,,OSFC,roquette25,
10747,427454898,84.1704,-5.9672,6195.0,1.02938,2.96673,1.19,13.8493,,OSFC,roquette25,
10748,427455221,84.1662,-5.42,5683.0,1.09407,1.92364,1.01,15.4592,,OSFC,roquette25,
10749,427455381,84.15,-5.1931,6091.0,1.31685,1.55398,1.14,13.9168,,OSFC,roquette25,
10750,427455137,84.1417,-5.5681,5083.0,2.61043,0.959717,0.85,14.8739,,OSFC,roquette25,
10751,427454742,84.0908,-5.9017,5315.0,1.59296,1.35449,0.92,14.6272,,OSFC,roquette25,
10752,427454761,84.0825,-5.9356,3276.0,2.61238,0.667797,0.640303,15.1632,,OSFC,roquette25,
10753,427453995,84.0821,-4.7483,6512.0,2.51577,1.28761,1.34,12.8559,,OSFC,roquette25,0.0018864895610040677
10754,427453841,84.0796,-4.4583,3646.0,2.4881,1.21483,0.53,14.2686,,OSFC,roquette25,
10755,427454705,84.0571,-5.8414,4390.0,0.158946,9.70499,,14.9924,,OSFC,roquette25,
10756,427454095,84.0542,-4.9203,5143.0,2.40373,0.844378,0.87,14.9317,,OSFC,roquette25,
10757,427454569,84.0471,-5.6475,5296.0,2.2225,1.02595,0.91,14.9191,,OSFC,roquette25,
10758,427454767,84.045,-5.9469,3373.0,2.5358,0.702257,0.665091,14.9816,,OSFC,roquette25,0.008086050393156033
10759,388935504,84.04,-6.0586,4407.0,2.20087,1.27589,0.69,15.5896,,OSFC,roquette25,
10760,427453970,84.0333,-4.6889,3976.0,2.64395,1.16361,0.62,13.6433,,OSFC,roquette25,0.007009069735951778
10761,427454048,84.0212,-4.8511,,,,,14.3772,,OSFC,roquette25,
10762,427454193,84.0171,-5.0689,,,,,15.5269,,OSFC,roquette25,
10763,427454121,84.0137,-4.9611,4338.0,2.63545,1.17026,0.68,14.7051,,OSFC,roquette25,
10764,427396141,83.9975,-5.6192,,2.43476,,,15.0427,,OSFC,roquette25,
10765,710321312,83.9904,-5.3856,,1.64125,,,14.4263,,OSFC,roquette25,
10766,427395998,83.9837,-5.8744,3594.0,2.54968,1.00026,0.51,14.5777,,OSFC,roquette25,
10767,427396013,83.9708,-5.8447,5984.0,1.95154,0.846062,1.1,15.1874,,OSFC,roquette25,
10768,427396908,83.9658,-4.9028,9294.0,1.82227,1.85752,2.36,13.4502,,OSFC,roquette25,0.0031116750642636026
10769,427397096,83.9596,-4.7022,3271.0,2.60162,,,15.2411,,OSFC,roquette25,
10770,427396921,83.9546,-4.885,3527.0,,0.686631,0.653947,15.7146,,OSFC,roquette25,
10771,427397221,83.9371,-4.515,4099.0,0.873114,2.41227,,15.1358,,OSFC,roquette25,
10772,427396868,83.9346,-4.9544,3201.0,2.87892,0.693778,0.65906,15.1777,,OSFC,roquette25,
10773,427396991,83.9337,-4.8011,4079.0,2.41912,1.21981,0.64,13.8827,,OSFC,roquette25,
10774,427395961,83.9333,-5.9481,4383.0,2.5273,0.905235,0.69,14.9438,,OSFC,roquette25,
10775,427396194,83.9304,-5.5456,,2.78907,,,13.7579,,OSFC,roquette25,
10776,427396886,83.9179,-4.9286,,,,,15.3245,,OSFC,roquette25,
10777,427396171,83.9017,-5.5694,,2.56447,,,13.4045,,OSFC,roquette25,0.005931321640346987
10778,427396163,83.8942,-5.5769,,,,,14.7055,,OSFC,roquette25,
10779,427397204,83.8917,-4.5436,3911.0,2.57113,1.58807,,14.6021,,OSFC,roquette25,
10780,427393466,83.8892,-4.9336,3356.0,2.57531,0.939773,0.37,15.1283,,OSFC,roquette25,
10781,427393449,83.8783,-4.9214,,2.51833,,,13.3489,,OSFC,roquette25,0.008969325511514331
10782,388917882,83.8587,-6.2272,4114.0,0.984923,2.96948,,15.0137,,OSFC,roquette25,
10783,427395654,83.8587,-5.7522,5410.0,2.60879,1.07943,0.94,14.1336,,OSFC,roquette25,
10784,427393978,83.8412,-5.2842,,2.26299,,,15.4543,,OSFC,roquette25,
10785,427394053,83.8379,-5.3056,,,,,16.0141,,OSFC,roquette25,
10786,427393213,83.8337,-4.6928,,,,,15.1143,,OSFC,roquette25,
10787,388917726,83.8292,-6.53,6042.0,0.465043,8.33759,,14.2802,,OSFC,roquette25,
10788,427393076,83.825,-4.5219,3333.0,2.56029,1.25441,,14.6099,,OSFC,roquette25,
10789,388917712,83.7992,-6.5458,5153.0,1.20199,3.39032,,13.8102,,OSFC,roquette25,
10790,427393131,83.7825,-4.5811,3202.0,2.56785,0.704353,0.666577,15.2683,,OSFC,roquette25,
10791,427373534,83.7687,-5.9236,3317.0,2.65645,0.675782,0.646121,15.3052,,OSFC,roquette25,
10792,427374517,83.7537,-4.805,,,,,14.63,,OSFC,roquette25,
10793,427373731,83.7529,-5.6353,,2.53378,,,14.2262,,OSFC,roquette25,
10794,427374253,83.7512,-5.1619,3551.0,2.90121,1.13493,0.49,15.0834,,OSFC,roquette25,
10795,427374301,83.7471,-5.0914,,,,,14.4289,,OSFC,roquette25,
10796,427374761,83.7225,-4.4858,4059.0,2.48241,1.94695,,12.5827,,OSFC,roquette25,0.0011867606576303202
10797,427373553,83.7221,-5.9014,4131.0,2.61321,1.56922,,14.3518,,OSFC,roquette25,
10798,427373488,83.7212,-5.9986,3405.0,2.83281,0.640116,0.619665,15.1562,,OSFC,roquette25,
10799,427353269,83.7146,-6.0622,4416.0,0.333726,9.97111,,13.9393,,OSFC,roquette25,
10800,427374393,83.7037,-4.9539,3358.0,2.61496,0.698966,0.662755,15.2497,,OSFC,roquette25,
10801,427373570,83.6954,-5.8722,3276.0,,0.659777,0.634404,15.3179,,OSFC,roquette25,
10802,427373965,83.6929,-5.4086,,,,,13.5198,,OSFC,roquette25,0.010261987304279463
10803,427374763,83.6929,-4.4839,4721.18,2.41717,1.56335,,12.427,,OSFC,roquette25,0.0009672343815060602
10804,427374238,83.6879,-5.1797,7410.0,2.54309,0.711274,1.69,14.2306,,OSFC,roquette25,
10805,427373528,83.685,-5.9372,4332.0,2.5428,1.204,0.68,14.7649,,OSFC,roquette25,
10806,427374216,83.6762,-5.2106,,,,,16.0159,,OSFC,roquette25,
10807,427373543,83.6712,-5.9103,4266.0,1.74759,1.2968,0.67,15.6898,,OSFC,roquette25,
10808,427373580,83.6633,-5.8489,3265.0,2.56151,0.702493,0.665258,15.2393,,OSFC,roquette25,
10809,427374605,83.6575,-4.7106,3124.0,2.71701,0.680994,0.649891,15.5939,,OSFC,roquette25,
10810,427353022,83.6487,-5.6692,4367.0,2.43927,1.1708,0.68,14.6681,,OSFC,roquette25,
10811,427352980,83.6462,-5.5756,,,,,15.331,,OSFC,roquette25,
10812,388851053,83.6412,-6.3303,4370.0,0.895871,3.69115,,14.3248,,OSFC,roquette25,
10813,427352269,83.6383,-4.4536,3572.0,2.6895,0.989205,0.5,14.9913,,OSFC,roquette25,
10814,427352825,83.6358,-5.3519,,,,,14.3336,,OSFC,roquette25,
10815,427352335,83.6271,-4.5642,4575.0,1.12809,2.36603,,14.7872,,OSFC,roquette25,
10816,427352578,83.6262,-4.9514,3338.0,2.59411,0.688214,0.655082,15.079,,OSFC,roquette25,
10817,388850746,83.6121,-6.3142,4297.0,0.290701,9.35531,,14.5509,,OSFC,roquette25,
10818,427352519,83.6112,-4.8458,3520.0,2.56657,1.00374,0.47,14.7817,,OSFC,roquette25,
10819,427352628,83.6112,-5.0214,,,,,14.3018,,OSFC,roquette25,
10820,427352575,83.6058,-4.9483,6309.0,2.55837,1.27431,1.24,13.2658,,OSFC,roquette25,0.0051136755027335334
10821,427352554,83.605,-4.9108,3949.0,2.59992,2.63879,,13.7715,,OSFC,roquette25,
10822,427352403,83.5954,-4.6942,5526.0,2.4477,1.44545,0.97,13.6178,,OSFC,roquette25,0.003958646578976072
10823,427352567,83.5892,-4.9297,3771.0,2.44475,2.32719,,14.4435,,OSFC,roquette25,
10824,427352688,83.5867,-5.1139,4028.0,2.23445,1.62352,,15.1816,,OSFC,roquette25,
10825,427352337,83.5846,-4.5675,,,,,14.3411,,OSFC,roquette25,
10826,427353104,83.5804,-5.8406,4462.0,1.98199,2.47214,,14.2797,,OSFC,roquette25,
10827,427352971,83.5546,-5.5647,4205.0,2.63297,0.824257,0.66,14.2134,,OSFC,roquette25,
10828,427352492,83.5404,-4.8128,3272.0,2.78721,0.664643,0.63799,15.1398,,OSFC,roquette25,
10829,427352258,83.5342,-4.4333,3919.0,2.32075,1.0928,0.61,14.8419,,OSFC,roquette25,
