,tic,ra,dec,teff,plx,rstar,mstar,tmag,age,assoc,ref,rms
0,435935799,83.42617,10.28258,3425.0,2.18285,1.09202,0.416,15.0412,,OSFC,roquette25,
1,436013283,83.7384,9.64272,,,,,11.1418,,OSFC,roquette25,0.00047165574609403516
2,156246424,86.493291,8.47914,,,,,13.9583,,OSFC,roquette25,
3,156143855,86.06201250000001,9.135572222222224,3453.0,2.62487,1.14525,0.432,14.5719,,OSFC,roquette25,
4,435935982,83.486,10.104083333333334,3147.0,,0.637902,0.617978,17.455,,OSFC,roquette25,
5,200515247,82.79836273,9.912878036,3811.0,2.38818,1.47681,,13.6561,,OSFC,roquette25,0.011979094637871515
6,200518010,82.9704464,11.0105825,8826.0,2.34246,1.98339,2.22,9.7889,,OSFC,roquette25,0.0004853173986937853
7,436250913,84.11275,9.859747222222222,3066.0,2.33966,0.525577,0.522757,16.4876,,OSFC,roquette25,
8,436158858,84.03883333333333,9.784116666666666,3580.0,2.32021,1.46785,,14.2442,,OSFC,roquette25,
9,436098557,83.844,9.750588888888888,6151.0,0.219191,1.09306,1.17,16.7204,,OSFC,roquette25,
10,436103240,83.78858333333334,9.766527777777778,5745.0,0.355591,1.17113,1.03,16.3122,,OSFC,roquette25,
11,436100589,83.84533333333334,9.918513888888889,,,,,18.7651,,OSFC,roquette25,
12,436158833,83.97987499999999,9.872319444444445,5104.0,1.55752,1.51158,0.86,13.0791,,OSFC,roquette25,0.001689229811797227
13,715999845,83.583625,9.990916666666667,,,,,19.9747,,OSFC,roquette25,
14,715999971,83.58529166666665,10.089555555555556,,,,,20.1322,,OSFC,roquette25,
15,200547138,83.31048,9.52938,3425.0,2.40071,,,14.802,,OSFC,roquette25,
16,436158826,83.88595833333333,9.880241666666668,5860.0,0.566235,2.02626,1.06,14.3449,,OSFC,roquette25,
17,716012317,83.42812500000001,10.092505555555556,,-0.0524166,,,19.3011,,OSFC,roquette25,
18,436153899,84.01208333333334,9.702166666666669,4145.0,2.2874,1.52695,,13.4069,,OSFC,roquette25,0.0034156149854899787
19,436100428,83.85845833333336,10.136125,3145.0,2.11486,,,17.3322,,OSFC,roquette25,
20,716071973,83.93475,10.098363888888889,,0.572858,,,18.4151,,OSFC,roquette25,
21,436098589,83.81774999999999,9.921611111111112,,,,,13.0427,,OSFC,roquette25,0.008235220039578689
22,436156004,83.935165,9.76447,3236.0,2.28418,0.704796,0.666891,15.6303,,OSFC,roquette25,
23,436100731,83.8265,9.947994444444443,3337.0,2.49934,0.641833,0.620969,15.6225,,OSFC,roquette25,
24,436011533,83.59820833333332,9.728694444444445,,,,,15.8988,,OSFC,roquette25,
25,436153950,83.89512500000001,10.009919444444444,3788.91,2.47782,1.38358,,14.133,,OSFC,roquette25,
26,435935772,83.431,9.756336111,,,,,18.9262,,OSFC,roquette25,
27,436104211,83.78895833333333,9.878872222222222,,,,,18.9879,,OSFC,roquette25,
28,436014559,83.53558333333334,9.845436111,3230.0,,0.441725,0.437656,17.0847,,OSFC,roquette25,
29,436011084,83.54691666666666,9.74075,,,,,18.601,,OSFC,roquette25,
30,436014348,83.58145833333333,10.152452777777777,2955.0,2.293,0.514481,0.512183,17.0761,,OSFC,roquette25,
31,220049908,83.575133,4.814804,3295.0,2.55246,0.62996,0.611876,15.5657,,OSFC,roquette25,
32,436160806,83.90866666666666,9.85145,,,,,18.7914,,OSFC,roquette25,
33,436104633,83.80029166666667,10.017986111111112,,,,,18.0489,,OSFC,roquette25,
34,716071536,84.07583333333332,9.961380555555555,5747.0,-0.0496343,0.695238,1.03,17.909,,OSFC,roquette25,
35,436016631,83.639875,9.732108333333333,,,,,16.8413,,OSFC,roquette25,
36,436101909,83.77624999999999,9.781733333333332,,,,,19.7182,,OSFC,roquette25,
37,715999434,83.50145833333333,9.906236111111111,,-1.34467,,,20.1045,,OSFC,roquette25,
38,436106304,83.75391666666665,9.972663889,6350.0,0.557262,0.779019,1.26,16.2916,,OSFC,roquette25,
39,436250231,84.131375,9.750391666666664,3017.0,1.65681,0.658563,0.633506,16.7032,,OSFC,roquette25,
40,436012120,83.58241666666666,9.905788888888887,,,,,18.554,,OSFC,roquette25,
41,715994646,84.12083333333334,9.722625,,,,,19.4143,,OSFC,roquette25,
42,715998770,83.80912500000001,9.902088888888889,,-0.577227,,,19.4263,,OSFC,roquette25,
43,436158814,83.948125,9.764027778,3510.0,7.90952,0.603014,0.590541,12.8722,,OSFC,roquette25,0.0017900697235437302
44,436015561,83.58120833333332,9.706313889,,,,,16.8227,,OSFC,roquette25,
45,436104668,83.82579166666667,9.873388888888888,3448.0,2.37657,0.908243,0.43,15.4605,,OSFC,roquette25,
46,436101612,83.78116666666668,9.826011111,,,,,17.7463,,OSFC,roquette25,
47,436008555,83.70966666666666,9.7547,4691.0,0.451776,3.19746,,14.7694,,OSFC,roquette25,
48,302672868,82.651629,12.615679,3647.56,2.42032,5.06215,,13.4928,,OSFC,roquette25,0.0071441378338667205
49,436015406,83.55933333333333,9.807491667,3317.0,,0.387378,0.377163,17.7571,,OSFC,roquette25,
50,435931680,83.47354166666666,9.718880555555556,4479.0,0.112552,25.8706,,12.8432,,OSFC,roquette25,
51,345744345,79.298979,7.039781,3482.0,2.54621,0.689145,0.655749,15.4698,,OSFC,roquette25,
52,436160470,84.10445833333334,10.031755555555556,,,,,17.092,,OSFC,roquette25,
53,436333215,84.230945,10.019627,3145.0,2.37966,0.611226,0.597153,15.9151,,OSFC,roquette25,
54,715999951,83.585,10.063224999999996,,,,,20.1873,,OSFC,roquette25,
55,436159929,83.96229166666667,9.851072222,3016.0,2.30028,0.553507,0.548399,16.3942,,OSFC,roquette25,
56,436012194,83.54328,10.21678,3220.0,2.42737,,,15.2285,,OSFC,roquette25,
57,284158620,82.703288,10.089384,3986.0,2.43393,1.03853,0.62,14.3409,,OSFC,roquette25,
58,436015406,83.55933333333333,9.807472222222222,3317.0,,0.387378,0.377163,17.7571,,OSFC,roquette25,
59,436251033,84.12708333333333,10.148755555555557,3144.0,2.59809,0.418568,0.412276,16.9193,,OSFC,roquette25,
60,436101809,83.85288,10.37284,3185.0,2.7074,,,15.1861,,OSFC,roquette25,
61,436104504,83.76666666666665,10.12407222222222,3087.0,2.65711,0.505898,0.503854,16.3899,,OSFC,roquette25,
62,716071667,84.13825,10.009524999999998,,-0.235946,,,19.239,,OSFC,roquette25,
63,144666684,84.82209166666668,9.702086111111113,4060.0,2.53939,1.32735,0.635,13.3547,,OSFC,roquette25,
64,436098567,83.86068,9.80772,4938.15,0.351742,6.38449,,13.4771,,OSFC,roquette25,0.0034509665280546553
65,716071803,84.12879166666667,10.087083333333334,,1.45288,,,19.5691,,OSFC,roquette25,
66,436099562,83.84183333333334,9.881163889,3435.0,,0.484804,0.482838,16.7268,,OSFC,roquette25,
67,436013316,83.54691666666666,9.858527778,5699.0,0.737562,2.09701,1.01,14.052,,OSFC,roquette25,
68,144616357,84.69301666666668,9.538602777777776,,,,,14.7858,,OSFC,roquette25,
69,436154043,84.00817,10.23334,4647.34,0.135507,21.9785,,12.8942,,OSFC,roquette25,0.0014778098415403618
70,436010416,83.57083333333334,10.104561111111112,,,,,19.3733,,OSFC,roquette25,
71,436014556,83.62158333333332,9.785472222,,,,,18.6402,,OSFC,roquette25,
72,436016814,83.57320833333334,9.875038889,3157.0,2.40431,0.466262,0.463745,16.9799,,OSFC,roquette25,
73,436337135,84.23406,9.52297,3597.08,,,,14.0855,,OSFC,roquette25,
74,436098593,83.78083333333332,9.973277777777778,3585.0,2.41124,1.22584,0.5,14.6061,,OSFC,roquette25,
75,435934719,83.46666,9.88405,5857.58,2.86526,1.32439,1.059,11.8065,,OSFC,roquette25,
76,435931661,83.47875,9.5106,4777.93,0.512411,8.53886,,12.1085,,OSFC,roquette25,0.0011720632562632616
77,435934781,83.48014,10.39575,4886.71,0.709122,4.41289,,12.7372,,OSFC,roquette25,
78,435934715,83.50404,9.81049,5843.96,2.33492,1.41665,1.054,12.1968,,OSFC,roquette25,
79,436011972,83.51627,9.57128,3611.0,2.47609,0.895884,0.51,15.1521,,OSFC,roquette25,
80,436013350,83.5175,10.01317,5911.0,1.74014,1.55226,1.08,12.2945,,OSFC,roquette25,
81,284158686,82.74172,10.020934,3792.0,2.36317,1.08643,0.58,14.3489,,OSFC,roquette25,
82,156353025,86.763426,8.269774,3402.0,2.61071,1.13741,0.402,14.68,,OSFC,roquette25,
83,436011665,83.56496,9.59281,3237.0,2.2809,0.649384,0.626665,15.7228,,OSFC,roquette25,
84,435934714,83.45787499999999,9.843983333333332,3670.26,2.68149,1.14915,0.537,14.4532,,OSFC,roquette25,
85,436008633,83.58294,10.03243,7108.0,1.50191,1.88168,1.58,11.7973,,OSFC,roquette25,
86,436013323,83.60085,9.88206,6440.02,1.92998,1.28909,1.3,12.4236,,OSFC,roquette25,
87,436013231,83.63119,9.529,4848.72,0.284262,8.94901,,13.1805,,OSFC,roquette25,0.002001083172477741
88,436008649,83.65314,10.04818,,,,,12.3663,,OSFC,roquette25,
89,436011658,83.66065,9.59757,3320.0,2.50776,0.599829,0.587949,15.664,,OSFC,roquette25,
90,436008509,83.69205,9.62082,3580.0,7.12634,0.577189,0.569066,13.2426,,OSFC,roquette25,0.002491025078018294
91,436009693,83.69791,9.67474,3282.0,2.67148,0.618794,0.603158,15.5059,,OSFC,roquette25,
92,436013246,83.7332,9.52287,5131.56,0.374962,13.8685,,11.3477,,OSFC,roquette25,0.0006440817285669614
93,436106292,83.7546,9.7027,3405.0,4.19256,0.481721,0.479703,15.0415,,OSFC,roquette25,
94,436158834,83.95903,9.87989,4870.0,1.03951,4.48695,,12.1156,,OSFC,roquette25,0.0008250209762170752
95,345775668,81.116084,9.075044,3084.0,2.63555,0.68926,0.655831,15.4009,,OSFC,roquette25,
96,436103307,83.80813,10.04884,5781.31,2.52913,1.36399,1.037,11.7797,,OSFC,roquette25,0.0006694085786355941
97,436153831,84.09276,9.50838,4803.0,0.438645,13.8486,,11.3347,,OSFC,roquette25,0.0006641400467066738
98,436243650,84.1303,9.48717,5056.86,0.709115,7.23923,,11.4994,,OSFC,roquette25,0.0005386738982428307
99,436105088,83.83355,10.27888,3198.0,2.69312,0.593217,0.582519,15.6713,,OSFC,roquette25,
100,436103331,83.8371,10.21751,4344.9,0.14302,19.9773,,13.4543,,OSFC,roquette25,0.0029065290931563903
101,436103178,83.85784,9.52602,6403.93,1.58425,1.99836,1.29,11.7158,,OSFC,roquette25,0.000698149925141972
102,436153864,83.87171,9.77549,4946.52,0.18341,10.3589,,13.5338,,OSFC,roquette25,0.0034742420923256773
103,144616463,84.66733333333333,9.632711111111114,3957.0,2.45826,1.10742,0.616,14.0871,,OSFC,roquette25,
104,436153805,83.8858,9.67458,4938.0,0.505921,5.69277,,13.0335,,OSFC,roquette25,0.0014779158535553616
105,436158825,83.88667,9.87124,6222.35,1.45785,1.59408,1.2,12.5245,,OSFC,roquette25,0.001151389363877528
106,436009424,83.67366666666668,9.711425,3219.0,2.6626,0.5668,0.560118,16.0517,,OSFC,roquette25,
107,436154075,83.89182,10.37854,5346.65,1.85292,1.96619,0.92,12.3905,,OSFC,roquette25,
108,436157308,83.89828,9.81528,3325.0,2.48256,0.58411,0.574927,15.7853,,OSFC,roquette25,
109,436153884,83.91418,9.87356,6648.0,1.08114,2.72042,1.4,11.9022,,OSFC,roquette25,0.005905101785354805
110,436158901,83.95046,10.0656,6627.82,1.32746,2.22943,1.39,11.9477,,OSFC,roquette25,0.0006926630139625356
111,436153802,83.96534,9.63074,6136.12,2.13455,1.43499,1.16,11.8906,,OSFC,roquette25,0.0006566483501534159
112,436154082,83.975,10.37257,5252.83,2.44052,1.72698,0.898,11.7356,,OSFC,roquette25,0.0006347385638731662
113,436153908,84.00119,9.77306,5503.53,2.05255,1.50601,0.97,12.3831,,OSFC,roquette25,0.0009162945542799672
114,436158989,84.00237,10.16586,4812.0,0.829017,2.99275,,13.5937,,OSFC,roquette25,0.0037031677029840393
115,436153995,84.01152,10.09414,5873.68,2.16543,1.48077,1.06,12.1996,,OSFC,roquette25,0.0008681140302399526
116,436103071,83.74235,9.68701,,,,,15.0138,,OSFC,roquette25,
117,436158995,84.02336,10.2014,5833.0,0.948041,2.66089,1.05,12.7503,,OSFC,roquette25,0.001225558335653243
118,436156015,84.03235,9.77646,,,,,16.1761,,OSFC,roquette25,
119,436153932,84.03581,9.88907,6261.84,1.08671,2.96074,1.22,11.9015,,OSFC,roquette25,0.0006388198655095378
120,436103289,83.82936,9.91531,5581.27,2.42214,2.08299,0.985,10.9723,,OSFC,roquette25,0.0012706032587952998
121,436158804,83.97147,9.73119,4555.0,0.480056,11.3286,,11.9752,,OSFC,roquette25,0.0009106709092206178
122,436154059,84.07281,10.27869,4836.17,1.00241,4.39019,,12.2632,,OSFC,roquette25,0.0015659934996822833
123,436098633,83.85583333333332,10.144005555555555,,,,,14.0513,,OSFC,roquette25,
124,436159003,84.09026,10.14586,4796.57,0.303341,8.69743,,13.3032,,OSFC,roquette25,0.0021004280713349255
125,436159007,84.1051,10.235,4694.0,0.94165,6.24319,,11.9275,,OSFC,roquette25,0.0007177646569821172
126,436100731,83.82479166666667,9.949555555555555,3337.0,2.49934,0.641833,0.620969,15.6225,,OSFC,roquette25,
127,436243693,84.22713,9.45414,5140.59,2.51717,3.74812,,10.2132,,OSFC,roquette25,0.00026847526545956124
128,345834751,82.2438375,10.760477777777778,4482.96,2.42972,2.17309,,11.9731,,OSFC,roquette25,0.0008096093202228372
129,436243752,84.10918,10.08917,6891.54,2.20357,1.762,1.498,11.045,,OSFC,roquette25,0.0011535874486620634
130,436243797,84.11944,10.31459,4811.0,0.618441,7.44662,,12.1933,,OSFC,roquette25,0.000866102190242371
131,436248428,84.12891,10.34401,5059.0,0.584472,7.08824,,12.1874,,OSFC,roquette25,0.0008325802388278736
132,436243739,84.12984,9.94481,5970.83,1.57595,1.91566,1.1,12.2122,,OSFC,roquette25,0.0008733942503078018
133,436248423,84.14463,10.28018,4847.0,0.545347,7.60049,,12.4909,,OSFC,roquette25,0.001068174058311
134,144616666,84.64352916666667,9.803869444444445,,,,,13.8694,,OSFC,roquette25,
135,436103284,83.77095833333333,9.948861111,3601.0,2.82625,0.698325,0.662299,14.7984,,OSFC,roquette25,
136,436249888,84.16537,9.62471,3174.0,2.41512,0.625855,0.608691,15.7318,,OSFC,roquette25,
137,436248408,84.18601,10.13827,4638.0,0.860237,7.14485,,11.7962,,OSFC,roquette25,0.0006782825804818593
138,436008620,83.70204166666666,9.954425,4002.0,2.4882,1.2794,0.625,13.9712,,OSFC,roquette25,
139,436248431,84.19162,10.31835,6414.05,1.74972,3.03276,1.291,10.7399,,OSFC,roquette25,0.00034757977275479135
140,436243773,84.20535,9.97222,4361.56,8.34148,1.09257,0.682,10.892,,OSFC,roquette25,0.0003640631525175797
141,436248318,84.20926,9.51081,5114.69,0.522345,10.475,,11.2909,,OSFC,roquette25,0.0006171273954982959
142,436248487,84.22498,10.28082,4606.0,0.346027,10.58,,12.8511,,OSFC,roquette25,0.0038764766856635297
143,436331792,84.23253,10.27853,4697.0,0.349197,12.8461,,12.3347,,OSFC,roquette25,0.007042846693860461
144,436337268,84.23311,10.29209,4775.73,0.231038,12.0968,,13.1338,,OSFC,roquette25,0.0073961785337667285
145,436337192,84.24147,9.85176,5816.0,1.4569,2.05325,1.05,12.3349,,OSFC,roquette25,0.0008824928796556664
146,436013331,83.70091,9.82802,6123.76,0.877604,3.61017,1.16,12.0834,,OSFC,roquette25,0.0008039841305999829
147,371626343,79.715366,7.695664,4508.0,2.48061,1.18693,0.71,14.4893,,OSFC,roquette25,
148,426186065,83.36888,10.20233,3574.0,8.78844,0.552851,0.547812,12.8912,,OSFC,roquette25,0.0016382657530992356
149,144616262,84.62748333333333,9.468311111,4085.0,2.53551,1.31242,0.64,13.531,,OSFC,roquette25,0.0033710677094331287
150,284996086,82.36119166666667,11.862475000000002,,,,,13.918,,OSFC,roquette25,
151,302537043,82.33439166666666,12.68336388888889,4197.15,2.54544,0.704967,0.66,14.2681,,OSFC,roquette25,
152,426186067,83.35334,10.20324,4924.0,1.08173,4.06539,,12.1509,,OSFC,roquette25,0.002254620899736909
153,426186033,83.36496,10.15382,6222.63,1.52283,2.24576,1.2,11.7464,,OSFC,roquette25,0.0006562057043724145
154,144545913,84.4983625,9.809469444444444,3761.0,2.3691,1.19586,0.57,14.418,,OSFC,roquette25,
155,426185657,83.37315,9.56796,5789.76,0.390303,,,13.3565,,OSFC,roquette25,
156,426185787,83.37526,9.79603,5313.63,1.67936,1.87334,0.91,12.5087,,OSFC,roquette25,0.0012205500647403944
157,426185979,83.38818,10.07979,4912.15,0.552172,7.38692,,12.1151,,OSFC,roquette25,0.0009641438796742507
158,436013393,83.66354166666666,10.024833333333332,3342.0,,0.567441,0.560676,14.1962,,OSFC,roquette25,
159,426185984,83.38968,10.08583,5193.17,4.32378,,,11.8244,,OSFC,roquette25,0.0008093807879383519
160,426185671,83.38974,9.59708,6129.0,2.3985,1.47607,1.159,11.5302,,OSFC,roquette25,
161,302671918,82.50794583333332,12.21941111111111,4344.0,2.50407,1.45239,,13.0781,,OSFC,roquette25,0.004580022298876357
162,436008624,83.659625,9.970305555555557,4740.0,0.37364,8.77304,,13.0103,,OSFC,roquette25,
163,426186037,83.39077,10.1565,5021.06,0.315597,9.71182,,12.7341,,OSFC,roquette25,0.0014395812618553383
164,426185934,83.40363,10.02655,4831.0,1.32446,3.85115,,11.8694,,OSFC,roquette25,0.0007047486346075521
165,426186038,83.40823,10.15975,6389.0,1.61592,1.98116,1.279,11.7701,,OSFC,roquette25,0.0007386604632632354
166,302538033,82.469875,12.16311111111111,3617.0,2.3684,1.71123,,13.817,,OSFC,roquette25,
167,435931664,83.4267,9.55381,4724.45,0.477631,9.30764,,12.2153,,OSFC,roquette25,
168,435931705,83.4284,9.9514,5005.19,0.201433,11.0674,,13.4364,,OSFC,roquette25,0.002425565082617709
169,436153986,84.04809,9.99459,6007.0,0.576354,1.21977,1.11,15.413,,OSFC,roquette25,
170,436243716,84.11444,9.75716,3548.0,2.30942,0.981024,0.48,15.1848,,OSFC,roquette25,
171,284199861,84.39141666666666,9.817866666666667,3661.0,2.36129,1.03576,0.53,14.8488,,OSFC,roquette25,
172,436153864,83.87169,9.77564,4946.52,0.18341,10.3589,,13.5338,,OSFC,roquette25,0.0034742420923256773
173,436158838,83.96547,9.89278,,,,,14.4431,,OSFC,roquette25,
174,436098612,83.83144,10.03273,4865.0,0.647685,9.99808,,11.3911,,OSFC,roquette25,
175,436153980,84.0383,9.93963,5065.52,0.189899,10.176,,13.4419,,OSFC,roquette25,0.002441265839763229
176,436103289,83.82948,9.91513,5581.27,2.42214,2.08299,0.985,10.9723,,OSFC,roquette25,0.0012706032587952998
177,436008473,83.63408,9.53278,5909.0,0.852074,1.41323,1.07,14.1428,,OSFC,roquette25,
178,10001587929,83.68259,9.5694,,,,,16.802,,OSFC,roquette25,
179,436158737,83.8678,9.60126,5496.0,1.16044,1.11885,0.96,14.2933,,OSFC,roquette25,
180,200512295,82.608007,12.055902,3082.0,2.30952,0.683793,0.651907,15.586,,OSFC,roquette25,
181,436333304,84.23055,9.78,3493.0,2.16479,,,15.4073,,OSFC,roquette25,
182,436158994,84.00854,10.19061,4972.34,0.598681,4.66585,,13.1197,,OSFC,roquette25,0.0017344913803574863
183,284996092,82.32538333333332,11.866058333333331,3935.0,2.39035,2.3328,,12.726,,OSFC,roquette25,0.0025628450085145305
184,436337135,84.23399,9.52299,3597.08,,,,14.0855,,OSFC,roquette25,
185,436098590,83.83925,9.915277777777778,3661.0,2.535,0.833775,0.534,15.006,,OSFC,roquette25,
186,436101829,83.78792,9.91003,,,,,18.5,,OSFC,roquette25,
187,436101612,83.78121,9.82594,,,,,17.7463,,OSFC,roquette25,
188,715994828,83.97542,9.72678,,,,,19.6169,,OSFC,roquette25,
189,436160280,83.98154,9.86946,3299.0,2.59218,0.688937,0.6556,15.1295,,OSFC,roquette25,
190,345834624,82.24559583333333,10.879194444444444,3889.0,2.42749,1.12399,0.6,14.2867,,OSFC,roquette25,
191,436160901,84.05058333333334,10.015944444444443,3442.0,2.57077,0.872742,0.43,15.1277,,OSFC,roquette25,
192,436153920,84.096227,9.754377,5376.0,2.88005,9.02065,,7.7378,,OSFC,roquette25,0.00015671457062188532
193,436248361,84.192595,9.887323,6299.0,4.07942,4.20451,1.24,7.9055,,OSFC,roquette25,0.00012598184816497993
194,436008634,83.5441,10.06082,4831.0,0.301364,7.54774,,13.6304,,OSFC,roquette25,0.003916964529536993
195,436098539,83.74495,10.34427,4966.0,1.14421,3.45972,,12.3443,,OSFC,roquette25,0.002484321603275913
196,436009761,83.731625,9.936027777777776,3467.0,,0.485934,0.483983,16.484,,OSFC,roquette25,
197,436008622,83.73629166666667,9.915083333333332,3763.0,,0.521902,0.51928,15.9392,,OSFC,roquette25,
198,302761585,82.831053,12.154265,3260.0,2.55386,,,14.5607,,OSFC,roquette25,
199,436098523,83.75329166666667,9.8645,3916.0,2.63346,1.00133,0.61,14.4666,,OSFC,roquette25,
200,436103276,83.76279166666666,9.938,,,,,14.8383,,OSFC,roquette25,
201,436103275,83.77175000000001,9.921055555555556,4092.0,2.63933,1.017,0.64,13.9552,,OSFC,roquette25,
202,436103280,83.80058333333334,9.922694444444442,3748.0,2.39795,1.42984,,14.0436,,OSFC,roquette25,
203,436098580,83.82454166666668,9.904611111,3872.0,2.49605,1.12886,0.6,14.2225,,OSFC,roquette25,
204,436099421,83.84683333333332,9.871722222222225,3538.0,2.76611,0.524155,0.521414,15.8784,,OSFC,roquette25,
205,200516548,82.81728333333332,11.425355555555557,4106.0,2.3819,1.33113,0.643,13.6578,,OSFC,roquette25,0.004913015846147589
206,436013317,83.57629166666668,9.877055555555556,5790.3,1.09113,1.3294,1.04,13.8786,,OSFC,roquette25,
207,436158913,83.95438,10.12989,4827.0,0.207492,10.8613,,13.4275,,OSFC,roquette25,0.003245851963185123
208,284906299,79.420148,9.087364,4379.0,2.45974,2.05703,,12.5218,,OSFC,roquette25,0.0011799559733444154
209,459989537,81.046655,3.589323,4360.61,2.90118,1.02743,0.682,13.1551,,OSFC,roquette25,0.005718272181399822
210,436103268,83.81675,9.893833333333331,3725.0,2.41054,1.07204,0.56,14.6256,,OSFC,roquette25,
211,436013327,83.69652,9.80366,6189.54,1.86404,1.76218,1.19,11.9046,,OSFC,roquette25,0.0007038911101898276
212,436153933,84.08554166666666,9.871927777777778,4069.93,2.3759,1.45105,,13.5509,,OSFC,roquette25,0.0035515119756310276
213,408009818,76.632415,8.425772,2876.0,11.5094,0.232628,0.202308,15.6529,,OSFC,roquette25,
214,436243666,84.18647,9.60002,4807.0,0.29101,9.52509,,13.0077,,OSFC,roquette25,0.0016315155462730269
215,284731249,76.715537,10.132371,5728.0,0.719055,1.57061,1.02,14.2341,,OSFC,roquette25,
216,10002590411,77.088449,6.033907,,,,,16.299,,OSFC,roquette25,
217,436013394,83.69695833333334,10.045238888888887,4566.0,2.55542,1.48634,,12.7997,,OSFC,roquette25,0.001602153868263817
218,408111569,78.011264,10.331791,3153.0,,0.467229,0.464755,16.6376,,OSFC,roquette25,
219,10002227548,78.184628,12.121105,,,,,16.352,,OSFC,roquette25,
220,373490610,78.18845,8.676428,3902.0,2.58018,0.784804,0.6,14.8309,,OSFC,roquette25,0.009713622662003152
221,373490539,78.196211,8.581328,3664.0,2.72888,0.70778,0.53,15.2912,,OSFC,roquette25,
222,10002491337,78.288263,13.869779,,,,,16.329,,OSFC,roquette25,
223,262402050,78.423931,4.840672,3020.0,7.93808,0.323819,0.303958,15.1484,,OSFC,roquette25,
224,408138462,78.434219,6.209371,,,,,19.135,,OSFC,roquette25,
225,436098602,83.86208,9.99602,5121.88,0.413258,12.8515,,11.6635,,OSFC,roquette25,0.0005916745617849661
226,371626965,79.661508,8.11919,3447.0,1.96033,1.3237,,16.0248,,OSFC,roquette25,
227,411752412,78.474656,12.733699,3113.0,2.77416,0.603092,0.590604,15.6013,,OSFC,roquette25,
228,436153814,83.98293,9.52027,4621.29,0.571219,10.9243,,11.5097,,OSFC,roquette25,0.002321864826405687
229,345640746,78.930121,6.040192,2830.0,2.43798,0.622862,0.606354,16.6365,,OSFC,roquette25,
230,454188543,78.960885,4.037445,,,,,14.9546,,OSFC,roquette25,
231,345641079,79.016751,6.314627,,,,,13.3448,,OSFC,roquette25,
232,345744488,79.316361,7.229657,3045.0,,0.573264,0.565707,17.5754,,OSFC,roquette25,
233,284907738,79.377,7.360299,,,,,13.8539,,OSFC,roquette25,0.003314867185813808
234,454202210,79.404806,5.996751,4022.0,2.46105,1.37914,,13.4046,,OSFC,roquette25,
235,411985268,79.426895,12.587624,5780.0,0.0291516,0.987324,1.04,17.5037,,OSFC,roquette25,
236,284907897,79.440841,7.165197,3780.0,2.58377,0.964652,0.57,15.297,,OSFC,roquette25,
237,10001949706,79.571425,6.975822,,,,,15.79,,OSFC,roquette25,
238,467620598,79.587127,7.245774,,,,,18.313,,OSFC,roquette25,
239,436103282,83.80625000000002,9.923472222,3955.0,2.55095,1.37881,,13.4818,,OSFC,roquette25,
240,443749971,79.775866,8.276342,,,,,16.5723,,OSFC,roquette25,
241,264744691,82.516839,3.847824,3141.0,3.03975,0.660769,0.635137,15.0054,,OSFC,roquette25,
242,436154037,84.02970833333333,10.163222222222222,,,,,14.5982,,OSFC,roquette25,
243,436010083,83.671625,9.837872222222224,3186.0,2.6408,0.488025,0.486097,16.4105,,OSFC,roquette25,
244,449311078,80.030205,5.047388,,,,,13.8143,,OSFC,roquette25,
245,443755968,80.031484,7.764214,,,,,17.94,,OSFC,roquette25,
246,436248347,84.10975,9.853919444444443,3899.0,2.43592,1.01458,0.6,14.4389,,OSFC,roquette25,
247,443752841,80.058799,11.834282,4893.0,0.102113,,,15.498,,OSFC,roquette25,
248,373555335,79.909497,7.766327,3861.0,2.42804,1.49585,,14.8977,,OSFC,roquette25,
249,10001710720,80.227196,7.897324,,,,,17.356,,OSFC,roquette25,
250,443762123,80.347695,11.561594,6132.0,1.0479,1.35619,1.16,14.0095,,OSFC,roquette25,
251,436248391,84.22866666666667,9.840305555555556,4011.0,2.47182,1.25782,0.63,13.8627,,OSFC,roquette25,
252,436011486,83.67991666666668,10.03331111111111,3087.0,2.32121,0.565131,0.558663,16.4928,,OSFC,roquette25,
253,436103977,83.79583333333332,9.9625,3440.0,,0.591386,0.581003,16.0578,,OSFC,roquette25,
254,449430631,80.525929,3.497704,,,,,18.1958,,OSFC,roquette25,
255,10001833337,80.695367,9.336341,,,,,16.912,,OSFC,roquette25,
256,436098600,83.81316666666667,10.018561111111111,3636.0,2.28331,1.45874,,14.3022,,OSFC,roquette25,
257,10002227525,81.003118,8.047319,,,,,15.56,,OSFC,roquette25,
258,459989613,81.07363,3.501511,3102.0,2.64916,0.583268,0.574218,15.7739,,OSFC,roquette25,
259,436008685,83.67704166666667,10.198358333333331,4308.21,,1.24979,,12.2446,,OSFC,roquette25,0.0009400544909933528
260,264458699,81.221679,3.735286,2881.0,,0.505621,0.503583,16.0296,,OSFC,roquette25,
261,156287436,86.641754,9.914371,4031.0,2.41832,1.80185,,12.8982,,OSFC,roquette25,0.005105140858248508
262,10001699106,81.290921,8.996189,,,,,17.933,,OSFC,roquette25,
263,264463229,81.319312,3.472236,3123.0,2.70667,0.56582,0.559264,16.0224,,OSFC,roquette25,
264,47494822,81.455055,16.29449,4976.0,0.659476,3.77607,,13.3465,,OSFC,roquette25,
265,264483125,81.457495,3.04621,3067.0,3.13563,0.583416,0.574343,15.5457,,OSFC,roquette25,
266,264487471,81.565887,3.676313,3074.0,2.72543,0.571523,0.564209,16.1445,,OSFC,roquette25,
