tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,rec_prob,tr_prob,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
162286322,331.1311214825908,2.2521538370698067,25.74809110585121,5.551180905694297,4.25278457115947e+18,280.601695133408,-6.89528641611492,0.48521,14.327,,,15.168,0.046,13.568,0.056,13.228,0.06,13.176,0.052,14.8456,0.000496,15.2488,0.003055,14.2447,0.002045,,,,,,,,,UBC_102,331.1311214825908,Cantat-Gaudin2020,6722.0,2.05471,1.43,[8],1,5.551180905694297,2.2521538370698067,,0.025122681422726622,0.02215122660410438,,,0.0066314705124903,0.13812164822898712,,0,,0,,0
162951819,331.1311214825908,1.3240079597130727,2.5702738602070654,13.281863372771744,4.2527994445302313e+18,280.663751873625,-6.74619675047686,0.502866,14.6478,16.38,0.118,15.407,0.15,13.883,0.043,13.678,0.043,13.385,,15.1388,0.000576,15.5004,0.004593,14.5551,0.002051,,,,,,,,,UBC_102,331.1311214825908,Cantat-Gaudin2020,6510.0,1.6564,1.34,[8],1,13.281863372771744,1.3240079597130727,5.34671366469289e-05,0.026843028408661963,0.02447129388566754,179.08454844476464,3.38807882124819,0.0066314705124903,0.06360692988012294,0.25014127727583724,0,0.07282680923920704,0,,0
1765490667,331.1311214825908,1.0614418159698686,1.1287781094505265,4.991456710602878,4.2527790392411023e+18,280.725607386099,-7.02319573260398,0.510702,16.1433,,,17.2122,0.0464,,,,,,,16.854,0.001459,17.4031,0.010231,16.0205,0.010179,,,,,,,,,UBC_102,331.1311214825908,Cantat-Gaudin2020,5296.0,1.24666,0.91,[8],1,,,,0.051726822494610074,0.0615352784745502,,,0.0066314705124903,,,0,,0,,0
1765585988,22.387211385683376,0.9362548583370464,0.727872561265915,36.10809430472461,4.252804912109739e+18,280.556935880668,-6.63561502649442,0.315104,15.5672,,,16.3846,0.0461,,,,,,,16.1438,0.000844,16.5613,0.010002,15.4458,0.007834,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6524.0,1.89542,1.34,[8],1,36.10809430472461,0.9362548583370464,,0.044307599695337166,0.046510377243508275,,,0.0066314705124903,0.03736637471141575,,0,,0,,0
162282141,22.387211385683376,7.4234961067949,4.9434503664642815,5.200630652470411,4.253180734557141e+18,280.573233898356,-6.57180792591582,0.306445,15.5644,14.037,0.128,16.246,0.15,14.472,0.108,13.858,,13.628,,16.1078,0.000853,16.4808,0.011696,15.4284,0.009192,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6676.0,1.84561,1.41,[8],1,,,,0.08828905497921448,0.09262835731894067,,,0.0066314705124903,,,0,,0,,0
1765583578,22.387211385683376,43.24873463509599,2.270591062799328,42.03556886308553,4.252804259292672e+18,280.58511913232,-6.63176684611926,0.271423,15.7996,,,16.5871,0.046,,,,,,,16.3588,0.000952,16.7847,0.006198,15.7013,0.006082,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6651.0,1.87366,1.4,[8],1,,,,0.04914074803072291,0.05407594226218064,,,0.0066314705124903,,,0,,0,,0
162194500,22.387211385683376,2.96806996015251,4.036771276446319,76.74559690233143,4.2528045341702354e+18,280.518750447617,-6.65759163434884,0.29314,14.9012,15.531,0.123,15.993,0.15,13.906,0.06,13.628,0.094,12.713,,15.6016,0.001023,16.1788,0.003281,14.8225,0.001798,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,5737.0,3.39744,1.02,[8],1,76.74559690233143,2.96806996015251,,0.03503193322874398,0.03296854141287178,,,0.0066314705124903,0.044374101947958315,,0,,0,,0
162282423,22.387211385683376,42.686113519557416,3.3304611210028265,22.10572770164242,4.253179738124709e+18,280.620168893468,-6.59219800447416,0.295119,15.3183,15.87,0.122,16.221,0.15,14.615,0.065,15.099,,14.871,,15.8039,0.000895,16.1606,0.003566,15.2188,0.002707,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6867.0,1.96259,1.49,[8],1,22.10572770164242,42.686113519557416,,0.03304155186313636,0.03314723580749093,,,0.0066314705124903,0.05179777426928963,,0,,0,,0
162285005,22.387211385683376,3.069230176838623,11.347425385985709,5.133821347495237,4.252798899172657e+18,280.619454751025,-6.78971868408074,0.312548,15.5099,17.899,0.116,16.505,0.15,14.701,0.044,14.766,,14.522,,16.1096,0.00086,16.557,0.008358,15.392,0.005958,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6715.0,2.01997,1.43,[8],1,5.133821347495237,3.069230176838623,,0.04072427520559236,0.042284811649139074,,,0.0066314705124903,0.14304935036102964,,0,,0,,0
162953380,22.387211385683376,2.8797763143611523,1.8449227515523832,9.10782688556444,4.253176478362799e+18,280.673256801814,-6.622450326056,0.292089,15.0423,,,15.822,0.15,14.302,0.054,14.135,0.066,14.031,,15.5642,0.000706,15.9611,0.005355,14.9535,0.002718,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6567.0,2.37577,1.36,[8],1,9.10782688556444,2.8797763143611523,,0.05052454403539059,0.04850718878481958,,,0.0066314705124903,0.11674234074223246,,0,,0,,0
1766059939,22.387211385683376,6.266769948033141,3.0958310252528327,27.26365011580235,4.2531800861353953e+18,280.654468623237,-6.58653178892985,0.253319,15.5781,,,16.3052,0.0465,,,,,,,16.1023,0.000871,16.4406,0.014538,15.426,0.015518,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6681.0,2.08559,1.41,[8],1,,,,0.037504416173652765,0.03945208149086557,,,0.0066314705124903,,,0,,0,,0
162282656,22.387211385683376,5.160487162381555,0.982173323509432,25.425005157808567,4.253179467660079e+18,280.647193694548,-6.60951205324276,0.227317,15.7679,18.11,0.116,16.37,0.15,14.85,0.045,14.999,,15.048,,16.4078,0.000877,16.8894,0.017536,15.6537,0.0055,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,5944.0,2.50719,1.09,[8],1,25.425005157808567,5.160487162381555,,0.05993102948409187,0.06550905284977841,,,0.0066314705124903,0.06689872873723073,,0,,0,,0
1766063918,22.387211385683376,2.5723280351472497,9.950875116947133,89.22535124685666,4.253181391805565e+18,280.626338729656,-6.52244288680228,0.244938,15.8789,,,16.7373,0.0461,,,,,,,16.4789,0.000905,16.9482,0.008828,15.7888,0.006168,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6345.0,2.08502,1.26,[8],1,89.22535124685666,2.5723280351472497,,0.04604758683011966,0.05154835606979668,,,0.0066314705124903,0.022954861838930963,,0,,0,,0
162953935,22.387211385683376,2.834438749022371,11.670806641095028,60.169518798141056,4.253180017415895e+18,280.681143487947,-6.57782391722095,0.22927,15.6405,16.675,0.122,16.553,0.15,14.79,0.056,14.575,,14.366,,16.2135,0.000824,16.6036,0.007393,15.4914,0.005961,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6724.0,2.34921,1.43,[8],1,60.169518798141056,2.834438749022371,,0.04466095983386911,0.04756034568403417,,,0.0066314705124903,0.03224326060182804,,0,,0,,0
1765565382,22.387211385683376,0.934026733014384,0.7219637707921218,16.597915757964557,4.252799242770077e+18,280.631407294473,-6.76208768487545,0.282475,15.6202,,,16.5881,0.0461,,,,,,,16.2784,0.000898,16.805,0.008417,15.526,0.003883,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6606.0,2.27757,1.38,[8],1,16.597915757964557,0.934026733014384,,0.04270160257883662,0.04529093257703006,,,0.0066314705124903,0.0746488551247117,,0,,0,,0
1766060923,22.387211385683376,17.694311978513984,5.366014392561138,64.44308377034325,4.2531803909597353e+18,280.602329062061,-6.59428887734487,0.277617,15.983,,,16.8758,0.0465,,,,,,,16.6021,0.001008,17.0629,0.015184,15.8666,0.010758,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6256.0,1.86115,1.22,[8],1,64.44308377034325,17.694311978513984,,0.052823825536583546,0.060527069402154215,,,0.0066314705124903,0.025729067167600265,,0,,0,,0
1766063931,22.387211385683376,22.85047978174212,1.469417263710671,3.4645610466752976,4.253181421751972e+18,280.635349767319,-6.51789325868276,0.240774,15.9018,,,16.9022,0.0462,,,,,,,16.5787,0.001546,17.1267,0.007524,15.8174,0.009286,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,5842.0,2.36042,1.05,[8],1,3.4645610466752976,22.85047978174212,,0.043618263497179365,0.04907589257177933,,,0.0066314705124903,0.24082830251983972,,0,,0,,0
1766070671,22.387211385683376,0.9190097788897352,0.6831373979431138,12.76727833232674,4.253183384618721e+18,280.695187628689,-6.47225942943838,0.278462,16.1316,,,17.1672,0.0475,,,,,,,16.8266,0.001306,17.3473,0.011378,16.0014,0.02319,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,5653.0,2.0085,1.0,[8],1,12.76727833232674,0.9190097788897352,,0.05752375243733818,0.06823989973425933,,,0.0066314705124903,0.08730111069529511,,0,,0,,0
162282263,22.387211385683376,3.066297237858415,11.216295573557735,93.48428974803042,4.2531801548549e+18,280.6370034195,-6.58012796506116,0.23875,15.5247,17.039,0.12,16.561,0.15,14.777,0.047,15.413,,15.118,,16.0702,0.000992,16.4815,0.012744,15.4272,0.00639,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6552.0,2.3218,1.36,[8],1,93.48428974803042,3.066297237858415,,0.05595055447282148,0.05825697712240266,,,0.0066314705124903,0.024156438214754643,,0,,0,,0
162282224,22.387211385683376,13.104339557215742,4.629504743115203,38.99914761692498,4.2531805971181824e+18,280.615483388049,-6.57722970769121,0.281571,15.6332,17.145,0.132,16.623,0.15,14.848,0.071,14.847,,14.72,,16.1759,0.000845,16.5873,0.018239,15.5346,0.005713,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6751.0,1.91929,1.44,[8],1,38.99914761692498,13.104339557215742,,0.04670746746486184,0.04966749168222,,,0.0066314705124903,0.035091061872813974,,0,,0,,0
162282452,22.387211385683376,1.760272558683415,8.292333285100213,32.94028371185825,4.253179708178275e+18,280.643061937884,-6.59428423851306,0.285654,15.4035,,,16.372,0.15,14.355,0.157,11.722,,11.156,,15.9468,0.000671,16.3472,0.005259,15.2981,0.002394,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6508.0,2.11683,1.34,[8],1,32.94028371185825,1.760272558683415,,0.5512015110269108,0.5612674558431937,,,0.0066314705124903,0.04436559489009251,,0,,0,,0
1765565539,22.387211385683376,3.706020525762472,29.386887052785784,22.840323456284057,4.25279930709129e+18,280.621968792533,-6.74213218236316,0.299471,16.0222,,,16.9811,0.0465,,,,,,,16.6771,0.001552,17.1749,0.01379,15.9086,0.010062,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6118.0,1.82788,1.15,[8],1,22.840323456284057,3.706020525762472,,0.05213201154977812,0.06027382877207585,,,0.0066314705124903,0.05145888654138983,,0,,0,,0
1766068527,22.387211385683376,12.458050055790922,10.779546000466862,86.28252805905471,4.2531826243428e+18,280.67298604102,-6.52498897549138,0.27496,15.7763,,,16.5508,0.0461,,,,,,,16.3291,0.000912,16.7342,0.004269,15.6682,0.010467,,,,,,,,,UBC_103,22.387211385683376,Cantat-Gaudin2020,6360.0,1.87088,1.26,[8],1,86.28252805905471,12.458050055790922,,0.058836994626126765,0.06442706176993447,,,0.0066314705124903,0.021063020977358727,,0,,0,,0
162279909,64.56542290346549,1.4299909743545265,3.481591908316539,90.43963022106938,4.253375111956979e+18,280.57447275457,-6.40014459061895,0.289929,14.6274,15.658,0.118,15.371,0.172,13.871,0.048,13.628,0.082,13.543,0.08,15.1777,0.000503,15.6122,0.001706,14.5467,0.001764,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6646.0,3.00981,1.4,[8],1,90.43963022106938,1.4299909743545265,,0.024265582031386873,0.02206980164746917,,,0.0066314705124903,0.031705701566381965,,0,,0,,0
162958347,64.56542290346549,1.6842213875615593,6.852293833099304,11.045441578964988,4.253382529290492e+18,280.677253682169,-6.2650531590183,0.294561,15.8196,17.27,0.135,16.411,0.15,14.83,0.077,14.922,,14.571,,16.419,0.001396,16.8277,0.022737,15.6684,0.008546,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6438.0,1.84965,1.3,[8],1,11.045441578964988,1.6842213875615593,,0.047867277747551215,0.05290022928524819,,,0.0066314705124903,0.08113343585527386,,0,,0,,0
1766764287,64.56542290346549,0.9682393143324344,0.8170759535297977,9.357012601054675,4.253378371761439e+18,280.682350121369,-6.36585418224217,0.254673,16.2484,,,17.2761,0.0466,,,,,,,16.9393,0.001322,17.4429,0.011785,16.105,0.01274,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6132.0,1.9426,1.16,[8],1,9.357012601054675,0.9682393143324344,,0.07078695941136882,0.08639450738163444,,,0.0066314705124903,0.09885972445532619,,0,,0,,0
1766819931,64.56542290346549,1.6098110325379396,5.657800898418021,50.90051887747783,4.253397067832533e+18,280.642640221615,-6.17844251854613,0.333489,15.8869,,,16.8141,0.046,,,,,,,16.5247,0.001163,17.0223,0.005984,15.7892,0.006591,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6208.0,1.72231,1.19,[8],1,,,,0.04746543970489404,0.05322909355738994,,,0.0066314705124903,,,0,,0,,0
162958665,64.56542290346549,1.1538990088065753,1.5282247026833506,19.904506423476555,4.2533841142094863e+18,280.691206227377,-6.24214331154473,0.310234,15.9519,18.181,0.146,16.8106,0.0462,15.093,0.096,13.775,,13.429,,16.5519,0.001004,17.0051,0.012016,15.845,0.008096,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6405.0,1.66832,1.29,[8],1,,,,0.04907103239834678,0.05583218142487344,,,0.0066314705124903,,,0,,0,,0
1766781723,64.56542290346549,1.2065005590706936,1.8033972683441184,15.730747296293249,4.2533840067595766e+18,280.74256812282,-6.22812260808519,0.317135,16.2693,,,17.2756,0.0466,,,,,,,16.9493,0.001174,17.5047,0.01378,16.1894,0.011596,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,5925.0,1.62788,1.08,[8],1,15.730747296293249,1.2065005590706936,,0.056733235319706955,0.06960210054489452,,,0.0066314705124903,0.060006051432457234,,0,,0,,0
162957134,64.56542290346549,3.316978090707804,31.446271742823896,27.007966456537165,4.253378822809536e+18,280.71273818645,-6.34472079707279,0.319668,15.3218,18.427,0.119,15.878,0.15,14.439,0.067,13.51,,13.48,,15.8718,0.000844,16.2665,0.00289,15.2013,0.004096,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6657.0,2.00796,1.4,[8],1,27.007966456537165,3.316978090707804,0.00022835539160220408,0.0466310247092404,0.04680823746587075,237.08243744314458,1.6661750551422185,0.0066314705124903,0.04734396267061742,0.43821385788032263,0,0.13738496648314866,0,,0
162958170,64.56542290346549,1.386935202496178,3.0829793112583785,12.189431781966704,4.2533823574917166e+18,280.70124227826,-6.27620162251526,0.301201,15.4391,16.598,0.136,16.563,0.15,14.578,0.08,13.835,,13.643,,15.9814,0.001015,16.3823,0.004906,15.3294,0.002105,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6801.0,1.9794,1.46,[8],1,,,,0.042541939793894396,0.04359766278377212,,,0.0066314705124903,,,0,,0,,0
1766782249,64.56542290346549,1.409285812472099,3.284765757294537,5.861940388997674,4.2533841829289344e+18,280.722869407282,-6.22959913592056,0.307732,15.2983,,,16.1021,0.0459,,,,,,,15.8667,0.000748,16.3168,0.004129,15.2151,0.004377,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6659.0,2.15445,1.4,[8],1,5.861940388997674,1.409285812472099,,0.031535070547930005,0.03152835766961518,,,0.0066314705124903,0.14065212340921582,,0,,0,,0
1766850476,64.56542290346549,1.6659220704827722,6.540036491240822,29.7228892663219,4.2534090937423247e+18,280.774487380444,-6.14829096103753,0.340299,16.112,,,17.114,0.0463,,,,,,,16.7897,0.000997,17.33,0.010655,16.0189,0.00892,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,5750.0,1.66581,1.03,[8],1,,,,0.044967187526479886,0.053095486691086796,,,0.0066314705124903,,,0,,0,,0
162957946,64.56542290346549,4.685828280305288,3.5027976006558976,6.062153625501878,4.253379338205712e+18,280.720987763432,-6.28984894959952,0.319821,15.3519,17.343,0.117,16.131,0.0459,14.478,0.043,14.372,,14.352,,15.9064,0.000911,16.3265,0.004052,15.2529,0.004159,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6630.0,1.99666,1.39,[8],1,,,,0.0364608104110043,0.03679025041611967,,,0.0066314705124903,,,0,,0,,0
162957329,64.56542290346549,2.77439729444601,8.38010039377113,39.33351716820864,4.2533782043341937e+18,280.757178115926,-6.3317869309722,0.293362,15.838,16.277,0.117,16.8509,0.046,14.977,0.054,14.417,,14.296,,16.5214,0.001218,17.062,0.006997,15.7397,0.004628,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6035.0,2.10783,1.12,[8],1,,,,0.0485170126946226,0.05383114460359782,,,0.0066314705124903,,,0,,0,,0
1766782511,64.56542290346549,2.834123887155853,0.71226792554342,27.053398199369852,4.2533842860081777e+18,280.725933518749,-6.21188579775372,0.351209,15.7787,,,16.6929,0.0465,,,,,,,16.4092,0.00088,16.8852,0.017848,15.6653,0.004689,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6337.0,1.69691,1.25,[8],1,,,,0.08639330204853383,0.09464940654890402,,,0.0066314705124903,,,0,,0,,0
162956768,64.56542290346549,3.556521812242107,4.0589416071732565,27.81848338886536,4.253377993804298e+18,280.741153013951,-6.37025093811416,0.296979,15.7299,15.378,0.15,16.845,0.15,14.716,0.115,13.293,,12.747,,16.3204,0.000849,16.7503,0.008838,15.6095,0.00452,,,,,,,,,UBC_104,64.56542290346549,Cantat-Gaudin2020,6369.0,1.89137,1.27,[8],1,27.81848338886536,3.556521812242107,,0.039942448458558905,0.04331528119076955,,,0.0066314705124903,0.04516823359409688,,0,,0,,0
1772389408,83.17637711026708,2.808303433186043,20.056043934722823,43.81187364747637,4.256526896366221e+18,280.273025761152,-5.2996901806305,0.41822,15.9197,,,17.3121,0.0463,,,,,,,16.7881,0.001032,17.5596,0.00832,15.8693,0.006127,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,5630.0,1.99776,1.0,[0],1,,,,0.0778939793024791,0.08798930913522134,,,0.0066314705124903,,,0,,0,,0
1772356588,83.17637711026708,2.2187736211285896,4.8663609872072495,68.31826215477274,4.256507139516166e+18,280.250903595137,-5.46032755701246,0.463186,15.7373,,,16.9509,0.0462,,,,,,,16.5215,0.001009,17.1966,0.00851,15.6743,0.004918,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,5810.0,1.71453,1.04,[0],1,68.31826215477274,2.2187736211285896,,0.042982398808663606,0.046683503536229555,,,0.0066314705124903,0.024043051447141195,,0,,0,,0
180630029,83.17637711026708,1.0117335642741938,0.9523713063054,93.67795532008188,4.256513358628994e+18,280.261695281061,-5.40267407730708,0.439704,15.154,17.432,0.111,16.273,0.15,14.037,0.036,13.66,0.044,13.478,,15.8949,0.000885,16.5313,0.005573,15.0866,0.003439,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,6690.0,2.12703,1.42,[0],1,,,,0.031113776344265483,0.03038334583552309,,,0.0066314705124903,,,0,,0,,0
1772371947,83.17637711026708,1.486371350688874,4.069178447546936,35.26120375545741,4.256513835330868e+18,280.308768036271,-5.38227430394003,0.445225,15.3827,,,16.6663,0.0461,,,,,,,16.2005,0.000865,16.9228,0.006391,15.3338,0.004688,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,5929.0,2.17299,1.08,[0],1,,,,0.05291074655191705,0.05367816619422168,,,0.0066314705124903,,,0,,0,,0
1772377689,83.17637711026708,1.803255120713188,9.216862454137818,96.79687005081594,4.256516343592007e+18,280.317416093967,-5.31511390254123,0.444158,14.7685,,,16.0153,0.046,,,,,,,15.5678,0.000962,16.2317,0.003628,14.6759,0.003903,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,6411.0,2.74715,1.29,[0],1,96.79687005081594,1.803255120713188,,0.02961235445540197,0.02739065397546199,,,0.0066314705124903,0.028422247102047323,,0,,0,,0
1772363034,83.17637711026708,3.4527333402060147,9.830314526522274,12.967236576703533,4.2565099569786327e+18,280.312404022552,-5.46553773783849,0.506011,15.7912,,,17.0782,0.046,,,,,,,16.6104,0.000925,17.2803,0.004668,15.6877,0.00527,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,5636.0,1.64274,1.0,[0],1,12.967236576703533,3.4527333402060147,,0.04733121191099337,0.0519917646591154,,,0.0066314705124903,0.07066711473057542,,0,,0,,0
180867657,83.17637711026708,1.777257179332005,8.647551483901339,7.453110365333896,4.2565117093609257e+18,280.471890364877,-5.37139729424634,0.444477,14.933,17.234,0.115,16.317,0.15,13.829,0.045,13.416,0.09,12.576,,15.7113,0.000806,16.4004,0.004736,14.888,0.002035,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,6270.0,2.4809,1.22,[0],1,,,,0.03801657412361374,0.03593349701279381,,,0.0066314705124903,,,0,,0,,0
180861937,83.17637711026708,2.955218050060238,12.055628447152294,22.939204445343005,4.2565108803989176e+18,280.466627021064,-5.42442281517614,0.485104,15.4623,14.654,0.115,16.8355,0.0461,14.156,0.07,12.379,,12.154,,16.3217,0.00098,17.0997,0.005823,15.4268,0.00574,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,5590.0,2.11823,0.99,[0],1,,,,0.04046421066100455,0.04164461821528526,,,0.0066314705124903,,,0,,0,,0
180853662,83.17637711026708,9.287958778701958,1.307166682596389,27.35198272953941,4.256512293441156e+18,280.410794397477,-5.36487621114052,0.498491,14.8591,14.49,0.114,16.477,0.15,13.746,0.062,13.492,0.107,12.684,,15.525,0.000841,16.0647,0.004597,14.7679,0.005286,,,,,,,,,UBC_105,83.17637711026708,Cantat-Gaudin2020,6729.0,1.94252,1.43,[0],1,,,,0.3103863868112511,0.29046259225990395,,,0.0066314705124903,,,0,,0,,0
1772364111,158.4893192461111,1.923464069505965,1.7147429280222295,75.31026043983178,4.2565101975327775e+18,280.326872443429,-5.41804606597857,0.359736,15.619,,,16.7649,0.0481,,,,,,,16.3695,0.001069,16.9306,0.025455,15.4733,0.012605,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,6274.0,2.11939,1.22,[0],1,75.31026043983178,1.923464069505965,,0.06845953706190436,0.0725935594788915,,,0.0066314705124903,0.026407968189911195,,0,,0,,0
180858186,158.4893192461111,2.564918491691357,9.968408383719792,26.13498818631133,4.256509613416878e+18,280.398475689062,-5.43807893120989,0.397535,15.6092,18.337,0.106,16.908,0.309,14.287,0.043,13.355,0.072,12.764,0.053,16.4103,0.000981,17.1057,0.015101,15.55,0.001814,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5856.0,2.1436,1.06,[0],1,,,,0.05264879095693049,0.0557203406140916,,,0.0066314705124903,,,0,,0,,0
180862856,158.4893192461111,1.680552615171881,6.788678871001393,27.29920027224348,4.256512224757325e+18,280.373748324486,-5.38009439401441,0.417986,15.76,17.411,-0.174,16.69,0.15,14.717,0.096,14.277,,14.296,,16.5429,0.001095,17.2262,0.008719,15.7019,0.004709,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,6483.0,1.81196,1.32,[0],1,27.29920027224348,1.680552615171881,,0.04658398519256417,0.050835376659860994,,,0.0066314705124903,0.043258437628234024,,0,,0,,0
1767102217,158.4893192461111,1.2537950879195985,2.084934980981725,14.536971630306107,4.253499214959527e+18,280.324976876805,-5.63273084661694,0.34931,16.0827,,,17.3808,0.0462,,,,,,,16.9073,0.001266,17.6011,0.007458,15.9984,0.006128,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5722.0,2.03797,1.02,[0],1,14.536971630306107,1.2537950879195985,,0.054128912172266355,0.06347177974357872,,,0.0066314705124903,0.0807040354595055,,0,,0,,0
180853549,158.4893192461111,2.504126462586781,3.4314351120455227,28.187962651021937,4.256509029301252e+18,280.378882871977,-5.47417013179209,0.356259,15.539,,,16.642,0.15,14.502,0.095,13.189,,12.512,,16.2154,0.000947,16.7514,0.008229,15.4335,0.006005,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,6739.0,1.97319,1.44,[0],1,28.187962651021937,2.504126462586781,,0.04629852928003426,0.04833816933190553,,,0.0066314705124903,0.04479392316793829,,0,,0,,0
1772392614,158.4893192461111,33.47334147305597,2.968202543728818,13.30916364161091,4.256529056695451e+18,280.340733656251,-5.23801278836714,0.431247,15.3062,,,16.5128,0.0462,,,,,,,16.0847,0.000959,16.7555,0.006169,15.2356,0.007992,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,6712.0,2.13507,1.43,[0],1,,,,0.0375263254869181,0.037568694633673565,,,0.0066314705124903,,,0,,0,,0
180859338,158.4893192461111,1.113520903054063,1.3414698974407202,2.876414035912146,4.256511915519396e+18,280.427218393869,-5.40202395791931,0.422881,15.6373,17.592,0.139,16.7962,0.0475,14.44,0.087,13.355,,12.722,,16.3942,0.001322,16.9939,0.020983,15.5239,0.012061,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,6272.0,1.84768,1.22,[0],1,,,,0.04065647741750312,0.04326829979437283,,,0.0066314705124903,,,0,,0,,0
1772366555,158.4893192461111,0.9737601036125676,0.833329266856371,16.784712719356012,4.256511400085588e+18,280.491584289455,-5.40385745460174,0.410184,15.8087,,,17.1183,0.0472,,,,,,,16.6388,0.000975,17.3522,0.017611,15.7389,0.00824,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5934.0,1.9756,1.08,[0],1,,,,0.10184607490220896,0.11229218593643779,,,0.0066314705124903,,,0,,0,,0
1772368283,158.4893192461111,4.245150400844084,13.314882736142442,2.4976031725419587,4.256512465276889e+18,280.468190279299,-5.36184854428265,0.437838,16.0098,,,17.3366,0.0464,,,,,,,16.848,0.001204,17.5809,0.011557,15.9515,0.005236,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5910.0,1.73486,1.07,[0],1,2.4976031725419587,4.245150400844084,,0.0526406135852377,0.060688236504332395,,,0.0066314705124903,0.21877668303063072,,0,,0,,0
180853535,158.4893192461111,2.426565207505918,3.6793130593967054,9.886446938666854,4.253506400532888e+18,280.470268962623,-5.51047958466091,0.397982,14.9809,17.732,0.102,16.265,0.115,13.714,0.03,13.109,0.033,12.868,0.054,15.8198,0.000932,16.5623,0.005071,14.9305,0.003557,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5645.0,3.06462,1.0,[0],1,9.886446938666854,2.426565207505918,5.246465821836332e-05,0.03280656597951744,0.031217921622612006,212.23948234564804,4.551685785517204,0.0066314705124903,0.15796587914112495,0.5318724356224243,0,0.07210511641917326,0,,0
