tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,rec_prob,tr_prob,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
397839498,346.736850452531,2.643445191677537,1.440790790927536,79.24626582268694,4.320212740157945e+18,288.417426230329,14.3148054865262,0.60519,15.2186,18.284,0.167,16.7473,0.0461,13.912,0.026,13.451,0.031,13.217,0.038,16.1487,0.000765,17.0223,0.006091,15.2104,0.002399,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5905.0,2.06287,1.07,[9],1,,,,0.03267308174438993,0.032236892974991466,,,0.0066314705124903,,,0,,0,,0
394306565,346.736850452531,2.880150404939255,18.720337681889536,3.851725102246936,4.313995482942418e+18,286.796252303995,12.7305791344568,0.479453,15.5919,18.421,0.072,16.8145,0.046,14.473,0.042,14.163,0.054,13.903,0.069,16.3804,0.00075,17.0782,0.006279,15.5471,0.003727,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5731.0,1.80544,1.02,[9],1,3.851725102246936,2.880150404939255,0.00021296115500080002,0.04123164980221894,0.04348947974842969,144.05216799386716,11.683076752738371,0.0066314705124903,0.1733110675756473,0.20553395369739613,0,0.2919812020924269,0,,0
394420612,346.736850452531,2.793288410842599,10.406924160957384,8.347029547509226,4.31391257289e+18,286.94632551653,12.3942877788946,0.370873,15.9641,18.475,0.07,17.2337,0.0462,14.818,0.037,14.444,0.055,14.283,0.088,16.7736,0.001056,17.4899,0.009857,15.9112,0.00361,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,6580.0,1.90498,1.37,[9],1,,,,0.047171226483645155,0.05381869280113327,,,0.0066314705124903,,,0,,0,,0
394842045,346.736850452531,1.3355290668778652,0.931846651995103,14.969944575994893,4.314119555979376e+18,287.016727736221,13.2572806675875,0.528661,16.5124,18.721,0.09,17.7777,0.0461,15.394,0.065,14.753,0.067,14.687,0.137,17.3199,0.00094,17.9732,0.007723,16.3986,0.004073,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5299.0,1.16184,0.91,[9],1,,,,0.06357713625269129,0.08301639637262849,,,0.0066314705124903,,,0,,0,,0
395040219,346.736850452531,1.0282567972760064,1.008310897362499,14.505230094843268,4.512838140738917e+18,287.13333907172,15.6817792996041,0.493721,13.4464,15.152,0.054,14.289,0.08,12.498,0.022,12.199,0.025,12.053,0.025,14.0512,0.000241,14.5454,0.001579,13.3745,0.001723,11.936,0.025,12.025,0.022,12.175,0.349,9.033,,Theia4226,346.736850452531,Kounkel2020,6479.0,3.44211,1.32,[9],1,,,,0.013482844590418637,0.011195840659976973,,,0.0066314705124903,,,0,,0,,0
394961043,346.736850452531,1.9842867370115715,2.642949153784366,30.42428296670681,4.314129898225215e+18,287.212538069319,13.4362328884188,0.476796,14.9516,15.127,0.0,15.811,0.195,13.778,0.031,13.381,0.036,13.166,0.039,15.6902,0.000367,16.2864,0.003448,14.8528,0.002164,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5554.0,2.27757,0.98,[9],1,30.42428296670681,1.9842867370115715,,0.02894287130741778,0.02742779437077155,,,0.0066314705124903,0.05586369070953848,,0,,0,,0
1805390540,346.736850452531,3.46933077043242,0.7646578671893929,69.97568486298823,4.512656068485309e+18,287.346310199516,15.10207693382,0.629379,15.642,,,17.0413,0.0461,,,,,,,16.5122,0.001087,17.2875,0.006812,15.5887,0.004361,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5304.0,1.59257,0.91,[9],1,,,,0.056159925029054536,0.05982371560446445,,,0.0066314705124903,,,0,,0,,0
395479375,346.736850452531,0.9864638870296096,0.8717252276886992,6.978595293430813,4.314113027628213e+18,287.43325755274,13.3403026748929,0.583992,15.5675,18.047,0.068,16.6919,0.0459,14.56,0.031,14.134,0.04,13.989,0.066,16.3071,0.000465,16.9283,0.003777,15.492,0.002008,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5484.0,1.43049,0.96,[9],1,,,,0.04081858303450835,0.04285038326933416,,,0.0066314705124903,,,0,,0,,0
396526759,346.736850452531,3.006149278741829,8.210346341278104,56.35633763202674,4.313278566992165e+18,287.938251767405,12.6465140387509,0.453768,16.3315,19.168,0.18,17.8343,0.0464,14.906,0.07,14.445,0.062,13.707,,17.2501,0.000708,18.0601,0.01084,16.2711,0.003687,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5907.0,1.61231,1.07,[9],1,56.35633763202674,3.006149278741829,,0.05550415463659205,0.06916507863007093,,,0.0066314705124903,0.025462767080739437,,0,,0,,0
396624261,346.736850452531,2.7718032369500456,34.4099626010246,2.6708275022264454,4.314096569309174e+18,287.929576385233,13.5388526110594,0.733593,14.7432,17.777,0.167,16.461,0.137,13.454,0.023,13.062,0.025,12.865,0.033,15.6432,0.000403,16.4803,0.003341,14.7283,0.001293,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5916.0,2.03365,1.08,[9],1,2.6708275022264454,2.7718032369500456,,0.028975483444607177,0.02671764406820937,,,0.0066314705124903,0.24448443585754184,,0,,0,,0
394753552,346.736850452531,2.286970590152081,6.01045514888809,13.204809246824173,4.314361139290718e+18,287.091991418163,13.7690697746405,0.421223,15.9364,18.473,0.07,17.1388,0.046,14.827,0.036,14.599,0.058,14.532,0.111,16.7143,0.000562,17.3939,0.006925,15.8808,0.002541,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5433.0,1.76464,0.95,[9],1,,,,0.052921421821784526,0.060003708852351394,,,0.0066314705124903,,,0,,0,,0
395483699,346.736850452531,1.1690664935965038,1.6037163628462296,8.444984786809533,4.314352549354704e+18,287.431649120264,13.7789178392701,0.536167,15.4478,17.644,0.072,16.818,0.15,14.176,0.039,13.758,0.051,13.421,,16.2842,0.000661,17.0091,0.007659,15.3804,0.002556,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5462.0,1.91096,0.95,[9],1,8.444984786809533,1.1690664935965038,,0.03847610733747208,0.03949347539711008,,,0.0066314705124903,0.11129900905547802,,0,,0,,0
396416461,346.736850452531,3.1171164113096017,3.9280259172975054,13.8017035906983,4.3140434147846057e+18,287.775128963324,13.0427119082697,0.384928,16.2233,19.439,0.17,17.803,0.0464,14.662,0.044,14.142,0.054,13.87,0.069,17.1742,0.00068,18.0321,0.009842,16.1732,0.003418,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,6547.0,2.00732,1.35,[9],1,,,,0.05574374513902075,0.067614785119897,,,0.0066314705124903,,,0,,0,,0
397201354,346.736850452531,1.1952972334373444,1.7415809992798894,4.218626176479074,4.313293719624645e+18,288.185003249802,12.8336627126265,0.560416,15.7479,18.657,0.17,17.3007,0.046,14.474,0.035,13.976,0.036,13.707,0.051,16.6874,0.000556,17.5755,0.005844,15.7407,0.002118,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,6462.0,1.7243,1.31,[9],1,4.218626176479074,1.1952972334373444,,0.04316942043800853,0.046990169320885886,,,0.0066314705124903,0.1433139671555275,,0,,0,,0
397082264,346.736850452531,22.20918863413097,2.570935983864744,5.8580967023610455,4.3140887652860457e+18,287.971210754699,13.3360810314253,0.621033,15.7119,19.028,0.168,17.2552,0.0461,14.339,0.032,13.892,0.036,13.739,0.06,16.6482,0.000669,17.523,0.006941,15.6979,0.002305,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5620.0,1.66025,1.0,[9],1,5.8580967023610455,22.20918863413097,,0.04859688619813084,0.05250522465886129,,,0.0066314705124903,0.1213060929527268,,0,,0,,0
299258859,346.736850452531,1.2111083600167394,1.829346941879812,2.7316444376904125,4.320231878537677e+18,289.074805249204,14.0950692880204,0.665548,15.296,18.008,0.068,16.467,1.133,14.144,0.035,13.712,0.036,13.578,0.039,16.0719,0.000641,16.7507,0.005052,15.245,0.002243,,,,,,,,,Theia4226,346.736850452531,Kounkel2020,5865.0,1.45507,1.06,[9],1,2.7316444376904125,1.2111083600167394,,0.03635919454556047,0.036337299309950395,,,0.0066314705124903,0.17339875281198733,,0,,0,,0
354377019,346.736850452531,1.1093958812687064,1.3235040709371528,23.33479400831015,4.5138149193623183e+18,285.396410981786,16.3225277538247,0.65902,13.9762,16.239,0.057,15.299,0.286,12.921,0.022,12.482,0.019,12.381,0.023,14.7151,0.00026,15.3669,0.001791,13.9337,0.00086,12.264,0.026,12.302,0.027,12.409,0.42,9.118,,Theia4234,346.736850452531,Kounkel2020,5647.0,2.59962,1.0,[9],1,23.33479400831015,1.1093958812687064,,0.024849864805973145,0.02128885902479604,,,0.0066314705124903,0.07558820619838476,,0,,0,,0
356275209,346.736850452531,4.837137302277099,1.231793997783167,40.99026842922116,4.513931738143523e+18,286.219929996769,16.9236384527974,0.581578,14.7926,15.683,0.075,15.435,0.309,13.75,0.041,13.343,0.044,13.327,0.049,15.4468,0.000506,15.9774,0.003744,14.713,0.002743,,,,,,,,,Theia4234,346.736850452531,Kounkel2020,5764.0,1.76762,1.03,[9],1,40.99026842922116,4.837137302277099,,0.029235037428567024,0.027123820415009457,,,0.0066314705124903,0.034957159885381464,,0,,0,,0
355594811,346.736850452531,2.124574009447457,7.95470693210417,17.321311895448552,4.5129611786090414e+18,285.899185500334,15.5159544258788,0.504521,16.0924,18.004,0.076,17.5193,0.0461,14.776,0.044,14.221,0.048,14.107,0.08,16.9733,0.000782,17.7955,0.00673,16.0686,0.00367,,,,,,,,,Theia4234,346.736850452531,Kounkel2020,5074.0,1.67003,0.85,[9],1,17.321311895448552,2.124574009447457,,0.0650307426669285,0.07642996462879824,,,0.0066314705124903,0.062528439964074,,0,,0,,0
355021605,346.736850452531,2.570969081342801,18.420932499591306,27.017191077885467,4.513841479441227e+18,285.611030052571,16.510213139455,0.564837,15.4264,17.23,0.072,16.404,0.15,14.442,0.035,14.0,,14.068,,16.1095,0.000573,16.6965,0.003691,15.3749,0.002301,13.825,0.031,13.914,0.043,12.336,,8.389,,Theia4234,346.736850452531,Kounkel2020,5816.0,1.41241,1.05,[9],1,27.017191077885467,2.570969081342801,,0.04115853645794779,0.04208295752085888,,,0.0066314705124903,0.03664525136628203,,0,,0,,0
354623045,346.736850452531,3.248159373044313,7.43318655153208,72.56458571422814,4.513851576874502e+18,285.554889712147,16.5898700094808,0.591378,16.1073,18.682,0.072,17.3078,0.0462,14.98,0.041,14.507,0.051,14.427,0.101,16.8824,0.000848,17.5743,0.00975,16.0595,0.00502,14.455,0.027,15.005,0.068,12.799,,9.215,,Theia4234,346.736850452531,Kounkel2020,5135.0,1.21643,0.87,[9],1,,,,0.10037773029163555,0.11838984936467754,,,0.0066314705124903,,,0,,0,,0
354513715,346.736850452531,2.68254361718885,28.70940032611352,55.27605828346894,4.513966067858439e+18,285.575322023814,16.9352096237434,0.462839,14.1598,15.779,0.067,15.006,0.217,13.286,0.024,13.043,0.025,12.956,0.032,14.7297,0.000365,15.1967,0.003196,14.097,0.001524,12.688,0.029,12.758,0.03,11.857,,9.162,,Theia4234,346.736850452531,Kounkel2020,6357.0,2.51256,1.26,[9],1,,,,0.01949458427411991,0.01693889683165001,,,0.0066314705124903,,,0,,0,,0
53165681,346.736850452531,3.942234084061808,21.355929559704528,36.88708823197742,3.1039982609661844e+18,99.7456984169342,-4.26598149752391,0.599604,14.4551,16.043,0.129,15.088,0.115,13.662,0.032,13.405,0.03,13.358,0.037,14.9676,0.000807,15.3775,0.004056,14.3831,0.003033,12.904,0.024,12.822,0.026,12.426,0.421,8.809,,Theia4239,346.736850452531,Kounkel2020,6830.0,1.56967,1.47,[4],1,36.88708823197742,3.942234084061808,,0.03942425541761572,0.03519696500931218,,,0.0066314705124903,0.02958011199223113,,0,,0,,0
36547941,346.736850452531,3.090661555727458,1.7411667703496816,30.612659431920093,3.1003729306142413e+18,102.243230394768,-5.84317935895058,0.459914,15.8231,17.377,0.266,16.556,0.252,14.962,0.042,14.646,0.063,14.396,0.079,16.3724,0.000873,16.8151,0.006087,15.7584,0.004181,14.542,0.031,14.578,0.056,12.114,,8.363,,Theia4239,346.736850452531,Kounkel2020,5676.0,1.19455,1.01,[13],1,30.612659431920093,3.090661555727458,,0.05017014721690374,0.055486914368679495,,,0.0066314705124903,0.02888750178202417,,0,,0,,0
52825681,346.736850452531,1.7290328974004836,7.671923381501963,43.61387720164363,3.1048186985008983e+18,99.3541182513274,-3.99561465794206,0.534002,16.2081,18.035,0.055,17.2512,0.0462,15.216,0.042,14.762,0.065,14.57,0.095,16.9071,0.001192,17.5079,0.010755,16.1545,0.005716,14.633,0.035,14.698,0.065,12.695,,8.964,,Theia4239,346.736850452531,Kounkel2020,5760.0,1.08076,1.03,[4],1,,,,0.06595893834049088,0.07970783135195122,,,0.0066314705124903,,,0,,0,,0
36099616,346.736850452531,2.4222671365551,15.191346134911225,83.02403581871651,3.100429864699548e+18,101.827210711389,-5.77235677168956,0.592863,16.1489,16.498,0.075,16.431,0.23,15.419,0.054,14.992,0.08,15.167,0.158,16.6918,0.001094,17.1365,0.004303,16.0915,0.00452,14.807,0.035,14.955,0.08,12.555,,8.898,,Theia4239,346.736850452531,Kounkel2020,5556.0,0.815649,0.98,[13],1,83.02403581871651,2.4222671365551,,0.053030314595663305,0.06317084645922151,,,0.0066314705124903,0.010244848478922812,,0,,0,,0
123547859,346.736850452531,4.297643531970836,3.956191459946503,60.24363622914499,3.099583446903584e+18,102.899145964772,-6.19945219192133,0.347249,16.2653,18.015,0.123,17.1586,0.0461,15.313,0.056,14.903,0.083,14.728,0.129,16.885,0.001023,17.4022,0.010918,16.206,0.004714,14.779,0.036,14.878,0.07,12.335,,9.103,,Theia4239,346.736850452531,Kounkel2020,6084.0,1.35684,1.14,[13],1,,,,0.19613207864207802,0.24038172353389528,,,0.0066314705124903,,,0,,0,,0
120744962,346.736850452531,2.0895866143007136,4.81757250168083,67.644406543532,3.0995494307633085e+18,102.469197868452,-6.4699907510559,0.352281,16.3648,17.75,0.122,17.1956,0.0464,15.423,0.052,14.986,0.06,14.988,0.127,16.9501,0.001339,17.4186,0.016427,16.2911,0.00632,14.801,0.035,15.0,0.073,12.525,,8.557,,Theia4239,346.736850452531,Kounkel2020,5904.0,1.23549,1.07,[13],1,67.644406543532,2.0895866143007136,,0.0749235461022188,0.09415693813381365,,,0.0066314705124903,0.017275748193068603,,0,,0,,0
123408266,346.736850452531,2.7122261736130264,13.749515391197502,24.96109254613225,3.099470987481588e+18,102.821568661711,-6.98193698987484,0.403039,15.4708,17.128,0.279,15.799,0.229,14.694,0.033,14.374,0.044,14.458,0.095,15.9839,0.000855,16.3891,0.006729,15.4039,0.003542,14.273,0.03,14.327,0.052,12.077,,8.782,,Theia4239,346.736850452531,Kounkel2020,6188.0,1.46524,1.18,[13],1,24.96109254613225,2.7122261736130264,,0.059962938271372376,0.06180885267746829,,,0.0066314705124903,0.038546580181797185,,0,,0,,0
281717008,346.736850452531,2.5337038572337907,3.252363363840527,36.7488813023062,3.1019407654747494e+18,102.537867907541,-5.30167951978195,0.976637,13.0407,14.016,0.037,13.518,0.057,12.424,0.023,12.207,0.022,12.21,0.023,13.4212,0.000362,13.7063,0.001646,12.9788,0.00181,12.117,0.023,12.128,0.024,11.372,0.208,8.692,,Theia4239,346.736850452531,Kounkel2020,6592.0,1.55891,1.37,[13],1,36.7488813023062,2.5337038572337907,0.0002210577766301413,0.012842853113748,0.010491704676510834,214.53250367696384,1.2245270714451923,0.0066314705124903,0.030150759449340946,0.8023327137159829,0,0.44096788219039945,0,,0
282392267,346.736850452531,1.2918044309563423,2.337059681579,8.570647674725395,3.101119155409623e+18,103.388806608428,-5.80838550130104,0.502449,15.5795,17.154,0.114,16.33,1.133,14.804,0.029,14.474,0.045,14.342,0.064,16.0984,0.000793,16.5114,0.008866,15.5157,0.004131,14.274,0.031,14.161,0.047,12.632,,9.129,,Theia4239,346.736850452531,Kounkel2020,5810.0,1.16393,1.04,[13],1,8.570647674725395,1.2918044309563423,,0.0421948747827883,0.04439818079494122,,,0.0066314705124903,0.06513085880126197,,0,,0,,0
120548188,346.736850452531,1.4527681172020543,3.709611106536327,6.362197459895193,3.1003493941930926e+18,102.232928767369,-6.04724284789811,0.416042,15.117,16.395,0.114,15.447,0.206,14.389,0.032,14.062,0.045,14.051,0.062,15.6095,0.000868,15.998,0.003313,15.0546,0.002039,13.853,0.029,14.022,0.046,12.544,,8.129,,Theia4239,346.736850452531,Kounkel2020,6017.0,1.6244,1.11,[13],1,,,,0.025545545405425314,0.024802897553395927,,,0.0066314705124903,,,0,,0,,0
120748568,346.736850452531,4.840106517203916,3.669365226674348,8.738829491243091,3.0995445473813207e+18,102.500687613855,-6.57581447280593,0.379801,16.0382,17.061,0.119,16.7602,0.046,15.255,0.05,15.015,0.072,14.813,0.106,16.5611,0.001003,16.9859,0.008167,15.9817,0.004028,14.859,0.037,15.11,0.089,12.499,,8.684,,Theia4239,346.736850452531,Kounkel2020,6080.0,1.21209,1.14,[13],1,8.738829491243091,4.840106517203916,,0.049731457514960865,0.05771172382575419,,,0.0066314705124903,0.06493485741449233,,0,,0,,0
123547372,346.736850452531,1.966756710183161,0.7416543538139518,48.30730727029082,3.0995294677548063e+18,102.939285749834,-6.39507378576922,0.437477,15.7369,17.27,0.116,16.145,1.133,14.83,0.036,14.477,0.066,14.318,0.082,16.3193,0.000719,16.7934,0.011242,15.6715,0.003701,14.312,0.034,14.933,0.084,11.981,,8.77,,Theia4239,346.736850452531,Kounkel2020,5751.0,1.35446,1.03,[13],1,48.30730727029082,1.966756710183161,,0.04499270770037156,0.048862856575180545,,,0.0066314705124903,0.024008150580896587,,0,,0,,0
124197211,346.736850452531,1.352819891518822,2.7952624641168944,36.04022173115656,3.0511614014960625e+18,104.038001632249,-7.55958873300631,0.392267,14.9842,16.78,0.008,15.616,0.103,14.142,0.03,13.863,0.039,13.816,0.049,15.5308,0.000515,15.9695,0.002163,14.9138,0.001678,13.663,0.026,13.668,0.034,12.095,,8.612,,Theia4239,346.736850452531,Kounkel2020,6505.0,1.94002,1.33,[13],1,36.04022173115656,1.352819891518822,,0.03132186850822869,0.029819123169629428,,,0.0066314705124903,0.03838935728723189,,0,,0,,0
35948181,346.736850452531,2.0762364816100725,17.47812335171376,45.95184876008107,3.100623000789684e+18,101.614682497766,-5.63494422401412,0.41708,15.9747,17.291,0.109,16.199,1.133,15.27,0.06,14.842,0.062,14.738,0.127,16.4936,0.00093,16.9134,0.006365,15.9177,0.004838,,,,,,,,,Theia4239,346.736850452531,Kounkel2020,5786.0,1.17141,1.04,[13],1,,,,0.040033819003809,0.045785378267259744,,,0.0066314705124903,,,0,,0,,0
52823179,346.736850452531,2.051182523227849,4.325144175171659,45.89830928696437,3.103839995711325e+18,99.3360382197506,-5.06169440902414,0.733873,15.433,17.236,0.051,16.768,1.133,14.409,0.036,13.963,0.041,13.79,0.054,16.1273,0.000867,16.7402,0.003456,15.3854,0.002433,13.686,0.027,13.8,0.04,12.61,,8.6,,Theia4239,346.736850452531,Kounkel2020,5124.0,1.19013,0.86,[4],1,45.89830928696437,2.051182523227849,,0.03714915443026567,0.03802891785698222,,,0.0066314705124903,0.0231798494410062,,0,,0,,0
36101439,346.736850452531,1.751418724651034,8.112235023161762,6.878721414474635,3.1006338241076506e+18,101.873899337881,-5.43249424983568,0.788276,15.2186,16.199,0.063,16.173,0.137,14.386,0.035,14.052,0.052,13.827,0.053,15.7618,0.000592,16.1831,0.004129,15.1384,0.009419,13.516,0.025,13.588,0.033,12.652,,9.17,,Theia4239,346.736850452531,Kounkel2020,5652.0,0.933399,1.0,[13],1,6.878721414474635,1.751418724651034,,0.0696829296747262,0.06875265589214621,,,0.0066314705124903,0.06127392036225914,,0,,0,,0
168116931,346.736850452531,5.14387942651912,13.33660670474292,11.817132601555056,3.1006434104741617e+18,101.532031045942,-5.38279562018243,0.419268,14.8376,16.176,-0.043,15.44,0.206,14.095,0.027,13.81,0.035,13.692,0.055,15.3147,0.000677,15.6813,0.006243,14.7676,0.002953,13.716,0.026,13.714,0.041,12.316,,8.778,,Theia4239,346.736850452531,Kounkel2020,6182.0,1.78884,1.18,[13],1,11.817132601555056,5.14387942651912,,0.03364010202665442,0.03139198007116527,,,0.0066314705124903,0.07747285720475182,,0,,0,,0
36297414,346.736850452531,1.8011785572374497,1.0641487883805674,48.268462333594826,3.100422507417661e+18,102.100059723119,-5.70839690115746,0.401047,15.3989,16.817,0.0,16.013,0.183,14.6,0.026,14.271,0.025,14.127,0.062,15.9179,0.000694,16.3228,0.008094,15.3267,0.00308,13.869,0.027,13.941,0.041,12.44,,8.992,,Theia4239,346.736850452531,Kounkel2020,6068.0,1.53352,1.13,[13],1,48.268462333594826,1.8011785572374497,0.00011544385637205973,0.03637927927140689,0.03701323372008083,293.43810146041454,0.9322857581207847,0.0066314705124903,0.026369454020568166,0.8349670622338898,0,0.07359451445137742,0,,0
36451787,346.736850452531,2.4028927250118675,35.412274880754595,18.35849394293138,3.102172109592663e+18,102.253993608079,-5.014577132832,0.680457,14.7829,16.438,0.019,15.469,0.092,13.918,0.026,13.463,0.023,13.361,0.033,15.3636,0.00065,15.8433,0.00356,14.7216,0.001471,13.31,0.024,13.36,0.029,12.45,,9.062,,Theia4239,346.736850452531,Kounkel2020,5440.0,1.42149,0.95,[13],1,18.35849394293138,2.4028927250118675,,0.027687033820893266,0.02565611309328375,,,0.0066314705124903,0.04933533224270842,,0,,0,,0
123845540,346.736850452531,0.9838426719819392,0.8636877875840056,59.88386990513524,3.099318945639844e+18,103.386158339605,-6.6962890736833,0.613992,16.0747,17.431,0.117,16.8362,0.046,15.216,0.039,14.777,0.075,14.685,0.111,16.6203,0.000887,17.0572,0.008697,16.0067,0.003495,14.736,0.033,15.015,0.089,12.734,,9.106,,Theia4239,346.736850452531,Kounkel2020,5534.0,0.816175,0.97,[13],1,,,,0.05002164882529288,0.05854532935558632,,,0.0066314705124903,,,0,,0,,0
1631466656,346.736850452531,8.947265743404838,10.698311549827856,9.870847992062568,4.090764519021248e+18,273.057600847376,-22.1023828011376,0.31873,15.1514,,,16.0357,0.046,,,,,,,15.7639,0.00079,16.263,0.006279,15.0711,0.002771,,,,,,,,,Theia4246,346.736850452531,Kounkel2020,6790.0,2.38572,1.46,[6],1,9.870847992062568,8.947265743404838,,0.031475126844686084,0.030723686231603792,,,0.0066314705124903,0.10851231463226288,,0,,0,,0
117469857,346.736850452531,4.598530836986867,0.7520668645990669,64.41023508824559,4.093816183520959e+18,273.356424352254,-21.513402602927,0.323027,14.785,16.552,0.071,15.582,0.15,13.636,0.06,12.843,,12.589,,15.5197,0.000678,16.1409,0.003322,14.7138,0.003308,,,,,,,,,Theia4246,346.736850452531,Kounkel2020,6377.0,3.34232,1.27,[6],1,64.41023508824559,4.598530836986867,,0.028949288690837658,0.02683288665221132,,,0.0066314705124903,0.04560617839975989,,0,,0,,0
118614075,346.736850452531,1.4471023938935308,3.651737817890024,6.718872934940405,4.090709753901365e+18,273.536083379417,-22.0888621694364,0.310649,16.1649,16.791,0.075,17.4726,0.0493,14.81,0.065,14.24,,13.933,,16.9937,0.001123,17.6397,0.028264,16.0274,0.014428,,,,,,,,,Theia4246,346.736850452531,Kounkel2020,5571.0,2.23229,0.98,[6],1,,,,0.05550611329656313,0.06637547929858002,,,0.0066314705124903,,,0,,0,,0
117859402,346.736850452531,1.8297677210452563,9.8307242053091,37.72732758051528,4.0908082589769247e+18,273.511702314597,-21.6431070526429,0.571554,15.9701,,,17.2637,0.0475,14.747,0.044,14.212,0.082,13.652,,16.7926,0.001064,17.4852,0.020167,15.8867,0.008232,,,,,,,,,Theia4246,346.736850452531,Kounkel2020,6022.0,1.3259,1.11,[6],1,,,,0.046308100357657894,0.0529058021429151,,,0.0066314705124903,,,0,,0,,0
116579050,346.736850452531,2.2994232508785823,7.4543799098990835,9.053722182684012,4.0666789952666e+18,273.122991364095,-22.4639045315959,0.533562,15.5026,17.989,0.072,16.61,0.309,14.244,0.062,13.785,0.097,13.585,0.074,16.2463,0.001291,16.8117,0.006138,15.362,0.004067,,,,,,,,,Theia4246,346.736850452531,Kounkel2020,5233.0,1.67494,0.89,[6],1,9.053722182684012,2.2994232508785823,0.00015771591022263856,0.0396397949373016,0.0411024242001132,114.89852242654221,4.970331438495672,0.0066314705124903,0.09517684259489899,0.6496249905041235,0,0.13209412283471372,0,,0
375292237,346.736850452531,1.459190514289339,3.776156342751561,1.502795489853863,2.021046510961169e+18,294.124780697531,23.9603641675848,0.652378,14.647,17.046,0.065,15.867,0.195,13.568,0.024,13.263,0.023,13.05,0.026,15.3931,0.000359,16.0451,0.002603,14.5983,0.001538,,,,,,,,,Theia4252,346.736850452531,Kounkel2020,5942.0,1.90413,1.09,[15],1,,,,0.028179268540478693,0.025687093767083086,,,0.0066314705124903,,,0,,0,,0
376061175,346.736850452531,1.3242874119918553,2.5723802891677976,61.01748937862528,2.020244112315178e+18,294.182900918067,23.3982379185223,0.940484,15.5741,18.21,0.065,16.9661,0.046,14.332,0.028,13.811,0.033,13.605,0.044,16.4377,0.000693,17.2088,0.00564,15.5111,0.003011,,,,,,,,,Theia4252,346.736850452531,Kounkel2020,4950.0,1.14122,0.82,[15],1,61.01748937862528,1.3242874119918553,,0.03946854824068543,0.04148604577247241,,,0.0066314705124903,0.018678500902128005,,0,,0,,0
213536430,346.736850452531,2.684030933589518,10.323663407306023,48.66840818695589,2.021107400777788e+18,294.169303319618,24.2795317815395,0.857358,15.0371,17.457,0.068,16.142,0.08,13.913,0.031,13.481,0.032,13.371,0.04,15.8086,0.0004,16.4817,0.003069,14.9846,0.00138,13.293,0.033,13.804,0.047,12.569,,9.266,,Theia4252,346.736850452531,Kounkel2020,5786.0,1.28393,1.04,[15],1,48.66840818695589,2.684030933589518,,0.029911369167443358,0.028695097652775826,,,0.0066314705124903,0.022572463328506223,,0,,0,,0
213964662,346.736850452531,2.468466398327932,1.6544176520283198,32.79495400973755,2.0211636476519025e+18,294.540046023039,24.4859317932939,0.910405,16.1053,19.04,0.076,17.5271,0.0462,14.965,0.05,14.364,0.048,14.273,0.073,16.982,0.000629,17.7891,0.009178,16.0636,0.003571,,,,,,,,,Theia4252,346.736850452531,Kounkel2020,4916.0,0.945408,0.81,[15],1,32.79495400973755,2.468466398327932,0.0005704953015954486,0.05535040292236415,0.06525169660156944,137.1264736762231,1.372162314563347,0.0066314705124903,0.02350352851018566,0.6685637382468076,0,0.18539646769373253,0,,0
362178817,346.736850452531,1.342911456482533,2.716085510339119,15.93528904638656,2.02016168329801e+18,294.754251918368,23.0423977693044,0.945064,15.3326,17.986,0.066,16.753,0.458,14.261,0.03,13.702,0.029,13.547,0.039,16.0695,0.000829,16.7144,0.003912,15.2801,0.001524,13.444,0.05,13.555,0.048,11.221,0.35,8.278,,Theia4252,346.736850452531,Kounkel2020,5303.0,1.02077,0.91,[15],1,15.93528904638656,1.342911456482533,0.00014483553916289204,0.047193262660042826,0.047460678016389424,96.19112827173392,2.823921164467617,0.0066314705124903,0.039496106685457194,0.08761001801885282,0,0.07133134740213129,0,,0
