tic,sigmaOptical,sigmaIR,mstar,rstar,teff,age,tmag,baseline
365748368,0.08641541082468494,0.10267096644532099,0.185162,0.216096,2825.0,21.0,16.138,45
269201061,0.2943712773878895,0.3898049448693969,0.153399,0.183912,2829.0,21.0,16.5653,45
365692109,0.0778640459922299,0.1130118343068224,0.160603,0.191415,2917.0,21.0,16.9003,45
390698920,0.01642102319022579,0.013871182711352611,1.06,1.44957,5875.0,16.98243652461746,13.7639,45
390700766,0.0692905140025637,0.0915589446955721,0.618405,0.638463,3805.0,16.98243652461746,16.5573,45
390869143,0.03792115805180564,0.038591614855822645,0.72,1.32193,4559.0,16.98243652461746,15.4003,45
390870814,0.047095133778595644,0.05057398098190734,0.71,1.11533,4508.0,16.98243652461746,15.6821,45
390871015,0.019814919093174368,0.0169844799792864,0.98,1.56459,5541.0,16.98243652461746,13.9836,45
390871256,0.05279428672175979,0.060868201860014036,0.68,0.859529,4319.0,16.98243652461746,16.01,45
390873931,0.021554147466301823,0.01877959651893236,0.99,1.41337,5592.0,16.98243652461746,14.1925,45
391383043,0.023119695878961316,0.021093066058726195,0.86,1.21375,5097.0,16.98243652461746,14.6544,45
391865368,0.014782095482097673,0.012216204029655271,1.46,1.83364,6802.0,16.98243652461746,13.3411,45
264739322,0.3228082700751994,0.4172701712847153,0.454475,0.457446,3117.0,8.912509381337458,16.4739,45
124333352,0.010963651555551865,0.008846069477045318,1.35,1.70109,6536.0,15.848931924611142,12.6004,45
124333418,0.061992024612696005,0.07855467961892654,0.61,1.04797,3907.0,15.848931924611142,16.3972,45
124333420,0.01045051887439171,0.008404885346321452,1.1,3.16257,5980.0,15.848931924611142,12.452,45
124333468,0.05484178835839494,0.06846955268323042,0.59,1.17673,3822.0,15.848931924611142,16.339,45
124333477,0.05468548325216552,0.06627255215737261,0.64,1.18966,4072.0,15.848931924611142,16.2197,45
124333570,0.0763563714946689,0.10521531158139666,1.04,1.19281,5800.0,15.848931924611142,16.7127,45
124500633,0.07080165249227431,0.08733328555625233,0.56,1.10102,3730.0,15.848931924611142,16.291,45
124500742,0.08438974160358752,0.12875190131560485,1.07,1.06079,5904.0,15.848931924611142,17.0772,45
436101080,0.06005627060835326,0.07260141328314242,0.616267,0.635666,3669.0,12.589254117941662,16.2096,45
200540222,0.03246291717323006,0.026183499922474856,1.032,1.06981,5765.75,12.589254117941662,12.5849,45
436162381,0.3756043871678934,0.4490370123778061,0.487846,0.489761,3258.0,12.589254117941662,16.1638,45
436248504,0.044223267368574945,0.050552601875042416,0.62,0.46796,3978.0,12.589254117941662,15.9726,45
284283958,0.04109267363964163,0.04486830717110172,0.631472,0.655822,2902.0,12.589254117941662,15.7627,45
207017184,0.041962845183415226,0.04484203745272255,0.55,1.04248,3695.0,19.05460717963248,15.6578,45
207045148,0.08602512573766427,0.10377907405372284,0.52,0.916338,3635.0,19.05460717963248,16.2011,45
207045286,0.0722318940612964,0.09436717408187006,0.42,0.940962,3436.0,19.05460717963248,16.5144,45
207045313,0.0502675088316848,0.0634059486563546,0.55,1.16854,3715.0,19.05460717963248,16.3793,45
207045350,0.04728535558970071,0.05323717643089706,0.45,1.06824,3484.0,19.05460717963248,15.9048,45
207045355,0.05796131004954476,0.07325877306074889,0.665835,0.703305,3264.0,19.05460717963248,16.3872,45
207045373,0.10658661199663005,0.1222163553155632,0.5,1.01808,3589.0,19.05460717963248,15.9861,45
207045406,0.07946037588836047,0.10159047721127974,0.34,1.04949,3308.0,19.05460717963248,16.4317,45
207045496,0.06151416984349398,0.0716481303387394,0.63,1.2617,4048.0,19.05460717963248,16.054,45
207045544,0.07345154791297144,0.09597324337721146,0.65,1.3353,4166.0,19.05460717963248,16.5149,45
207045550,0.04556990422929879,0.05194469575969522,0.57,0.937995,3753.0,19.05460717963248,15.9601,45
207045612,0.06967079302706985,0.09276146655192923,0.62,1.05275,3965.0,19.05460717963248,16.5857,45
207045693,0.05954401574477845,0.06481942056582957,0.61,1.10866,3941.0,19.05460717963248,15.7483,45
207045790,0.06591669648627511,0.08125689486891961,0.5,0.839062,3588.0,19.05460717963248,16.2885,45
207045851,0.026311980967465426,0.024139809274825435,0.62,1.26409,3968.0,19.05460717963248,14.7017,45
207045924,0.02193093069573749,0.019266413730273317,0.8,0.859583,4874.41,19.05460717963248,14.2871,45
229282167,0.05042957939931201,0.05895631456168615,0.46,1.03531,3498.0,19.05460717963248,16.0699,45
340974875,0.1050411606503525,0.14030830408869363,0.52,0.977734,3621.0,19.05460717963248,16.5978,45
340975082,0.04075994874611458,0.043283753151344875,0.6,1.26616,3878.0,19.05460717963248,15.6263,45
714772164,0.06750811489945235,0.07548145359736923,0.58,1.30958,3785.0,19.05460717963248,15.8734,45
