tic,age,prad,pmass,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2,snr_v3,T_retrieve_v3
200592306,10.0,1.0998362504839154,1.28263033656488,8.582717975200646,3.336379837335755e+18,85.32709319,9.634014597,2.19438,16.1508,,,,,14.279,0.036,13.551,0.035,13.36,0.048,17.645,0.001891,19.7066,0.044901,16.2784,0.004899,13.124,0.025,12.857,0.028,11.637,,8.239,,OSFC,10.0,roquette25,2993.0,0.597447,0.586001,"[5, 24]",2,,,,,,,,,0,,0,,0,,0
1852610168,338.8441561392021,1.446047810428334,3.6410509409414415,5.210072754615917,2.019129104447213e+18,290.454494850864,22.1966416777812,1.71631,15.7804,,,17.5283,0.0467,,,,,,,16.7931,0.00069,17.7439,0.011418,15.7281,0.004675,,,,,,,,,Theia738,338.8441561392021,Kounkel2020,4609.0,0.744724,0.73,"[7, 32]",2,,,,,,,,,0,,0,,0,,0
43409263,616.5950018614809,1.1190657802093862,1.3659363383809977,8.016678974882637,5.979782051671361e+18,257.077290949069,-33.2054594842952,0.600396,15.1233,18.843,0.163,16.117,0.195,14.036,0.033,13.614,0.036,13.464,0.04,15.8778,0.000426,16.5307,0.00753,15.0642,0.002928,,,,,,,,,Theia5398,616.5950018614809,Kounkel2020,5445.0,1.78171,0.95,[22],1,8.016678974882637,1.1190657802093862,3.301211692927976e-05,0.0095803261139118,0.009972283082764054,145.38110992755216,3.742197996700896,0.6691658076607272,0,0.11145327145486933,0,,0,,0
203902935,123.02687708123813,2.919464483896171,21.382398574140343,17.261872716571055,4.253619370973135e+18,281.152985288652,-5.25994109234295,0.338525,15.7277,17.286,0.132,16.7511,0.046,14.754,0.072,14.638,,14.94,,16.416,0.001114,16.98,0.006061,15.6457,0.004889,,,,,,,,,Theia2662,123.02687708123813,Kounkel2020,6313.0,1.94459,1.24,[20],1,17.261872716571055,2.919464483896171,0.0001886194502895264,0.013969323001399678,0.016166534292250737,163.30355870853975,1.7379342608175181,0.8592970293319813,0,0.30062736644833293,0,,0,,0
105607595,154.88166189124794,1.405567816351112,3.25044267542058,7.324060791545559,4.119382268434312e+18,269.190548523037,-19.027488789505,1.27158,16.0969,19.408,0.168,17.6891,0.0474,14.864,0.049,14.152,0.055,14.052,0.061,17.0925,0.001306,17.9068,0.017524,16.0981,0.006496,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,3957.0,0.688817,0.655513,[11],1,,,,,,,,,0,,0,,0,,0
1641539185,251.1886431509582,2.21676370452312,6.423141323442546,40.26591670467264,4.094891918220328e+18,274.339960644146,-18.3968841840499,0.559489,15.9045,,,16.9005,0.0463,,,,,,,16.5758,0.000871,17.095,0.011568,15.783,0.006376,,,,,,,,,Theia3665,251.1886431509582,Kounkel2020,5042.0,1.21866,0.84,[33],1,,,,,,,,,0,,0,,0,,0
50620347,10.0,2.0473514463421294,4.651778050450638,68.76381848183405,3.2169919442137595e+18,82.32924999999999,-2.696416667,2.62346,15.966,20.571,0.163,,,14.16,0.03,13.487,0.034,13.277,0.035,17.4001,0.001264,19.1704,0.038152,16.0682,0.005537,13.098,0.024,12.876,0.029,11.129,0.309,8.83,0.453,OSFC,10.0,roquette25,3135.0,0.542582,0.538534,[0],1,,,,,,,,,0,,0,,0,,0
117214010,56.23413251903491,1.22999651944596,1.9390007462025212,6.504568969522204,4.095525580492614e+18,273.263417985961,-18.6895646113555,0.46125,15.936,,,16.667,0.15,14.783,0.098,13.13,,12.644,,16.638,0.001095,17.197,0.011162,15.8319,0.006609,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,5296.0,1.46984,0.91,[11],1,,,,,,,,,0,,0,,0,,0
119939455,380.1893963205612,2.9263731491642018,21.617638540736685,45.05115191124371,3.098480842901609e+18,101.348243007975,-9.38688859313696,0.523259,15.3622,17.07,-0.172,16.134,0.149,14.516,0.033,14.226,0.041,14.044,0.061,15.9091,0.000499,16.3508,0.003494,15.2991,0.001845,14.128,0.027,14.313,0.043,12.517,,9.12,,Theia4380,380.1893963205612,Kounkel2020,6081.0,1.26114,1.14,[27],1,,,,,,,,,0,,0,,0,,0
469229727,134.8962882591656,2.2552597115339155,6.033050706604079,8.97092581526585,5.958156101063059e+18,267.150167780253,-39.5209450131064,0.486738,15.1142,17.844,0.107,15.934,0.252,14.376,0.023,14.084,0.029,14.019,0.057,15.6408,0.000858,16.0661,0.007087,15.053,0.004266,14.26,0.044,14.646,0.123,12.275,,8.835,,Theia2772,134.8962882591656,Kounkel2020,6277.0,1.4706,1.23,[23],1,,,,,,,,,0,,0,,0,,0
11195412,10.0,1.288515360200306,2.314277375008165,18.460597236071777,3.216050453022146e+18,84.47717,-2.97403,2.72394,15.3734,,,,,13.306,0.026,12.709,0.024,12.412,0.03,16.9254,0.002993,19.0073,0.072731,15.507,0.009782,12.224,0.023,11.944,0.023,11.727,,8.651,,OSFC,10.0,roquette25,2965.0,0.687569,0.654619,[0],1,,,,,,,,,0,,0,,0,,0
432693987,194.98445997580416,2.067860493948332,4.47393084737461,91.59203230627163,4.1530280070760177e+18,277.691215223291,-12.4629856405311,0.494332,15.6084,,,16.6187,0.0464,14.384,0.06,14.141,0.094,13.85,0.095,16.2904,0.000834,16.8218,0.01171,15.5021,0.010588,,,,,,,,,Theia3248,194.98445997580416,Kounkel2020,6060.0,1.45379,1.13,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
167781994,1995.2623149688827,2.172040075671428,4.377098899987323,5.435850994610889,4.470421524714456e+18,274.621349285957,3.9587877631712,0.321779,15.6681,15.958,0.09,16.509,1.133,14.774,0.067,14.394,0.075,14.297,0.075,16.2529,0.00105,16.7381,0.00562,15.6109,0.003369,13.901,0.028,14.041,0.041,12.365,,9.113,,Theia7646,1995.2623149688827,Kounkel2020,5688.0,1.89048,1.01,[30],1,,,,,,,,,0,,0,,0,,0
391765252,75.85775750291836,2.2760722331088754,7.166133161042921,81.06394450303925,1.8275953127740088e+18,297.477845670096,22.2968418554639,1.013,14.2168,14.248,0.065,15.251,0.137,13.131,0.026,12.746,0.033,12.618,0.032,14.9842,0.000288,15.6633,0.002799,14.1743,0.001046,11.592,0.023,11.69,0.022,11.872,0.234,8.918,,Theia2229,75.85775750291836,Kounkel2020,5775.0,1.58066,1.03,[10],1,,,,,,,,,0,,0,,0,,0
287840158,10.0,1.7222494918185454,7.542655644680527,11.12710440530557,3.0169355630207386e+18,84.24575,-6.484638889,2.62417,14.2326,18.867,0.163,16.954,0.0504,12.617,0.023,11.884,0.027,11.651,0.028,15.6212,0.003506,17.1416,0.018202,14.4057,0.01144,11.639,0.023,11.424,0.021,10.687,0.162,7.883,0.237,OSFC,10.0,roquette25,5035.0,1.61889,0.84,[0],1,11.12710440530557,1.7222494918185454,9.470951837361148e-05,0.006621908794012155,0.00619096905902164,183.32601483499693,2.6961192154982885,0.13435860519486642,0,0.46559743704809403,0,,0,,0
42829445,331.1311214825908,1.9592603367135315,2.7580510936297333,20.889941425356685,3.1046542227316367e+18,96.9733864559846,-3.90532495803684,0.307263,15.1056,16.423,0.047,15.927,0.046,14.255,0.03,13.932,0.037,13.961,0.054,15.637,0.000861,16.059,0.003868,15.0358,0.001306,13.857,0.025,13.802,0.034,12.57,,8.946,,Theia4142,331.1311214825908,Kounkel2020,6345.0,2.22944,1.26,[3],1,,,,,,,,,0,,0,,0,,0
146678172,512.8613839913659,2.542889937997058,11.496888684957852,36.26275131930658,4.203501676851425e+18,282.175165071331,-8.93748635913673,5.45828,15.8291,,,18.3962,0.0568,14.297,0.061,13.705,0.041,13.441,0.045,17.1862,0.001508,18.4967,0.035484,15.8926,0.01021,,,,,,,,,Theia1007,512.8613839913659,Kounkel2020,3377.0,0.295164,0.271109,[19],1,,,,,,,,,0,,0,,0,,0
42237170,331.1311214825908,1.3957272377397607,3.161063393306707,11.80959403790086,3.1166493448341806e+18,96.14023067275,-4.01387538408874,0.652762,14.5569,15.99,0.1,15.085,0.046,13.763,0.026,13.484,0.029,13.343,0.035,15.0688,0.00053,15.4737,0.004464,14.4919,0.001407,13.361,0.025,13.375,0.03,11.971,,9.118,,Theia4142,331.1311214825908,Kounkel2020,5957.0,1.41842,1.09,[3],1,,,,,,,,,0,,0,,0,,0
427398459,10.394912923753372,2.3359621441140863,6.953432478176099,57.86648172349171,3.216090516476804e+18,83.9648462459396,-2.90609952499465,2.43624,15.5205,,,,,13.761,0.052,13.116,0.061,12.835,0.04,16.8782,0.002585,18.415,0.049845,15.6006,0.007493,,,,,,,,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,3272.0,0.652106,0.628703,[0],1,,,,,,,,,0,,0,,0,,0
445933171,45.70881896148752,2.466176376194729,8.435165569217594,10.315648819492829,3.387080139557061e+18,77.5535809552719,10.8334904814913,2.86021,13.1875,15.114,0.037,14.121,0.103,12.279,0.026,11.879,0.03,11.727,0.02,13.822,0.000647,14.369,0.002412,13.139,0.001703,11.65,0.024,11.685,0.022,11.621,0.242,8.656,,Theia138,45.70881896148752,Kounkel2020,5352.0,0.785376,0.93,[29],1,,,,,,,,,0,,0,,0,,0
220188316,4265.795188015934,2.9456760917161264,22.286979149786774,25.08066026707622,3.326782299119478e+18,99.2686482798114,9.44935377447765,0.224257,17.0709,17.88,0.122,18.0147,0.0474,15.962,0.103,15.511,0.118,15.604,0.237,17.7179,0.002049,18.1808,0.023916,16.9307,0.013002,,,,,,,,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,6037.0,1.22496,1.12,[15],1,,,,,,,,,0,,0,,0,,0
376065913,389.04514499428046,1.1761344432230876,1.6399378913474392,9.914427823088866,2.0210332868154168e+18,294.197212017895,23.8705873121137,0.42477,16.0041,18.213,0.078,17.1886,0.046,14.932,0.047,14.618,0.064,14.27,,16.7741,0.000592,17.4599,0.005207,15.9658,0.002306,,,,,,,,,Theia4427,389.04514499428046,Kounkel2020,5814.0,1.61603,1.05,[10],1,,,,,,,,,0,,0,,0,,0
427353151,10.0,1.2568586167185702,2.104371378608779,4.319087284285602,3.017216591322433e+18,83.53241666666666,-5.929805556,2.5569,13.3237,16.131,0.085,14.804,0.092,12.157,0.022,11.421,0.03,11.262,0.022,14.2032,0.003037,15.0266,0.01061,13.3036,0.009122,11.165,0.024,11.209,0.024,10.792,,8.214,,OSFC,10.0,roquette25,6843.0,1.08401,1.48,[0],1,,,,,,,,,0,,0,,0,,0
247839667,912.0108393559116,2.653371145201471,13.864201278818625,34.970490283022365,3.349917226357721e+18,87.8014707796704,17.0178854444144,0.793499,16.0296,17.83,0.0,16.914,0.06,15.174,0.045,14.626,0.047,14.49,0.088,16.6665,0.00098,17.2084,0.00669,15.9663,0.00954,14.428,0.033,14.505,0.059,12.471,,8.394,,Theia6185,912.0108393559116,Kounkel2020,5090.0,0.776603,0.85,[16],1,,,,,,,,,0,,0,,0,,0
177297864,295.12092266663905,1.029080021979382,1.0111664712527302,23.8068293489228,4.267514724037561e+18,285.913838547052,0.986754760297404,2.19137,16.4627,20.424,0.171,18.6517,0.0602,14.874,0.054,14.191,0.058,13.936,0.059,17.6505,0.001936,18.8703,0.045516,16.507,0.012795,,,,,,,,,Theia612,295.12092266663905,Kounkel2020,3510.0,0.498587,0.496658,[31],1,,,,,,,,,0,,0,,0,,0
53604522,25.118864315095824,1.3371911902913287,2.671244234957741,1.5597777162573574,2.9219254232414484e+18,103.109685715704,-24.7435284992921,1.09753,14.088,16.037,0.05,14.84,0.08,13.07,0.024,12.606,0.025,12.488,0.027,14.6978,0.000878,15.221,0.003246,14.0278,0.002978,12.558,0.024,12.573,0.025,12.263,0.326,8.911,,Theia86,25.118864315095824,Kounkel2020,4963.0,1.34225,0.82,[14],1,,,,,,,,,0,,0,,0,,0
19948049,501.1872336272715,2.5664741818208,11.13902520832736,8.445227379884244,4.4704446488188646e+18,274.33150535053,4.22674619682396,0.544055,14.9444,15.474,0.048,15.967,0.343,14.191,0.032,13.772,0.047,13.685,0.05,15.5088,0.000622,15.9699,0.004908,14.8839,0.001231,13.443,0.028,13.469,0.033,12.492,,8.438,,Theia4916,501.1872336272715,Kounkel2020,5797.0,1.5505,1.04,[30],1,,,,,,,,,0,,0,,0,,0
1854389367,57.54399373371567,2.275135992035409,5.458750318546088,18.056732758087467,2.020762291534611e+18,296.234264287122,24.5263417536295,0.266882,16.6537,,,18.0428,0.0475,,,,,,,17.5177,0.000885,18.2061,0.018838,16.5141,0.008739,,,,,,,,,Gulliver_43,57.54399373371567,Cantat-Gaudin2020,6829.0,1.96145,1.47,[10],1,,,,,,,,,0,,0,,0,,0
433062151,524.8074602497734,2.174703447607335,5.2117153987993685,10.155010591725055,4.093656616945408e+18,278.212817081859,-17.8516556660375,0.458472,15.1148,16.762,0.108,16.319,0.15,13.787,,13.689,0.051,13.342,,15.7755,0.001226,16.3087,0.007586,15.0312,0.003662,,,,,,,,,Theia5018,524.8074602497734,Kounkel2020,5735.0,1.9411,1.02,[33],1,,,,,,,,,0,,0,,0,,0
179534857,338.8441561392021,2.7303372710735005,14.784990113819818,12.73884967393222,4.267610759512385e+18,286.835813952658,1.58116223470514,0.411716,14.6704,17.561,0.169,16.055,0.309,13.351,0.033,12.873,0.034,12.723,0.038,15.5505,0.000572,16.3584,0.012429,14.6457,0.001638,12.696,0.033,12.756,0.024,12.264,,8.741,,Theia4201,338.8441561392021,Kounkel2020,5868.0,3.55077,1.06,[21],1,,,,,,,,,0,,0,,0,,0
243860129,95.49925860214368,2.3645384982416373,6.918063602784612,17.210106485156675,4.094847422356346e+18,273.78976755949,-18.896487236902,0.493467,14.6564,17.467,0.106,15.655,0.15,13.86,0.026,13.485,0.039,11.747,,15.186,0.000502,15.6047,0.004526,14.5879,0.002625,,,,,,,,,Theia2388,95.49925860214368,Kounkel2020,5936.0,1.81942,1.08,[33],1,,,,,,,,,0,,0,,0,,0
186274526,177.82794100389228,1.098124755778544,1.275423580165354,16.992739225657644,4.092906268993194e+18,277.846823868478,-19.1760385107235,1.53279,14.417,17.801,0.18,15.771,0.126,13.308,0.022,12.785,0.03,12.657,0.023,15.1863,0.002575,15.893,0.015251,14.3584,0.009518,12.42,0.032,12.596,0.035,12.212,0.492,8.814,,Theia650,177.82794100389228,Kounkel2020,4589.0,1.10078,0.725,[33],1,,,,,,,,,0,,0,,0,,0
299993893,83.17637711026708,2.330755754467902,7.4224317159164785,39.94427757506004,4.320780156888549e+18,289.771006717005,15.6329494177818,0.490568,16.2357,19.005,0.084,17.4792,0.0461,15.157,0.059,14.779,0.099,14.461,0.091,17.0344,0.000906,17.747,0.007776,16.1961,0.0044,,,,,,,,,Theia2280,83.17637711026708,Kounkel2020,5836.0,1.32927,1.05,[9],1,,,,,,,,,0,,0,,0,,0
282518228,114.8153621496884,2.271513885407844,6.535223089307787,55.14933511635557,3.113281948737576e+18,103.302367792882,-0.2037991781626,1.26757,16.4234,,,17.7189,0.0476,15.103,0.051,14.513,0.057,14.317,0.075,17.224,0.001405,17.9486,0.021353,16.3082,0.005335,,,,,,,,,Theia294,114.8153621496884,Kounkel2020,4248.0,0.581069,0.66,[25],1,,,,,,,,,0,,0,,0,,0
138857187,7.820345725713063,2.9370670942792407,20.82678073624533,8.995029710206847,3.2235242458729754e+18,82.7210464632886,1.61306795886311,2.66066,9.8757,10.814,0.114,10.671,0.01,9.439,0.025,9.28,0.022,9.223,0.022,10.1833,0.000524,10.4172,0.001462,9.82929,0.000862,,,,,,,,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,6843.0,2.24276,1.48,[1],1,,,,,,,,,0,,0,,0,,0
182919118,524.8074602497734,1.2608569134625562,2.129966570803101,3.456509511247821,4.253428884953924e+18,280.688627149354,-5.91482078693654,0.45343,14.9286,14.806,0.114,15.981,0.412,13.958,0.06,13.517,0.08,13.451,0.057,15.6012,0.000733,16.1613,0.003154,14.8606,0.003283,,,,,,,,,Theia5056,524.8074602497734,Kounkel2020,5921.0,2.13753,1.08,[20],1,,,,,,,,,0,,0,,0,,0
264630143,10.0,2.559560706828111,10.663072809445206,55.37880759279075,3.236057132240814e+18,82.10246,3.50672,3.2788,15.5937,20.37,0.163,,,13.606,0.029,13.028,0.027,12.758,0.032,17.0734,0.001871,19.1381,0.062465,15.7207,0.0048,12.586,0.024,12.333,0.025,12.12,0.355,8.401,,OSFC,10.0,roquette25,2997.0,0.54916,0.544499,[12],1,,,,,,,,,0,,0,,0,,0
131654467,70.79457843841374,2.214570293885439,5.746453504137599,23.45378960921197,4.091121280545659e+18,276.043773814869,-21.0753038001395,0.798771,14.7739,16.165,-0.057,15.713,0.15,13.866,,13.626,0.081,13.366,,15.3147,0.000481,15.7436,0.003515,14.7028,0.003618,,,,,,,,,Theia2178,70.79457843841374,Kounkel2020,6254.0,1.08326,1.21,[8],1,,,,,,,,,0,,0,,0,,0
463530743,467.7351412871981,1.573946033052203,5.149281328436135,20.14809077872829,5.959583748190577e+18,261.037713120445,-41.8524276987603,0.413965,16.2416,18.772,0.117,17.4588,0.0463,15.133,0.055,14.58,0.075,14.494,0.102,17.0258,0.000728,17.6954,0.009961,16.1664,0.005887,,,,,,,,,Theia4795,467.7351412871981,Kounkel2020,6604.0,1.47625,1.38,[23],1,,,,,,,,,0,,0,,0,,0
35882019,645.6542290346563,1.1971450901916696,1.7516534666439552,64.60655587076666,6.025995487457614e+18,254.313599842376,-34.3691664288389,0.810332,15.4597,17.116,0.058,16.5378,0.046,14.409,0.045,14.016,0.049,13.823,0.053,16.1765,0.000551,16.8027,0.006563,15.4137,0.002167,13.641,0.037,13.91,0.062,11.649,,8.144,,Theia5507,645.6542290346563,Kounkel2020,6101.0,1.0159,1.15,[22],1,,,,,,,,,0,,0,,0,,0
151544175,102.32929922807536,2.530829756838035,11.261100190970998,61.157874360797145,4.252076932357719e+18,282.769919975968,-7.54034036205399,0.641722,15.334,17.332,0.115,15.961,0.263,14.531,0.037,14.218,0.063,14.015,0.056,15.9094,0.000942,16.3865,0.006455,15.2767,0.005504,14.094,0.064,15.222,0.376,10.597,0.125,7.887,0.23,Theia2494,102.32929922807536,Kounkel2020,5544.0,1.15017,0.98,[19],1,,,,,,,,,0,,0,,0,,0
1533144551,707.9457843841373,0.9383439739015546,0.7334479827672782,7.356802258476818,5.957627412144294e+18,266.172951833954,-40.7426275822891,0.474575,15.922,,,16.7936,0.0492,,,,,,,16.5299,0.000914,16.9947,0.041752,15.8224,0.00929,,,,,,,,,Theia5672,707.9457843841373,Kounkel2020,5957.0,1.1983,1.09,[23],1,,,,,,,,,0,,0,,0,,0
291971635,95.49925860214368,1.6453835370829877,6.204269022631659,5.469105896245135,3.1128069296523663e+18,106.315690945276,0.237276824563647,0.328014,15.5086,16.817,0.08,15.759,0.195,14.79,0.043,14.482,0.059,14.361,0.075,15.9838,0.000783,16.359,0.003491,15.4438,0.002657,14.366,0.031,14.344,0.05,12.006,,8.857,,Theia2385,95.49925860214368,Kounkel2020,6567.0,1.57637,1.36,[25],1,,,,,,,,,0,,0,,0,,0
1767339716,588.8436553555885,1.5487354256848431,4.815780728619436,30.8215995342234,4.253573264584914e+18,281.667174863076,-5.25228177501211,0.442358,15.0395,,,16.3147,0.0462,,,,,,,15.8526,0.000875,16.5586,0.008675,14.9762,0.006096,,,,,,,,,Theia5304,588.8436553555885,Kounkel2020,5476.0,2.65018,0.96,[20],1,,,,,,,,,0,,0,,0,,0
47368716,234.4228815319917,2.700514412340648,14.996710523942523,95.12700163917653,4.256707315016067e+18,280.12428277479,-4.63654333472873,0.315026,14.8221,17.844,0.0,16.368,1.133,13.402,0.041,12.948,0.053,12.667,0.052,15.7455,0.001258,16.5356,0.019616,14.7367,0.010045,,,,,,,,,UBC_107,234.4228815319917,Cantat-Gaudin2020,6023.0,4.42901,1.12,[20],1,,,,,,,,,0,,0,,0,,0
125413856,131.82567385564047,1.196156134794642,1.746256760076197,61.2970592480636,3.05157141195022e+18,105.744816282804,-8.29069962517808,1.00889,16.6523,19.441,0.11,18.1768,0.0478,15.36,0.053,14.701,0.079,14.687,0.105,17.6161,0.001563,18.3998,0.014249,16.6487,0.016657,14.366,0.029,14.499,0.051,12.684,,8.71,,NGC_2323,131.82567385564047,Cantat-Gaudin2020,4021.0,0.66153,0.635699,[2],1,,,,,,,,,0,,0,,0,,0
152255993,37.15352290971728,1.134728787822712,1.4370478690925834,4.329351638531934,5.957620437117561e+18,266.152457956695,-40.9497963659202,0.863633,14.5163,17.38,0.105,15.245,0.057,13.692,0.026,13.342,0.027,13.24,0.038,15.0677,0.001439,15.5181,0.006996,14.458,0.004809,13.198,0.028,13.255,0.044,12.564,,9.093,,Theia1889,37.15352290971728,Kounkel2020,5970.0,1.16471,1.1,[23],1,,,,,,,,,0,,0,,0,,0
427374655,10.0,2.5415405360270964,10.467065870442225,96.98873269500116,3.209626693777559e+18,83.75809479,-4.642959118,1.31473,15.6132,,,18.0511,0.0484,13.17,0.024,12.175,0.032,11.714,0.021,16.903,0.001051,18.129,0.016723,15.5939,0.004642,11.279,0.047,11.219,0.052,8.506,0.065,4.979,0.115,OSFC,10.0,roquette25,5176.0,1.44831,0.88,[0],1,,,,,,,,,0,,0,,0,,0
388850851,10.0,2.5349528919510886,9.555469679240632,16.32139123063189,3.0171626121736407e+18,83.55124999999998,-6.116555556,4.51092,14.7717,18.591,0.173,16.46,0.2,13.37,0.029,12.781,0.033,12.607,0.021,15.8725,0.000746,17.0219,0.004102,14.8055,0.002112,12.489,0.023,12.354,0.025,12.103,,8.951,,OSFC,10.0,roquette25,3604.0,0.460824,0.458041,[0],1,,,,,,,,,0,,0,,0,,0
178489217,93.32543007969906,1.7259041574505138,7.612064284940925,60.62481594431701,3.0478471642123336e+18,108.650909427888,-10.4119863083819,0.8265,15.7639,17.495,0.115,16.6223,0.046,14.909,0.034,14.489,0.041,14.406,0.096,16.3641,0.00131,16.8647,0.007855,15.7058,0.004799,14.503,0.031,14.749,0.068,12.624,,8.499,,Theia2363,93.32543007969906,Kounkel2020,5537.0,0.761603,0.97,[2],1,,,,,,,,,0,,0,,0,,0
264541704,10.0,2.740800914767028,14.027812809056028,11.450089927330543,3.2221857923291556e+18,81.61462499999999,1.2925277777777775,2.03832,13.956,17.347,0.166,15.631,0.126,12.51,0.027,11.842,0.029,11.655,0.033,14.8506,0.002736,15.7336,0.01054,13.8395,0.003807,11.571,0.024,11.532,0.022,11.295,0.156,9.037,,OSFC,10.0,roquette25,3975.0,1.32295,0.62,[1],1,,,,,,,,,0,,0,,0,,0
50618590,10.0,2.5915521387394267,11.006295812931189,30.64839544302288,3.2209463034224097e+18,82.27038924,-0.191690995,2.90376,14.5885,18.532,0.162,16.9381,0.0472,12.882,0.026,12.198,0.028,11.971,0.029,15.7155,0.0026,17.1471,0.010558,14.5292,0.004959,11.815,0.024,11.648,0.021,11.789,0.332,8.51,,OSFC,10.0,roquette25,3493.0,0.961105,0.46,[1],1,,,,,,,,,0,,0,,0,,0
162610487,38.904514499428046,2.2653809096716557,6.248104579813548,10.347911623984396,4.106412184394918e+18,280.747180437977,-11.8395889073905,0.3829,14.5029,16.976,0.0,15.846,1.133,13.204,0.039,12.76,0.053,12.545,0.037,15.3832,0.000527,16.1847,0.004612,14.4717,0.004992,,,,,,,,,Theia1905,38.904514499428046,Kounkel2020,5842.0,4.13323,1.05,[6],1,,,,,,,,,0,,0,,0,,0
115832240,97.72372209558112,2.261085054010341,5.321236871211907,10.11663183183698,4.0938334321110047e+18,272.953313957291,-21.2642694940125,0.429082,14.5761,17.897,0.161,15.872,0.137,13.433,0.021,12.979,0.048,12.792,0.04,15.3063,0.000816,15.9309,0.004136,14.5113,0.002372,,,,,,,,,Theia2428,97.72372209558112,Kounkel2020,6462.0,2.80321,1.31,[11],1,,,,,,,,,0,,0,,0,,0
31730587,1412.5375446227556,1.1948357345323155,1.739072961750581,14.533886849512507,4.2520781005586063e+18,282.962919364148,-7.51448965854459,1.28577,14.9572,17.21,0.046,15.682,0.24,13.95,0.029,13.546,0.04,13.455,0.044,15.5736,0.001377,16.005,0.007492,14.8067,0.007844,13.202,0.049,13.634,0.057,11.724,,8.732,,Theia1331,1412.5375446227556,Kounkel2020,5186.0,0.760338,0.88,[19],1,,,,,,,,,0,,0,,0,,0
450053274,45.70881896148752,1.248286797251585,2.0503661297688365,1.9388080174573568,3.2902956242272164e+18,75.3161730484057,8.82058977186517,2.47349,16.2142,15.977,0.024,15.313,0.06,14.555,0.032,13.933,0.04,13.716,0.045,17.4997,0.001979,19.0097,0.030694,16.2867,0.006459,13.478,0.027,13.287,0.03,12.047,,8.642,,Theia138,45.70881896148752,Kounkel2020,3317.0,0.491387,0.489479,[29],1,,,,,,,,,0,,0,,0,,0
180752047,891.2509381337442,1.555792382949305,4.907210826828594,27.8642589507428,4.269011954003867e+18,287.476673044279,3.31120078833419,0.253619,15.8311,18.609,0.067,17.0564,0.0465,14.738,0.033,14.253,0.047,14.051,0.058,16.6208,0.000843,17.3031,0.011884,15.7692,0.008087,,,,,,,,,Theia6148,891.2509381337442,Kounkel2020,5667.0,2.74513,1.01,[21],1,,,,,,,,,0,,0,,0,,0
49465785,85.11380382023759,1.9851674804862096,14.198024600892582,66.56913042946786,4.26109986828792e+18,288.086503689255,-2.58312712222409,0.854842,14.9365,17.323,-0.13,16.199,0.183,13.847,0.03,13.42,0.038,13.196,0.043,15.7084,0.001024,16.3969,0.004133,14.8924,0.001232,13.144,0.03,13.214,0.034,12.104,0.33,8.722,,Theia347,85.11380382023759,Kounkel2020,5266.0,1.41704,0.9,[31],1,,,,,,,,,0,,0,,0,,0
156353996,371.5352290971728,1.4145430856028052,3.333823657185705,36.709717517304895,3.333485643559122e+18,86.758868067827,7.50395947332749,1.08029,14.5644,16.059,0.067,15.501,0.126,13.68,0.024,13.303,0.038,13.185,0.026,15.1679,0.000623,15.6726,0.0047,14.5073,0.002448,13.04,0.025,13.036,0.031,12.458,,8.53,,Theia4366,371.5352290971728,Kounkel2020,5557.0,1.01917,0.98,[5],1,,,,,,,,,0,,0,,0,,0
31720814,1445.439770745928,2.381935395483538,8.676544682366593,68.38996197430625,4.203917704521824e+18,282.868105114761,-8.45184127345552,0.359017,15.7732,15.738,0.09,16.6747,0.0461,14.68,0.081,14.251,0.104,14.101,0.078,16.3962,0.00136,16.8184,0.010181,15.6107,0.004199,,,,,,,,,Theia7097,1445.439770745928,Kounkel2020,5328.0,1.78603,0.92,[19],1,,,,,,,,,0,,0,,0,,0
125126742,213.79620895022325,2.4409587347323165,9.631992273794124,30.53206732742896,3.04610646550358e+18,105.309417211458,-11.1515029455447,1.88157,12.7837,13.929,0.018,13.307,0.057,12.226,0.024,11.905,0.023,11.865,0.025,13.2027,0.000521,13.5224,0.00254,12.7245,0.001577,11.809,0.025,11.856,0.026,11.874,,8.373,,Theia344,213.79620895022325,Kounkel2020,6095.0,0.988494,1.144,[4],1,,,,,,,,,0,,0,,0,,0
