tic,age,prad,pmass,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2,snr_v3,T_retrieve_v3
1798010423,173.78008287493762,1.6452653180403831,6.202380250756429,86.42626337563193,4.3202507763957847e+18,288.860568344874,14.3213415745186,1.73636,16.6743,,,18.523,0.068,,,,,,,17.6987,0.001316,18.6605,0.065353,16.522,0.015673,,,,,,,,,Theia952,173.78008287493762,Kounkel2020,3994.0,0.54403,0.624,[9],1,,,,,,,,,0,,0,,0,,0
50742696,10.0,2.918480248789208,19.421513483887004,20.695436563607768,3.2207481851704504e+18,82.84893539,-0.426632214,2.15219,15.8568,20.356,0.162,17.8684,0.0491,14.362,0.028,13.721,0.03,13.45,0.039,16.9866,0.002211,18.1038,0.021763,15.8898,0.005711,13.352,0.025,13.287,0.031,12.599,,8.938,,OSFC,10.0,roquette25,3605.0,0.586797,0.57718,[1],1,,,,,,,,,0,,0,,0,,0
436339014,13.511366715168569,2.4182760206925686,8.393797990665005,73.58051275308846,3.33954501777688e+18,84.326901248124,10.4724972353569,2.59642,17.1097,,,,,15.018,0.046,14.6,0.06,14.159,0.061,18.709,0.003504,20.7346,0.117487,17.2417,0.008434,14.302,0.068,13.951,0.077,12.049,,8.356,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,2968.0,0.413367,0.406487,"[5, 24]",2,,,,,,,,,0,,0,,0,,0
282516011,48.97788193684466,2.3344117090094456,7.269004788997471,10.90462887232111,3.1123830979830845e+18,103.344893000655,-0.914331248313006,1.00003,13.8962,15.066,0.0,14.489,0.115,13.287,0.032,13.035,0.033,12.984,0.034,14.3273,0.000521,14.6597,0.00217,13.8367,0.001974,12.854,0.025,12.867,0.03,12.156,,9.005,,Theia1988,48.97788193684466,Kounkel2020,6106.48,1.16504,1.15,[25],1,,,,,,,,,0,,0,,0,,0
91523608,338.8441561392021,2.4970888633478574,9.888975719170585,19.027121808681027,3.3470832394367826e+18,88.3357912964277,14.6265645143159,0.512226,14.9392,16.607,0.088,15.694,0.08,14.153,0.023,13.737,0.033,13.638,0.036,15.4809,0.000983,15.9128,0.003879,14.8709,0.004055,13.609,0.027,13.678,0.038,12.004,,8.92,,Theia4192,338.8441561392021,Kounkel2020,5635.0,1.60244,1.0,[16],1,,,,,,,,,0,,0,,0,,0
110397007,22.387211385683376,2.448199074753468,7.767860761081004,22.271621402289465,4.14576309141165e+18,273.586158244904,-15.6910301177706,0.621098,13.3933,15.563,0.048,14.166,0.092,12.581,0.032,12.24,0.023,12.104,0.024,13.9269,0.00034,14.3533,0.002556,13.3262,0.00127,,,,,,,,,Theia1762,22.387211385683376,Kounkel2020,6306.0,2.57037,1.24,[33],1,,,,,,,,,0,,0,,0,,0
389275136,407.3802778041122,2.590998247164948,11.244901314589026,30.79082780155894,5.959247400714227e+18,262.251036212011,-41.0467084676403,0.524032,15.3784,,,16.211,0.423,14.188,0.056,13.765,0.064,13.587,0.054,16.1619,0.00085,16.8293,0.010171,15.3084,0.004876,,,,,,,,,Theia4528,407.3802778041122,Kounkel2020,5995.0,1.77756,1.1,[23],1,,,,,,,,,0,,0,,0,,0
237532673,114.8153621496884,1.7536688980255588,8.157681807833026,18.624036640823785,3.113572189747696e+18,102.978802163837,0.393634907062082,1.27871,16.0572,19.544,0.168,17.5322,0.0467,14.726,0.034,14.051,0.04,13.878,0.047,16.9299,0.001937,17.8026,0.011893,15.985,0.006827,13.798,0.028,13.796,0.037,12.144,,8.827,,Theia294,114.8153621496884,Kounkel2020,4050.0,0.793541,0.63,[25],1,,,,,,,,,0,,0,,0,,0
426169397,724.4359600749891,2.557201402712109,11.782233748476608,15.469631954144187,4.100460669749256e+18,280.91741254879,-15.2652626376135,1.27728,14.4944,15.984,0.116,15.334,0.103,13.462,0.038,13.045,0.047,12.916,0.044,15.1541,0.000817,15.7176,0.005468,14.4327,0.002162,12.402,0.026,12.585,0.026,11.85,0.276,8.703,,UPK_18,724.4359600749891,Cantat-Gaudin2020,5157.0,1.00985,0.872,[6],1,,,,,,,,,0,,0,,0,,0
244432593,29.51209226666384,1.841015129788308,10.101700293765807,7.975926859144742,4.094891883860654e+18,274.310376475187,-18.3816516183381,0.364597,15.0354,15.7,0.048,15.829,0.15,14.213,0.042,13.873,0.056,13.833,,15.5623,0.000653,15.9592,0.004242,14.9438,0.002814,,,,,,,,,Theia1820,29.51209226666384,Kounkel2020,6423.0,1.97066,1.29,[33],1,,,,,,,,,0,,0,,0,,0
427334078,10.0,1.2436348362398535,2.0215464606128304,18.1249173158798,3.209421841015864e+18,83.53008333333334,-5.492333333,,15.811,,,18.1111,0.0533,13.768,0.024,13.076,0.031,12.716,0.024,17.4344,0.00426,17.753,0.039142,15.8219,0.00744,12.36,0.064,12.225,0.146,8.361,0.351,4.528,,OSFC,10.0,roquette25,3833.0,0.682205,0.650764,[0],1,,,,,,,,,0,,0,,0,,0
61678186,93.32543007969906,1.0103119956367947,0.9476792391409542,23.019853076757816,3.047995701361019e+18,109.323337042939,-9.61050974293515,0.99112,15.6312,17.05,0.053,16.331,0.423,14.724,0.039,14.298,0.039,14.228,0.072,16.2055,0.001654,16.6678,0.010044,15.5593,0.004228,14.203,0.027,14.292,0.046,12.677,,9.206,,Theia2363,93.32543007969906,Kounkel2020,5467.0,0.657265,0.96,[2],1,,,,,,,,,0,,0,,0,,0
163064252,213.79620895022325,2.2275691795389267,5.902731574182808,94.73299072747682,4.253409746522063e+18,280.828243670894,-6.09967680679975,0.409009,14.8549,,,15.728,0.15,14.037,0.049,13.741,0.079,13.331,,15.3364,0.000514,15.6879,0.001613,14.7564,0.005407,,,,,,,,,Theia3394,213.79620895022325,Kounkel2020,6762.0,1.79967,1.45,[19],1,,,,,,,,,0,,0,,0,,0
110664083,1258.9254117941662,2.730653800092713,15.76223992175914,25.744504782239243,4.097497447195961e+18,273.794360979402,-16.828444553078,0.855206,14.3536,17.001,0.0,15.108,0.16,13.526,0.023,13.151,0.022,12.98,0.043,14.8969,0.000457,15.3317,0.003856,14.2875,0.002061,,,,,,,,,Theia6816,1258.9254117941662,Kounkel2020,5833.0,1.26512,1.05,[33],1,,,,,,,,,0,,0,,0,,0
1641480462,56.23413251903491,2.398361291126498,7.941989713451504,80.24184908666095,4.094853843284049e+18,273.688894367314,-18.7151115022378,0.328098,14.3795,,,15.1312,0.0459,,,,,,,14.9191,0.000548,15.3498,0.004215,14.3097,0.002547,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,6392.0,2.98916,1.28,[33],1,,,,,,,,,0,,0,,0,,0
180957784,223.8721138568337,1.1241310555600288,1.388607495714245,2.2793915163153686,4.268124987358371e+18,287.614551854111,2.67026993913419,0.65947,15.4837,17.826,0.064,16.641,1.133,14.467,0.021,14.016,0.021,13.759,0.048,16.257,0.001142,16.9466,0.010137,15.4452,0.004571,13.818,0.047,14.329,0.072,12.534,0.534,8.962,,Theia3484,223.8721138568337,Kounkel2020,5674.0,1.37627,1.01,[21],1,,,,,,,,,0,,0,,0,,0
1765986874,213.79620895022325,2.547214042201563,11.582465000085431,22.08693487664931,4.2531624551683057e+18,280.871845093398,-6.72109616304794,0.355021,15.6566,,,16.7341,0.0462,,,,,,,16.3719,0.00119,16.922,0.009365,15.5312,0.005335,,,,,,,,,Theia3406,213.79620895022325,Kounkel2020,5335.0,2.16947,0.92,[19],1,,,,,,,,,0,,0,,0,,0
413913648,426.5795188015934,1.2805853328476746,2.2601149057849352,5.289446435839625,4.2523878492245975e+18,282.587741639405,-7.05434084989264,0.720988,12.3784,13.815,0.111,13.011,0.114,11.696,0.02,11.505,0.027,11.442,0.026,12.7922,0.000639,13.1116,0.002945,12.3121,0.002027,11.429,0.027,11.474,0.028,11.197,,8.808,,Theia4612,426.5795188015934,Kounkel2020,6874.0,2.9679,1.49,[19],1,,,,,,,,,0,,0,,0,,0
50618285,10.0,2.6730990007573103,14.328713921154222,31.87749945695676,3.2209995953766103e+18,82.16528256,-0.05627295,2.13783,15.3763,19.649,0.162,17.887,0.0525,13.76,0.026,13.068,0.027,12.869,0.033,16.6361,0.002492,18.0922,0.027002,15.4435,0.005438,12.721,0.024,12.567,0.025,11.7,,9.024,,OSFC,10.0,roquette25,3354.0,0.69921,0.662928,[1],1,,,,,,,,,0,,0,,0,,0
433041825,2754.2287033381635,2.311700356041189,6.799364900066348,18.605348602530896,4.102910141169789e+18,278.232305706434,-15.9621832149281,0.533405,16.2582,18.151,0.156,17.2885,0.0477,15.237,0.11,14.93,0.164,14.729,0.132,16.9491,0.001238,17.5042,0.01212,16.1608,0.025241,,,,,,,,,Ruprecht_171,2754.2287033381635,Cantat-Gaudin2020,5293.0,1.10561,0.91,"[6, 33]",2,,,,,,,,,0,,0,,0,,0
225346609,77.62471166286912,1.6865663817569678,1.5788730460978144,5.557351311453735,5.97699118192029e+18,258.199094315295,-36.1003753251879,2.41934,11.4204,13.285,0.006,12.444,0.08,10.497,0.026,10.158,0.026,9.998,0.023,12.0657,0.000307,12.6164,0.001532,11.3693,0.000971,9.9,0.026,9.925,0.023,9.54,0.136,7.297,0.158,Theia624,77.62471166286912,Kounkel2020,5677.0,2.06187,1.01,[22],1,,,,,,,,,0,,0,,0,,0
423546158,158.4893192461111,2.737900331178684,15.95129986201822,61.917076759883486,2.018433113562108e+18,294.888150842967,22.3127697988413,1.3532,15.2865,18.039,0.067,16.531,0.115,13.971,0.035,13.454,0.038,13.254,0.041,16.1111,0.000683,16.8357,0.005272,15.2238,0.003867,,,,,,,,,Theia259,158.4893192461111,Kounkel2020,5169.0,0.838143,0.88,[10],1,,,,,,,,,0,,0,,0,,0
434288564,162.1810097358933,2.03080087103042,3.870929194259393,19.578684457061957,3.3439671204034867e+18,93.3379904704377,12.5274819532258,1.28637,13.123,14.24,0.017,13.612,0.092,12.532,0.019,12.326,0.019,12.233,0.023,13.528,0.000791,13.8377,0.003438,13.0599,0.003759,12.187,0.024,12.198,0.024,12.196,0.457,8.76,,Theia2996,162.1810097358933,Kounkel2020,6374.36,1.30113,1.27,"[13, 28]",2,,,,,,,,,0,,0,,0,,0
42760154,22.387211385683376,2.1585145267397645,5.111251396156723,4.01207450180027,3.104431949584129e+18,96.8712797194245,-4.87296807560852,3.37039,14.8063,17.836,0.162,,,13.083,0.024,12.483,0.027,12.19,0.023,16.121,0.002801,17.6911,0.02135,14.8861,0.005971,12.081,0.024,11.877,0.023,11.353,0.146,8.745,,Theia55,22.387211385683376,Kounkel2020,3277.0,0.641326,0.620584,[3],1,,,,,,,,,0,,0,,0,,0
326066871,194.98445997580416,2.239207140640963,6.0139531961032,24.51962852019986,5.960406324690842e+18,261.471292736611,-39.5533268778799,0.554192,13.7524,15.503,0.11,14.622,0.137,12.869,,12.514,0.044,12.409,0.039,14.3585,0.000339,14.8654,0.002159,13.6878,0.001131,12.123,0.037,12.257,0.036,12.049,,8.661,,Theia3280,194.98445997580416,Kounkel2020,6714.0,2.67253,1.43,[23],1,24.51962852019986,2.239207140640963,5.874616775595456e-05,0.006724667934213512,0.006060701905746581,375.6426608198464,1.223509563992182,0.8050148544951582,0,0.2797435268665111,0,,0,,0
218038721,660.6934480075965,2.238169855727545,5.877039991581583,8.356728634887736,5.958680671194326e+18,261.557434009663,-42.8428663652968,0.271905,15.543,17.683,0.113,16.5804,0.046,14.58,0.035,14.151,0.042,13.974,0.046,16.2372,0.000507,16.8232,0.005082,15.4718,0.003771,14.067,0.058,14.568,0.149,12.551,,8.981,,Theia5555,660.6934480075965,Kounkel2020,6657.0,2.58157,1.4,[23],1,,,,,,,,,0,,0,,0,,0
164737923,257.03957827688646,1.3078744403942046,2.451102778711008,1.2035599699078234,4.251928562603833e+18,281.389363641656,-7.66078231416955,0.72158,16.1847,18.291,0.152,17.217,0.0466,15.142,0.105,14.66,0.151,14.389,,16.8761,0.001296,17.4193,0.012698,16.0727,0.011115,,,,,,,,,Theia3714,257.03957827688646,Kounkel2020,5203.0,0.855327,0.88,[19],1,1.2035599699078234,1.3078744403942046,0.0001956608429511772,0.01699745264566075,0.021647641248986986,52.09355347635053,24.92605333350992,0.6173119277293455,0,0.5273867910296796,0,,0,,0
343840076,10.0,1.9057658732418128,3.1836545582597813,14.471634190546876,3.3328000679920737e+18,84.28647849,5.758946661,2.2321,15.274,19.335,0.165,17.4375,0.0488,13.645,0.033,12.819,0.021,12.598,0.031,16.3942,0.00264,17.6707,0.018658,15.2569,0.006213,12.478,0.024,12.388,0.025,11.907,0.296,9.083,,OSFC,10.0,roquette25,3816.0,0.895112,0.58,[12],1,,,,,,,,,0,,0,,0,,0
118374481,56.23413251903491,2.6500320009148437,12.62791588796178,31.404847013187837,4.094729323591951e+18,273.58731139398,-19.2460181002527,0.425109,15.491,17.347,0.073,16.613,0.15,14.456,0.063,14.039,0.091,13.499,,16.1505,0.000732,16.6939,0.004169,15.4143,0.001945,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,5349.0,1.80806,0.92,"[11, 33]",2,,,,,,,,,0,,0,,0,,0
165481884,416.8693834703346,1.0780482247666798,1.1933441315851274,9.39555168786178,4.09643181867092e+18,274.805244024582,-17.913245082071,0.46762,15.0031,17.312,0.131,16.03,0.15,14.039,0.076,13.052,,12.755,,15.6223,0.000688,16.1067,0.002762,14.9108,0.003639,,,,,,,,,Theia4582,416.8693834703346,Kounkel2020,6200.0,1.82766,1.19,[33],1,,,,,,,,,0,,0,,0,,0
244153061,56.23413251903491,2.5127390874811977,8.930872718225256,11.854383061777238,4.094838243961954e+18,274.057365409663,-18.8754714242305,0.340926,15.178,15.682,0.112,15.762,0.15,14.35,0.041,14.2,,14.151,,15.7256,0.000971,16.1409,0.006612,15.0861,0.006321,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,6293.0,2.03495,1.23,[33],1,,,,,,,,,0,,0,,0,,0
147371805,194.98445997580416,1.3523776104373415,2.791687148521754,1.5545168197543504,2.948590431342008e+18,104.720258273539,-13.9241811586181,0.734785,14.8244,16.447,0.042,15.573,0.092,14.0,0.026,13.683,0.038,13.449,0.034,15.3815,0.000792,15.8247,0.004168,14.7533,0.004742,13.512,0.026,13.636,0.039,12.61,,9.058,,Theia3278,194.98445997580416,Kounkel2020,5907.0,1.19588,1.07,[4],1,,,,,,,,,0,,0,,0,,0
182570336,141.25375446227554,2.559106944863533,9.872497778189214,6.276945079585304,4.255100688013767e+18,282.325878067902,-4.83584467234806,0.653314,15.9538,,,17.6657,0.0484,14.439,0.102,14.05,0.148,13.758,0.059,16.9628,0.001223,17.8897,0.021161,15.9202,0.007905,,,,,,,,,Theia2821,141.25375446227554,Kounkel2020,5623.0,1.57901,1.0,[20],1,,,,,,,,,0,,0,,0,,0
244707896,29.51209226666384,1.485525365326812,4.059774351358619,18.10356870888817,4.096378251831462e+18,274.626630983374,-18.4036817501952,0.514939,15.5119,,,16.629,0.15,14.425,0.075,14.011,0.106,13.714,,16.1645,0.000939,16.6334,0.015573,15.3712,0.003539,,,,,,,,,Theia1820,29.51209226666384,Kounkel2020,5605.0,1.44964,0.99,[33],1,,,,,,,,,0,,0,,0,,0
358885414,338.8441561392021,2.408715918334657,8.405925810566242,16.465550952192824,4.515980373137102e+18,291.022429117545,20.5561124563322,2.16259,15.4849,18.935,0.166,17.1664,0.0461,14.19,0.027,13.514,0.027,13.343,0.038,16.4875,0.000617,17.4306,0.005937,15.4963,0.001978,13.341,0.032,13.786,0.046,12.557,,9.084,,Theia738,338.8441561392021,Kounkel2020,3830.0,0.603374,0.590833,"[7, 32]",2,,,,,,,,,0,,0,,0,,0
152255737,467.7351412871981,2.5401939679252967,10.664409979202825,23.922001940575846,5.957608514286507e+18,266.17951039963,-41.0111302475608,0.73162,13.9855,15.678,0.117,14.657,0.149,13.192,0.039,12.841,0.042,12.783,0.044,14.5179,0.00036,14.9474,0.002936,13.9238,0.001462,12.561,0.026,12.714,0.031,12.517,,9.033,,Theia4795,467.7351412871981,Kounkel2020,6179.0,1.67848,1.18,[23],1,23.922001940575846,2.5401939679252967,0.00019166269812426247,0.005507052072402202,0.0050444385507541325,247.64030616765592,1.2540756444432364,0.49173694869868523,0,0.9080169189566044,0,,0,,0
427374898,10.0,1.1975330594404023,1.7537743964981618,5.113736700203737,3.2096539066902697e+18,83.74177192,-4.317142756,2.4227,15.7836,20.367,0.164,,,14.112,0.032,13.369,0.033,13.163,0.031,17.1299,0.001368,18.7657,0.027104,15.8698,0.003099,12.991,0.025,12.82,0.028,12.134,,8.338,,OSFC,10.0,roquette25,3233.0,0.593247,0.582544,[0],1,,,,,,,,,0,,0,,0,,0
42761912,50.0,2.6431731292386123,13.629257576301203,99.35010991404133,3.104627903172143e+18,96.8339694851845,-4.04927607072761,2.81933,16.6534,,,,,14.645,0.032,14.075,0.037,13.772,0.053,18.1863,0.003374,20.5039,0.08649,16.802,0.007777,13.628,0.026,13.389,0.03,12.387,0.341,8.817,,NGC2232,50.0,GaiaDR2_2018,2899.0,0.441682,0.437609,[3],1,,,,,,,,,0,,0,,0,,0
220077443,10.0,1.184277135431107,1.6825076188401518,15.105689951993527,3.2236430919114803e+18,84.15687500000001,2.4240000000000004,1.99424,17.2448,,,,,15.277,0.061,14.637,0.043,14.4,0.082,18.6716,0.003703,20.3398,0.213812,17.3384,0.006062,14.233,0.029,13.998,0.04,11.93,,8.852,,OSFC,10.0,roquette25,3182.0,0.465614,0.463067,"[1, 12]",2,,,,,,,,,0,,0,,0,,0
244679852,95.49925860214368,2.614280195234288,11.354531164484436,19.695396119771,4.096395156825189e+18,274.413922115039,-18.2495987749333,0.491004,14.9429,17.313,0.119,15.956,0.15,14.034,0.053,13.712,0.042,12.981,,15.5343,0.001093,15.9857,0.006612,14.8458,0.003177,,,,,,,,,Theia2388,95.49925860214368,Kounkel2020,5757.0,1.77162,1.03,[33],1,,,,,,,,,0,,0,,0,,0
133923456,66.06934480075964,2.1937080166079856,6.152668612634151,68.7542599713348,4.091004350001492e+18,276.272204037263,-21.3804253686307,,16.4929,,,18.6818,0.0672,14.982,0.09,14.194,0.105,14.022,0.071,17.7662,0.002063,18.7863,0.057133,16.529,0.024521,,,,,,,,,Theia56,66.06934480075964,Kounkel2020,3576.0,0.493932,0.492026,[8],1,,,,,,,,,0,,0,,0,,0
173591047,95.49925860214368,2.522255479608825,10.218620368881602,11.635842660870642,4.0957649304122255e+18,271.884579892885,-18.556988518635,1.35744,13.42,15.04,0.028,14.371,0.183,12.539,0.029,12.187,0.065,12.075,0.061,13.9874,0.000521,14.4518,0.003378,13.3588,0.001261,,,,,,,,,Theia184,95.49925860214368,Kounkel2020,5610.0,1.30517,0.993,[11],1,,,,,,,,,0,,0,,0,,0
175453138,169.8243652461746,1.5000977958518198,4.224383770208343,56.12552530107136,4.2937139601496566e+18,289.154335069153,5.40854866249365,1.07011,14.2916,16.342,0.084,15.191,0.16,13.348,0.024,12.96,0.032,12.84,0.03,14.9407,0.000517,15.4907,0.003006,14.2357,0.00125,12.901,0.034,12.936,0.044,11.6,0.272,8.591,,Theia3074,169.8243652461746,Kounkel2020,6145.0,1.19457,1.17,[21],1,,,,,,,,,0,,0,,0,,0
223704578,22.387211385683376,1.081431325422492,1.2068622955874189,3.847682371491976,4.070169738520129e+18,268.815486560077,-22.7896774811222,0.741572,13.389,16.093,0.105,14.549,0.126,12.323,0.029,12.029,0.038,11.826,0.031,14.0652,0.000876,14.6368,0.003607,13.3232,0.004087,,,,,,,,,Theia1761,22.387211385683376,Kounkel2020,6541.0,2.66072,1.35,[11],1,3.847682371491976,1.081431325422492,1.3824063532250475e-05,0.004416178788113799,0.003900637594056359,203.64733363293004,7.796901382056443,0.965733508390985,0,0.18842076310052489,0,,0,,0
187067397,177.82794100389228,1.884925889261368,2.9029025506605617,6.386386830146557,4.093227803028256e+18,278.224430975387,-19.2628395094171,1.44345,15.5757,18.69,0.187,16.583,1.133,14.274,0.052,13.576,0.05,13.477,0.049,16.4295,0.001183,17.2386,0.008124,15.5274,0.005956,,,,,,,,,Theia650,177.82794100389228,Kounkel2020,4504.0,0.782811,0.71,[33],1,,,,,,,,,0,,0,,0,,0
1784950279,239.88329190194943,2.4604122404148,8.338971663110243,13.381865235843629,4.2690159053741937e+18,287.328972719977,3.37088331231437,0.656972,14.4883,,,15.599,0.0462,,,,,,,15.2217,0.001033,15.8199,0.002026,14.3984,0.011036,,,,,,,,,Theia3584,239.88329190194943,Kounkel2020,5849.0,2.01364,1.06,[21],1,,,,,,,,,0,,0,,0,,0
1292448,912.0108393559116,2.464370365850088,8.950122910563593,3.261147191907569,4.076867795933502e+18,279.704191830667,-23.6888386060961,0.562569,15.1095,17.871,0.04,16.131,0.24,14.24,0.02,13.823,0.034,13.695,0.043,15.6834,0.000869,16.1475,0.005556,15.0403,0.004213,13.666,0.032,13.949,0.047,12.321,,8.714,,Theia6172,912.0108393559116,Kounkel2020,5508.0,1.44764,0.97,[8],1,,,,,,,,,0,,0,,0,,0
42563198,22.387211385683376,2.638075158717242,10.629197597891736,6.422430240067816,3.1044570966120376e+18,96.6157079686144,-4.556044973735,3.08483,11.7078,12.887,0.053,12.237,0.092,11.126,0.03,10.813,0.027,10.804,0.032,12.1306,0.000772,12.458,0.002513,11.6529,0.002448,10.744,0.023,10.769,0.022,10.697,0.097,8.97,,Theia55,22.387211385683376,Kounkel2020,5992.0,1.00753,1.104,[3],1,,,,,,,,,0,,0,,0,,0
434061642,75.0,1.9146904878468616,3.571993708669565,28.098399300696965,4.1038945089232246e+18,279.636437147406,-13.5098030299903,3.3669,15.274,19.221,0.169,17.4993,0.0473,13.704,0.024,12.955,0.024,12.744,0.027,16.4526,0.001389,17.741,0.012731,15.3232,0.004406,,,,,,,,,LP 2441,75.0,Pang2022,3478.0,0.541228,0.537296,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
427392750,2.0,2.8331404429122244,14.405293960194289,13.231880414387524,3.215666100692389e+18,83.788670692768,-4.10459831171748,2.99062,16.8257,,,,,14.913,0.032,14.348,0.05,13.958,0.067,18.3351,0.001921,20.3772,0.081608,16.9525,0.009333,13.763,0.036,13.349,0.04,11.718,,8.169,,Orion A,2.0,McBride+2019,2994.0,0.395355,0.386226,[0],1,,,,,,,,,0,,0,,0,,0
716274243,1862.0871366628653,2.3384191273128088,7.16066436659302,5.996821772294146,3.341825958947832e+18,90.7539908638848,10.4757476683306,0.29135,16.7208,,,17.6086,0.0475,,,,,,,17.3372,0.001817,17.8127,0.025738,16.6218,0.013852,,,,,,,,,NGC_2141,1862.0871366628653,Cantat-Gaudin2020,5568.0,1.24674,0.98,[28],1,5.996821772294146,2.3384191273128088,0.0002943940992346963,0.02390469812354585,0.034420197522896566,98.36520201515324,5.002649926766657,0.6875354583296134,0,0.3326123423027006,0,,0,,0
91871135,46.77351412871982,2.3342030215874625,6.098379803260799,21.460918470588325,3.3495632909928e+18,88.8511814286516,15.9699286706499,0.737189,14.053,15.229,0.094,14.481,0.195,13.224,0.024,12.924,0.026,12.895,0.027,14.4957,0.000404,14.753,0.004805,13.907,0.007112,12.782,0.024,12.803,0.028,12.336,,8.558,,Theia1961,46.77351412871982,Kounkel2020,6228.0,1.41584,1.2,[16],1,,,,,,,,,0,,0,,0,,0
269118266,10.0,1.514912857397293,4.397546627317658,5.28406525590262,3.2342923774227354e+18,80.940628,1.974475,2.64628,17.5203,,,,,15.43,0.066,15.003,0.079,14.519,0.097,19.0594,0.003356,20.8963,0.199767,17.6341,0.018804,14.48,0.032,14.239,0.048,12.512,,9.045,,OSFC,10.0,roquette25,3062.0,0.362512,0.34865,[1],1,,,,,,,,,0,,0,,0,,0
244139778,47.863009232263806,1.998623157090987,3.6989311498185313,23.198754233164998,4.09715619058562e+18,274.113771682727,-18.004828361409,0.642654,14.6577,16.714,0.106,15.327,0.138,13.427,,13.385,0.074,13.277,0.061,15.1715,0.000469,15.5539,0.003692,14.5666,0.002477,,,,,,,,,Theia1971,47.863009232263806,Kounkel2020,6266.0,1.35547,1.22,[33],1,,,,,,,,,0,,0,,0,,0
247838645,316.227766016838,2.8912429873212875,20.44460075924844,25.11769881464406,3.3980040968198646e+18,87.6907696937178,17.4422610049613,0.619916,16.1009,17.909,0.078,16.9092,0.046,15.242,0.046,14.944,0.069,14.698,0.104,16.6732,0.0009869999,17.1364,0.007155,16.0331,0.007055,,,,,,,,,Theia4075,316.227766016838,Kounkel2020,5570.0,0.825631,0.98,[16],1,,,,,,,,,0,,0,,0,,0
713061412,13.447832281168877,0.9674623937326146,0.8148094144690229,64.77777079040361,3.2221621914824407e+18,81.0665594565872,1.51571581178971,2.96998,15.7535,,,18.1509,0.0553,,,,,,,16.8857,0.002273,18.273,0.032943,15.6089,0.002999,,,,,,,,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,3437.0,0.561707,0.42,[1],1,,,,,,,,,0,,0,,0,,0
280522177,257.03957827688646,1.1738755721645155,1.6282885756294565,2.322667921146328,3.100667702808706e+18,101.089850568206,-5.44569975026788,0.696156,14.8636,16.176,0.065,15.6,0.137,14.135,0.028,13.803,0.027,13.706,0.045,15.3496,0.000657,15.7297,0.001842,14.7995,0.00191,13.691,0.026,13.74,0.039,12.188,,9.124,,Theia3702,257.03957827688646,Kounkel2020,5894.0,1.11773,1.07,[27],1,,,,,,,,,0,,0,,0,,0
231236406,2.5118864315095824,1.110242325734655,1.327174332647711,27.023290629472807,3.3508079725128243e+18,101.073338071476,10.5333766512909,0.809859,14.7723,16.627,0.071,15.588,0.126,13.777,0.03,13.352,0.035,13.246,0.037,15.41,0.000649,15.935,0.00374,14.7025,0.002832,13.152,0.025,13.164,0.032,12.023,,9.123,,Theia41,2.5118864315095824,Kounkel2020,5643.0,1.27682,1.0,[15],1,,,,,,,,,0,,0,,0,,0
177408961,30.90295432513592,2.590689705867101,11.45798722264195,98.09727265988992,3.0512198474096195e+18,106.781477995058,-9.17631132528267,0.299426,15.3648,16.996,0.115,16.167,1.133,14.405,0.035,14.046,0.051,13.892,0.061,15.9554,0.000591,16.4402,0.005808,15.2963,0.002342,13.828,0.03,13.841,0.039,12.646,,8.551,,UBC_218,30.90295432513592,Cantat-Gaudin2020,6550.0,2.19316,1.35,[2],1,,,,,,,,,0,,0,,0,,0
175803504,323.5936569296281,2.348889547019853,7.426180190647912,81.30812454111752,5.961751130484913e+18,262.820604390039,-39.2865711293197,1.19324,13.3752,14.872,0.017,14.125,0.092,12.592,0.025,12.233,0.03,12.16,0.029,13.9018,0.000297,14.3309,0.002045,13.3074,0.001515,,,,,,,,,Theia4124,323.5936569296281,Kounkel2020,6873.0,1.34906,1.49,[23],1,,,,,,,,,0,,0,,0,,0
244393969,95.49925860214368,2.148180542409745,5.159642665666771,14.956735138951856,4.094791858320025e+18,274.22308143786,-18.9097034927686,0.5083,14.8759,16.357,0.152,16.045,0.138,13.814,0.031,13.407,0.048,13.33,0.072,15.5833,0.00071,16.1718,0.006875,14.8009,0.003531,,,,,,,,,Theia2388,95.49925860214368,Kounkel2020,5624.0,2.1346,1.0,[33],1,,,,,,,,,0,,0,,0,,0
