,bins,qlp_snr,spoc_snr
0,1.0,0.0,0.0
1,2.6333333333333333,0.0,0.0
2,4.266666666666667,0.001466275659824047,0.0
3,5.9,0.0,0.004310344827586207
4,7.533333333333333,0.0072992700729927005,0.0
5,9.166666666666666,0.03363914373088685,0.05405405405405406
6,10.8,0.06143344709897611,0.1095890410958904
7,12.433333333333334,0.11450381679389313,0.14655172413793102
8,14.066666666666666,0.13025210084033614,0.24509803921568626
9,15.7,0.19230769230769232,0.30392156862745096
10,17.333333333333332,0.2623762376237624,0.3854166666666667
11,18.966666666666665,0.29714285714285715,0.620253164556962
12,20.6,0.28859060402684567,0.5466666666666666
13,22.233333333333334,0.38414634146341464,0.7076923076923077
14,23.866666666666667,0.4013605442176871,0.6206896551724138
15,25.5,0.45323741007194246,0.7313432835820896
16,27.133333333333333,0.49166666666666664,0.7719298245614035
17,28.766666666666666,0.4020618556701031,0.7843137254901961
18,30.4,0.49074074074074076,0.8823529411764706
19,32.03333333333333,0.4146341463414634,0.8679245283018868
20,33.666666666666664,0.3956043956043956,0.8260869565217391
21,35.3,0.42105263157894735,0.8103448275862069
22,36.93333333333333,0.4864864864864865,0.86
23,38.56666666666666,0.49230769230769234,0.7777777777777778
24,40.2,0.46551724137931033,0.8780487804878049
25,41.833333333333336,0.6190476190476191,0.8372093023255814
26,43.46666666666667,0.4852941176470588,0.7941176470588235
27,45.1,0.43478260869565216,0.7586206896551724
28,46.733333333333334,0.5866666666666667,0.9333333333333333
29,48.36666666666667,0.5166666666666667,0.7941176470588235
30,50.0,0.618421052631579,0.7948717948717948
