tic,rp,period,mstar,rstar,tmag,teff,age
226199275,32.3622935984257,9.223759584535731,1.47,2.7026,14.5089,6822.0,24.547089156850287
264594545,21.797151307411816,3.062076252083751,0.499229,0.501188,15.8901,3034.0,4.897788193684466
50723715,26.217675550609297,13.306735391601702,1.34,3.60056,8.9967,6521.0,4.897788193684466
134087495,18.893066238038926,12.040163689833571,1.39,1.73853,13.0848,6631.0,5.754399373371567
357274518,11.534875030279569,5.788579316327855,1.43,3.68965,11.3786,6732.0,7.585775750291836
358586153,26.28908774154761,14.080350174588904,1.0,1.26979,12.998,5642.0,7.585775750291836
340895863,19.45200483304588,2.389026381271268,0.404385,0.411486,16.9505,3474.0,2.5118864315095824
42760154,32.376078439152224,6.914855501174315,0.620584,0.641326,14.8063,3277.0,22.387211385683376
147580185,8.740593614103915,3.514658676879234,0.627,1.10382,12.825,4011.0,35.481338923357534
53743836,21.50966346612607,4.9188809537649405,0.88,1.2454,14.2029,5191.0,25.118864315095824
177132881,19.484117641900838,15.204248412747727,1.26,1.11116,12.5758,6340.0,34.673685045253166
391863706,36.72496035269151,4.896663637685077,1.4,1.35332,13.9281,6659.0,42.65795188015926
294432283,12.279208647437558,8.680525153117593,0.683,0.61101,15.6945,4366.0,46.77351412871982
413236496,27.483835956948617,3.196582814950218,1.12,0.923436,16.0531,6028.0,5.888436553555883
148343496,16.275620335297685,1.4788738469459426,0.63,1.24421,16.2594,4009.0,6.165950018614822
204566225,13.461616550807904,17.39161869606061,1.24,1.94254,14.0996,6308.0,14.791083881682072
377324606,56.046764299872834,14.047272089876058,1.14,1.50362,14.5156,6082.0,20.417379446695275
151457908,25.114276472768463,16.185453432546318,1.15,2.20725,14.7899,6100.0,23.442288153199225
31829992,32.23825340830338,3.850368018085133,1.23,1.90445,14.8924,6276.0,23.442288153199225
1765038789,16.898342116656735,1.5775946191067902,1.02,1.40508,15.9154,5700.0,23.442288153199225
220218045,40.93465356779987,5.883992944863648,1.01,1.27468,14.6116,5697.0,26.915348039269137
229344913,23.09447544190152,10.6486980760019,1.23,1.36312,14.4123,6283.0,32.35936569296281
183423147,26.561178776058465,8.035009882142713,0.98,1.3382,14.5784,5542.0,32.35936569296281
433325201,21.99136415281068,16.012756506125907,1.3,2.64337,13.846,6440.0,13.80384264602884
281720570,24.709990483174007,2.9776669020355118,1.21,2.10457,13.1873,6236.0,36.3078054770101
180358165,45.20301071229149,7.669598056678223,1.36,2.35457,15.4807,6557.0,38.01893963205613
118617374,33.83463166802878,5.519598818382819,0.87,0.964619,16.0161,5153.0,41.68693834703355
177275641,18.71487290218482,7.928313621710061,1.29,1.38634,13.7584,6409.0,6.165950018614822
11286258,10.904262262790878,2.4060003208463208,0.603329,0.61901,16.0675,3313.0,5.0
436245727,17.78859977182304,2.145640164930404,0.594605,0.608047,15.8499,3032.0,6.202481803469079
144610660,8.358684411288213,13.30796115524139,1.03,2.22639,10.9026,5761.15,8.61155211087968
200526630,25.690164262585576,12.4510220717468,0.55,1.27658,14.1671,3701.0,5.71680304100719
138856923,20.377743900762717,4.182458689803707,0.71,1.45722,12.3417,4513.0,5.38086991371872
138827507,19.83896185991954,2.8697006059151926,0.464515,0.466999,17.0883,3149.0,8.517591021428075
4256593,20.803401199417785,4.469319287646766,0.613346,0.631864,15.4681,2925.0,11.267581086246324
264682438,17.56176054116204,2.477137844960644,0.40544,0.41243,16.3828,3042.0,9.426108511948392
332856920,28.466114807350056,5.600268438096521,0.85,1.70119,14.3275,5083.0,9.121205345558456
50727148,24.027431948596533,10.851229444137822,0.627248,0.650161,15.7151,3170.0,13.67488459983554
50789323,23.728519072745463,10.110459658401757,0.94,2.53832,10.7025,5423.7,5.634803045048132
427379391,24.853287183335866,3.247558320284144,0.9,1.95534,11.5644,5257.0,13.802031748137464
427396827,48.07386176316668,22.41762065756055,0.430951,0.435546,16.9241,3405.0,5.0673189032751935
50790199,21.06598285029455,6.078830294998053,1.32,1.61257,11.06,6484.08,7.221200853405092
464840541,12.156870600277712,6.587762158491001,0.772,0.501947,12.3112,4784.0,8.028019704283942
201368834,19.45423655719359,2.616966148254768,0.61,1.05704,14.6777,3925.0,7.150322581125481
427455878,30.85201799026068,4.273267723055854,0.94,2.37837,12.6142,5393.0,7.987264105394138
11167068,18.837710506499285,5.211237932455927,0.66,0.968855,12.6082,4249.0,9.40539738714402
4250193,11.083929210235704,1.1996430198400967,0.55,0.867216,14.2874,3703.0,5.359667793155795
50583891,8.787418469195233,3.5571520171356625,0.62,1.00972,13.8612,3975.0,9.164780821844731
50583469,25.427665832529858,13.162191204172691,0.41,1.13753,14.483,3420.0,8.582318188761649
464839617,23.90138841279017,3.4267623941652894,0.617886,0.637782,15.1913,3402.0,5.304739095641201
264486545,12.17953299490996,1.241855472397525,0.53,0.822182,14.8021,3644.0,5.504364226449514
138828435,27.862700413516617,9.351384073506384,0.520825,0.523532,16.0084,3241.0,6.708724948975632
276581270,12.338401859210208,8.955235510545993,0.550291,0.555631,15.8968,3128.0,8.632244873352128
426184987,40.95254110169079,13.32168568427109,0.645124,0.674409,15.0855,3299.0,7.871718127235421
264484347,28.92968251970772,22.37775830931568,1.39,2.30925,10.8283,6631.28,14.645668627458765
457249436,13.593377639586627,3.985944482805601,1.09,1.54603,11.3965,5940.25,10.726434131751368
264620882,11.31799016542173,6.928620214473618,1.02,0.995886,15.5612,5737.0,5.088156232822113
332969941,26.58795094523292,3.939480006717057,0.7,0.804455,15.5082,4475.0,10.519683447884727
427349892,14.532160321285229,2.9895182614536746,0.568513,0.576541,16.1311,3103.0,13.79897417325588
4295399,12.796991747348862,1.7282451841984954,0.460361,0.463031,16.2644,3130.0,11.692594122261228
264543355,23.404085817641352,3.8301029139001055,1.44,1.68953,11.7252,6751.0,5.023297517205294
4378638,26.765800011555346,2.851515903277448,1.01,1.63858,11.8284,5687.0,10.499375745227423
50530546,5.920254437245658,10.123898661398655,1.073,1.54607,10.3291,5904.0,11.488982999914814
138826844,13.10069767949359,15.619029145052014,1.05,3.017,11.9958,5842.47,6.775598605124276
138859246,37.83749935665935,5.144520412466611,1.24,1.98081,11.7226,6303.18,9.367243225205945
427392835,50.29897998043693,7.205074616956677,0.98,2.88333,12.5903,5567.0,9.332966325322683
427379747,8.22935581457743,1.168198017252681,1.422,1.32834,9.25411,6700.0,9.662888318351293
